code,name,night_category,bank_classification,morning_recheck,rate_regime,rate_wind,rate_confidence,rate_metrics,principle,reasons,missing_data
8388,阿波銀行,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 9390.0, 'MA25': 8318.8, '25日線乖離率': 12.88, 'RSI14': 72.73, 'BB位置': 2.13, '出来高倍率': 1.93, '当日騰落率': 4.8, '3日騰落率': 5.15, '5日騰落率': 8.18, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8386,百十四銀行,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 3090.0, 'MA25': 2816.8, '25日線乖離率': 9.7, 'RSI14': 66.39, 'BB位置': 2.32, '出来高倍率': 1.49, '当日騰落率': 6.4, '3日騰落率': 7.59, '5日騰落率': 6.99, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8381,山陰合同銀行,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2579.0, 'MA25': 2450.28, '25日線乖離率': 5.25, 'RSI14': 63.66, 'BB位置': 1.86, '出来高倍率': 1.19, '当日騰落率': 3.24, '3日騰落率': 3.0, '5日騰落率': 5.96, 'reversal_pattern': True, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
8377,ほくほくフィナンシャルグループ,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 8458.0, 'MA25': 7673.0, '25日線乖離率': 10.23, 'RSI14': 66.74, 'BB位置': 2.31, '出来高倍率': 0.79, '当日騰落率': 4.15, '3日騰落率': 5.03, '5日騰落率': 7.02, 'reversal_pattern': False, 'volume_confirmed': False, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8370,紀陽銀行,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 5020.0, 'MA25': 4757.4, '25日線乖離率': 5.52, 'RSI14': 62.52, 'BB位置': 1.89, '出来高倍率': 0.87, '当日騰落率': 3.61, '3日騰落率': 3.61, '5日騰落率': 6.24, 'reversal_pattern': False, 'volume_confirmed': False, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
8361,大垣共立銀行,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 8040.0, 'MA25': 7674.0, '25日線乖離率': 4.77, 'RSI14': 58.11, 'BB位置': 1.17, '出来高倍率': 1.03, '当日騰落率': 5.65, '3日騰落率': 6.35, '5日騰落率': 7.49, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
8360,山梨中央銀行,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 7440.0, 'MA25': 6762.0, '25日線乖離率': 10.03, 'RSI14': 63.75, 'BB位置': 1.96, '出来高倍率': 1.62, '当日騰落率': 5.68, '3日騰落率': 5.23, '5日騰落率': 6.13, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8359,八十二長野銀行,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2680.5, 'MA25': 2578.9, '25日線乖離率': 3.94, 'RSI14': 60.43, 'BB位置': 1.46, '出来高倍率': 1.12, '当日騰落率': 2.94, '3日騰落率': 2.82, '5日騰落率': 3.9, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
8358,スルガ銀行,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2880.0, 'MA25': 2683.92, '25日線乖離率': 7.31, 'RSI14': 70.04, 'BB位置': 2.31, '出来高倍率': 1.27, '当日騰落率': 2.75, '3日騰落率': 5.3, '5日騰落率': 6.16, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8354,ふくおかフィナンシャルグループ,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 7704.0, 'MA25': 7474.08, '25日線乖離率': 3.08, 'RSI14': 58.34, 'BB位置': 1.27, '出来高倍率': 0.97, '当日騰落率': 2.43, '3日騰落率': 2.12, '5日騰落率': 2.65, 'reversal_pattern': False, 'volume_confirmed': False, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
8346,東邦銀行,避ける,追いかけ禁止,False,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 989.0, 'MA25': 881.96, '25日線乖離率': 12.14, 'RSI14': 69.21, 'BB位置': 2.19, '出来高倍率': 1.29, '当日騰落率': 5.78, '3日騰落率': 4.99, '5日騰落率': 6.8, 'reversal_pattern': True, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8345,岩手銀行,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2474.0, 'MA25': 2222.48, '25日線乖離率': 11.32, 'RSI14': 66.01, 'BB位置': 2.27, '出来高倍率': 1.19, '当日騰落率': 4.7, '3日騰落率': 4.92, '5日騰落率': 8.8, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8344,山形銀行,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 4585.0, 'MA25': 3937.8, '25日線乖離率': 16.44, 'RSI14': 70.01, 'BB位置': 2.66, '出来高倍率': 1.1, '当日騰落率': 7.88, '3日騰落率': 8.39, '5日騰落率': 13.91, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8343,秋田銀行,避ける,追いかけ禁止,False,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 8450.0, 'MA25': 7453.6, '25日線乖離率': 13.37, 'RSI14': 72.84, 'BB位置': 2.36, '出来高倍率': 1.13, '当日騰落率': 5.23, '3日騰落率': 5.23, '5日騰落率': 12.52, 'reversal_pattern': True, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8341,七十七銀行,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 3834.0, 'MA25': 3564.56, '25日線乖離率': 7.56, 'RSI14': 65.73, 'BB位置': 2.27, '出来高倍率': 1.25, '当日騰落率': 2.57, '3日騰落率': 4.73, '5日騰落率': 6.5, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8337,千葉興業銀行,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2764.0, 'MA25': 2655.8, '25日線乖離率': 4.07, 'RSI14': 62.5, 'BB位置': 1.57, '出来高倍率': 0.97, '当日騰落率': 2.29, '3日騰落率': 7.34, '5日騰落率': 6.14, 'reversal_pattern': False, 'volume_confirmed': False, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
8336,武蔵野銀行,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2776.0, 'MA25': 2648.76, '25日線乖離率': 4.8, 'RSI14': 61.13, 'BB位置': 1.6, '出来高倍率': 1.02, '当日騰落率': 4.36, '3日騰落率': 4.6, '5日騰落率': 5.51, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
8334,群馬銀行,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2740.5, 'MA25': 2561.56, '25日線乖離率': 6.99, 'RSI14': 66.91, 'BB位置': 2.46, '出来高倍率': 1.24, '当日騰落率': 2.87, '3日騰落率': 5.61, '5日騰落率': 6.72, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8331,千葉銀行,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2842.0, 'MA25': 2702.42, '25日線乖離率': 5.17, 'RSI14': 65.95, 'BB位置': 2.09, '出来高倍率': 1.08, '当日騰落率': 3.46, '3日騰落率': 6.6, '5日騰落率': 8.23, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8309,三井住友トラストグループ,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 1753.0, 'MA25': 1675.96, '25日線乖離率': 4.6, 'RSI14': 67.41, 'BB位置': 2.12, '出来高倍率': 1.02, '当日騰落率': 2.82, '3日騰落率': 4.31, '5日騰落率': 5.54, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8308,りそなホールディングス,避ける,追いかけ禁止,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2446.5, 'MA25': 2311.4, '25日線乖離率': 5.84, 'RSI14': 62.39, 'BB位置': 2.05, '出来高倍率': 1.07, '当日騰落率': 4.37, '3日騰落率': 5.77, '5日騰落率': 7.16, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
8306,三菱ＵＦＪフィナンシャル・グループ,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 3709.0, 'MA25': 3589.76, '25日線乖離率': 3.32, 'RSI14': 60.53, 'BB位置': 1.03, '出来高倍率': 0.87, '当日騰落率': 2.86, '3日騰落率': 4.07, '5日騰落率': 4.74, 'reversal_pattern': False, 'volume_confirmed': False, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
8304,あおぞら銀行,避ける,追いかけ禁止,False,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 3395.0, 'MA25': 3077.06, '25日線乖離率': 10.33, 'RSI14': 80.34, 'BB位置': 2.01, '出来高倍率': 0.89, '当日騰落率': 2.94, '3日騰落率': 4.17, '5日騰落率': 5.4, 'reversal_pattern': True, 'volume_confirmed': False, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
7381,ＣＣＩグループ,避ける,追いかけ禁止,False,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 1257.0, 'MA25': 1134.72, '25日線乖離率': 10.78, 'RSI14': 68.55, 'BB位置': 2.08, '出来高倍率': 0.77, '当日騰落率': 3.46, '3日騰落率': 3.54, '5日騰落率': 7.8, 'reversal_pattern': True, 'volume_confirmed': False, 'trend_maintained': True, 'surge_excluded': True}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '急騰除外またはテクニカル過熱']",[]
7380,十六フィナンシャルグループ,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2579.0, 'MA25': 2451.64, '25日線乖離率': 5.19, 'RSI14': 60.42, 'BB位置': 1.53, '出来高倍率': 1.31, '当日騰落率': 6.39, '3日騰落率': 6.75, '5日騰落率': 8.18, 'reversal_pattern': False, 'volume_confirmed': True, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
7337,ひろぎんホールディングス,翌朝再確認,押し目監視,True,上昇・フラット化,追い風候補,中,"{'2Y_yield_pct': 1.651, '2Y_change_1d_bp': 0.5, '2Y_change_5d_bp': 8.2, '10Y_yield_pct': 2.873, '10Y_change_1d_bp': 1.7, '10Y_change_5d_bp': 6.0, '30Y_yield_pct': 4.002, '30Y_change_1d_bp': 1.3, '30Y_change_5d_bp': 3.6, 'spread_10y_2y_bp': 122.2, 'spread_change_1d_bp': 1.2, 'spread_change_5d_bp': -2.2, 'rapid_yield_drop': False, 'rapid_inversion': False, 'technical': {'終値': 2350.0, 'MA25': 2241.62, '25日線乖離率': 4.83, 'RSI14': 62.95, 'BB位置': 1.95, '出来高倍率': 0.84, '当日騰落率': 2.78, '3日騰落率': 3.62, '5日騰落率': 5.88, 'reversal_pattern': False, 'volume_confirmed': False, 'trend_maintained': True, 'surge_excluded': False}}",金利上昇基調でも高値追いせず、反転確認後の押し目を拾う,"['金利局面=上昇・フラット化（追い風候補、確信度=中）', '金利追い風だけでは昇格せず、反転足または出来高の完成待ち']",[]
