シグナル日,コード,会社名,市場,現在値,前日比,直近3日騰落率,直近5日騰落率,25日線乖離率,ATR当日値幅,ATR14,前日高値,反転足高値,反転足安値,直近2日高値,直近3日高値,直近安値,直近支持線,BB-1σ,BB-2σ,BB下限,スコア,ランク,%K,%D,%D傾き,RSI14,MA25,MA75,MA200,BB位置,出来高倍率,ローソク足パターン,アンチ判定,買い・売り,シグナル種別,シグナル数,自社株買い比率,損切り候補,利確候補,RR,判定理由,除外理由,Yahoo Financeリンク,売残,買残,売残前週比,買残前週比,信用倍率,基準日,取得元URL,取得日時,テクニカルスコア,信用需給による減点,信用需給スコア,総合調整後スコア,テクニカル順位,調整後順位,信用需給判定,信用需給判定理由
2026-08-17,9256,サクシード,グロース,1249.0,8.33,-3.92,-6.51,-48.38,0.23,308.71,1207.0,1250.0,1180.0,1250.0,1312.0,1152.0,1152.0,942.86,20.57,20.57,14,除外,37.6,19.05,4.05,32.29,2419.52,2656.12,1503.41,-0.67σ,0.38,陰線→陽線 / 2～5日下落後の陽線,強,買い,アンチ,1,0.0,785.94,2175.13,2.0,直近2～5日まで下落、RSI40以下から反転上昇、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（当日急騰）,https://finance.yahoo.co.jp/quote/9256.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,14.0,0,0,14.0,17,17,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-17,7224,新明和工業,プライム,2023.0,0.4,0.95,0.2,1.6,0.43,49.09,2021.0,2033.0,2012.0,2033.0,2033.0,1998.0,1821.0,1965.33,1938.06,1938.06,13,A,65.08,80.75,5.7,52.12,1991.2,2133.93,2170.6,+1.11σ,0.62,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,通常,買い,底固め / アンチ,2,0.0,1949.37,2170.26,2.0,直近2～5日まで下落、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線、直近安値切り上げ、BB幅収縮、RSI安値切り上げ / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/7224.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,13.0,0,0,13.0,22,22,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-17,4626,太陽ホールディングス,プライム,4855.0,0.89,0.14,0.29,1.15,1.07,75.66,4861.0,4911.0,4830.0,4911.0,4911.0,4794.0,4653.0,4730.74,4668.88,4668.88,13,A,45.73,57.19,2.49,51.34,4799.8,4924.32,4883.23,+1.01σ,0.67,陰線→陽線 / 2～5日下落後の陽線,通常,買い,底固め / アンチ,2,0.0,4741.51,5081.98,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線、直近安値切り上げ、BB幅収縮、RSI安値切り上げ / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/4626.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,13.0,0,0,13.0,22,22,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-17,6524,湖北工業,スタンダード,5110.0,6.57,6.9,2.92,11.04,1.07,312.02,4950.0,5150.0,4815.0,5150.0,5150.0,4730.0,3715.0,4267.26,3952.28,3952.28,13,除外,71.68,67.09,2.72,57.17,4602.0,5437.4,4368.4,+1.68σ,1.01,陰線→陽線 / 2～5日下落後の陽線,強,買い,底固め / アンチ,2,0.0,4641.96,6046.07,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線、直近安値切り上げ、BB幅収縮、RSI安値切り上げ / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/6524.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,13.0,0,0,13.0,22,22,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-17,6194,アトラエ,プライム,909.0,2.02,0.89,4.48,7.02,1.73,27.15,894.0,913.0,866.0,913.0,926.0,865.0,817.0,831.1,805.7,805.7,12,除外,80.23,66.52,-0.5,73.67,849.4,745.03,706.94,+2.07σ,1.44,強気包み足 / 前日安値割れ反転,なし,買い,底固め,1,0.0,865.0,997.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（高RSI）,https://finance.yahoo.co.jp/quote/6194.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,12.0,0,0,12.0,25,25,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-17,3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム,6350.0,1.93,-6.62,-4.51,-5.71,0.4,547.05,6380.0,6400.0,6180.0,6400.0,7210.0,6060.0,5440.0,6115.2,5707.4,5707.4,12,A,23.39,59.12,4.6,45.55,6734.4,6913.2,5020.6,-0.42σ,0.99,陰線→陽線 / 長い下ヒゲ（ハンマー） / 2～5日下落後の陽線,通常,買い,アンチ,1,0.0,5529.42,7991.16,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、長い下ヒゲ反転、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/3445.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,12.0,0,0,12.0,25,25,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-17,4368,扶桑化学工業,プライム,3520.0,2.47,3.99,-7.61,-7.38,0.44,263.47,3600.0,3535.0,3420.0,3600.0,3600.0,3250.0,3180.0,3450.81,3171.36,3171.36,12,A,27.98,47.77,-1.57,43.45,3800.6,4006.47,3047.79,-0.75σ,0.7,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,3124.79,4310.42,2.0,直近2～5日まで下落、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/4368.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,12.0,0,0,12.0,25,25,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-17,4182,三菱瓦斯化学,プライム,4226.0,5.15,4.35,-5.2,-2.3,0.81,262.29,4175.0,4226.0,4013.0,4226.0,4226.0,3814.0,3711.0,3992.44,3740.12,3740.12,12,A,44.69,51.39,1.82,46.97,4325.44,4749.41,3909.32,-0.07σ,1.31,陰線→陽線 / 2～5日下落後の陽線,通常,買い,アンチ,1,0.0,3814.0,5050.0,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、2～5日下落後の陽線、出来高増加を伴う反転 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/4182.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,12.0,0,0,12.0,25,25,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-17,6844,新電元工業,プライム,3335.0,3.25,1.37,-9.99,-3.97,0.58,189.1,3295.0,3350.0,3240.0,3350.0,3350.0,3210.0,3010.0,3237.98,3038.46,3038.46,12,A,18.66,47.68,-8.7,45.17,3472.8,3487.0,3445.91,-0.51σ,0.87,陰線→陽線 / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,3051.34,3902.31,2.0,直近2～5日まで下落、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/6844.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,12.0,0,0,12.0,25,25,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-17,1407,ウエストホールディングス,スタンダード,2794.0,6.89,4.61,4.21,5.96,1.03,167.16,2825.0,2820.0,2648.0,2825.0,2825.0,2562.0,2434.0,2597.26,2507.52,2507.52,11,A,88.21,64.27,16.51,57.33,2636.84,2614.91,2009.04,+1.19σ,0.74,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,強,買い,アンチ,1,0.0,2543.27,3295.47,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/1407.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,11.0,0,0,11.0,30,30,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
