シグナル日,コード,会社名,市場,現在値,前日比,直近3日騰落率,直近5日騰落率,25日線乖離率,ATR当日値幅,ATR14,前日高値,反転足高値,反転足安値,直近2日高値,直近3日高値,直近安値,直近支持線,BB-1σ,BB-2σ,BB下限,スコア,ランク,%K,%D,%D傾き,RSI14,MA25,MA75,MA200,BB位置,出来高倍率,ローソク足パターン,アンチ判定,買い・売り,シグナル種別,シグナル数,自社株買い比率,損切り候補,利確候補,RR,判定理由,除外理由,Yahoo Financeリンク,売残,買残,売残前週比,買残前週比,信用倍率,基準日,取得元URL,取得日時,テクニカルスコア,信用需給による減点,信用需給スコア,総合調整後スコア,テクニカル順位,調整後順位,信用需給判定,信用需給判定理由
2026-08-21,6145,ＮＩＴＴＯＫＵ,スタンダード,2400.0,1.87,-0.95,-1.64,-5.97,0.87,118.19,2365.0,2400.0,2297.0,2400.0,2401.0,2297.0,2269.0,2373.24,2216.58,2216.58,24,S,45.37,30.87,-18.18,41.81,2552.36,2834.67,2550.68,-0.83σ,1.61,強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,なし,買い,BB逆張り / 底固め,2,0.0,2222.72,2754.56,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、長い下ヒゲ反転、2～5日下落後の陽線、出来高増加を伴う反転、直近安値切り上げ、出来高減少後の増加、RSI安値切り上げ / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/6145.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,24.0,0,0,24.0,1,1,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,6013,タクマ,プライム,3105.0,0.32,-4.02,-3.57,-6.23,0.56,88.9,3110.0,3105.0,3055.0,3110.0,3200.0,3055.0,3055.0,3169.99,3046.73,3046.73,20,S,22.22,15.48,-15.51,33.38,3311.4,3358.53,2907.14,-1.53σ,0.76,強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,2971.64,3371.71,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、長い下ヒゲ反転、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/6013.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,20.0,0,0,20.0,2,2,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,9960,東テク,プライム,3695.0,0.41,-2.51,-2.89,-5.12,0.48,124.47,3690.0,3700.0,3640.0,3700.0,3745.0,3630.0,3630.0,3720.97,3577.95,3577.95,20,S,24.53,23.38,-19.15,40.82,3894.2,3910.93,3861.88,-1.18σ,0.52,強気包み足 / 長い下ヒゲ（ハンマー） / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,3508.3,4068.4,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、長い下ヒゲ反転、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/9960.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,20.0,0,0,20.0,2,2,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,8795,Ｔ＆Ｄホールディングス,プライム,4795.0,2.26,-2.72,-2.66,-3.32,1.1,131.78,4776.0,4824.0,4679.0,4824.0,4897.0,4678.0,4678.0,4838.07,4719.15,4719.15,20,S,39.8,26.15,-6.4,44.37,4959.44,4656.08,4081.24,-1.36σ,1.11,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,4597.33,5190.34,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/8795.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,20.0,0,0,20.0,2,2,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,7532,パン・パシフィック・インターナショナルホールディングス,プライム,818.2,0.99,-10.63,-11.68,-8.31,0.52,29.94,834.3,822.0,806.3,834.3,854.5,806.3,806.3,856.2,815.02,815.02,20,S,9.45,47.83,-3.52,36.12,892.37,862.37,921.7,-1.92σ,1.38,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,773.3,908.01,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、長い下ヒゲ反転、2～5日下落後の陽線、出来高増加を伴う反転 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/7532.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,20.0,0,0,20.0,2,2,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,8591,オリックス,プライム,6115.0,1.56,-2.86,-4.09,-4.15,0.88,156.14,6034.0,6142.0,6005.0,6142.0,6295.0,5956.0,5956.0,6193.85,6033.7,6033.7,19,S,29.72,31.1,-15.67,41.8,6379.96,6236.92,5250.43,-1.49σ,0.67,強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,5880.79,6583.42,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/8591.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,19.0,0,0,19.0,6,6,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,9364,上組,プライム,4856.0,0.37,-0.63,-1.96,-4.17,0.59,93.79,4849.0,4875.0,4820.0,4875.0,4902.0,4788.0,4788.0,4912.51,4775.43,4775.43,19,S,25.19,26.1,2.72,34.23,5067.32,4983.97,5165.06,-1.41σ,0.79,強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,4715.32,5137.36,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/9364.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,19.0,0,0,19.0,6,6,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,8750,第一ライフグループ,プライム,1788.5,1.19,-2.88,-4.56,-4.64,1.02,47.57,1782.5,1801.5,1753.0,1801.5,1819.0,1750.0,1750.0,1825.88,1773.24,1773.24,19,S,27.02,28.75,-14.81,41.39,1875.44,1764.67,1510.66,-1.71σ,0.58,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,1717.14,1931.22,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/8750.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,19.0,0,0,19.0,6,6,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,8766,東京海上ホールディングス,プライム,7347.0,1.58,-0.33,-2.56,-5.64,0.95,186.49,7328.0,7383.0,7206.0,7383.0,7410.0,7186.0,7186.0,7443.08,7099.55,7099.55,19,S,34.7,15.59,2.19,39.73,7786.44,7499.61,6683.3,-1.28σ,0.93,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,7067.27,7906.46,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/8766.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,19.0,0,0,19.0,6,6,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,7157,ライフネット生命保険,プライム,1529.0,2.69,1.8,1.66,-5.59,0.97,61.93,1511.0,1537.0,1477.0,1537.0,1537.0,1428.0,1428.0,1519.93,1430.01,1430.01,18,S,54.89,30.97,-11.86,42.61,1619.6,1668.96,1894.15,-0.90σ,1.25,強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,1428.0,1731.0,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/7157.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,18.0,0,0,18.0,10,10,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,3407,旭化成,プライム,1641.5,0.46,-2.61,-3.55,-5.74,0.5,48.41,1639.0,1644.0,1620.0,1644.0,1655.0,1605.0,1558.5,1631.21,1550.24,1550.24,18,S,24.58,46.34,-0.91,39.45,1741.38,1756.59,1592.22,-0.87σ,0.5,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,1568.88,1786.74,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/3407.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,18.0,0,0,18.0,10,10,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,4975,ＪＣＵ,プライム,5450.0,0.18,-0.18,-2.68,-7.93,0.57,299.1,5480.0,5490.0,5320.0,5490.0,5490.0,5160.0,5160.0,5415.99,5028.48,5028.48,18,S,46.77,19.47,-15.69,39.33,5919.2,6821.33,5966.45,-0.91σ,0.65,強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,5001.35,6347.31,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/4975.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,18.0,0,0,18.0,10,10,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,6383,ダイフク,プライム,5900.0,1.06,-4.28,-6.39,-3.77,0.79,224.4,5896.0,5949.0,5771.0,5949.0,5984.0,5766.0,5584.0,5866.44,5662.53,5662.53,18,S,20.94,54.52,-21.57,39.47,6130.96,6744.13,6004.59,-0.84σ,0.87,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,5563.4,6573.2,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/6383.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,18.0,0,0,18.0,10,10,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,1861,熊谷組,プライム,1287.0,0.08,-0.85,-1.23,-7.08,0.77,36.35,1286.0,1291.0,1263.0,1291.0,1291.0,1249.0,1249.0,1294.61,1224.01,1224.01,18,S,48.72,26.73,-0.69,34.53,1385.12,1413.75,1550.78,-1.11σ,1.08,強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,1232.47,1396.06,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/1861.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,18.0,0,0,18.0,10,10,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,8715,アニコム　ホールディングス,プライム,1135.0,1.52,-0.7,-0.35,-3.75,0.8,45.14,1133.0,1146.0,1110.0,1146.0,1162.0,1086.0,1086.0,1132.49,1089.37,1089.37,18,S,64.47,24.86,-7.07,43.28,1179.2,1239.85,1169.96,-0.94σ,0.5,陰線→陽線 / 強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,1067.29,1270.43,2.0,直近2～5日まで下落、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/8715.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,18.0,0,0,18.0,10,10,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,6806,ヒロセ電機,プライム,25665.0,0.37,-1.27,-6.02,-5.1,0.44,987.38,25630.0,25665.0,25230.0,25665.0,25665.0,24990.0,24990.0,26049.93,25156.86,25156.86,18,S,21.88,31.3,-17.93,39.82,27045.0,26992.47,22267.68,-1.43σ,0.79,強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,24183.93,28627.13,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/6806.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,18.0,0,0,18.0,10,10,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,7419,ノジマ,プライム,1280.0,0.16,-1.16,-2.88,-4.66,0.45,35.18,1298.0,1280.0,1264.0,1298.0,1298.0,1264.0,1264.0,1275.83,1214.6,1214.6,18,S,23.19,40.71,0.98,38.16,1342.52,1379.36,1237.78,-0.93σ,0.66,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,1227.23,1385.54,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、長い下ヒゲ反転、2～5日下落後の陽線 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,,https://finance.yahoo.co.jp/quote/7419.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,18.0,0,0,18.0,10,10,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
