シグナル日,コード,会社名,市場,現在値,前日比,直近3日騰落率,直近5日騰落率,25日線乖離率,ATR当日値幅,ATR14,前日高値,反転足高値,反転足安値,直近2日高値,直近3日高値,直近安値,直近支持線,BB-1σ,BB-2σ,BB下限,スコア,ランク,%K,%D,%D傾き,RSI14,MA25,MA75,MA200,BB位置,出来高倍率,ローソク足パターン,アンチ判定,買い・売り,シグナル種別,シグナル数,自社株買い比率,損切り候補,利確候補,RR,判定理由,除外理由,Yahoo Financeリンク
2026-08-13,4751,サイバーエージェント,プライム,1255.0,0.6,-16.28,-14.1,-13.62,0.61,59.67,1263.0,1264.5,1228.0,1264.5,1329.0,1228.0,1228.0,1350.29,1261.47,1261.47,23,S,9.61,28.93,-24.78,33.48,1452.88,1375.63,1383.42,-2.07σ,2.49,陰線→陽線 / 強気包み足 / 長い下ヒゲ（ハンマー） / 前日安値割れ反転 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,1165.5,1434.0,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、長い下ヒゲ反転、2～5日下落後の陽線、出来高増加を伴う反転,,https://finance.yahoo.co.jp/quote/4751.T
2026-08-13,1860,戸田建設,プライム,1488.5,1.05,-0.07,-0.27,-1.6,0.74,35.6,1475.0,1496.5,1470.0,1496.5,1499.5,1455.5,1455.5,1480.82,1458.86,1458.86,21,S,36.67,22.7,-11.75,43.06,1512.7,1521.37,1407.64,-0.65σ,1.3,強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,1435.11,1595.29,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線、出来高増加を伴う反転,,https://finance.yahoo.co.jp/quote/1860.T
2026-08-13,1968,太平電業,プライム,2384.0,0.25,-1.57,-3.79,-2.56,0.37,83.77,2387.0,2401.0,2370.0,2401.0,2418.0,2332.0,2326.0,2393.02,2353.04,2353.04,20,S,19.85,41.28,-9.47,40.29,2446.56,2622.47,2537.28,-1.23σ,0.91,強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り / 底固め,2,0.0,2258.34,2635.32,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、陽の包み足、2～5日下落後の陽線、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,,https://finance.yahoo.co.jp/quote/1968.T
2026-08-13,4755,楽天グループ,プライム,761.4,2.2,-14.11,-9.36,-6.68,0.64,30.27,850.0,763.5,744.2,850.0,873.5,744.2,744.2,785.5,751.86,751.86,20,S,12.09,69.51,-18.36,41.16,815.9,773.32,853.33,-1.72σ,2.1,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,なし,買い,BB逆張り,1,0.0,716.0,852.2,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、長い下ヒゲ反転、2～5日下落後の陽線、出来高増加を伴う反転,,https://finance.yahoo.co.jp/quote/4755.T
2026-08-13,3299,ムゲンエステート,スタンダード,1738.0,3.39,1.76,-7.45,-9.13,1.14,59.59,1691.0,1745.0,1677.0,1745.0,1745.0,1631.0,1631.0,1796.77,1687.74,1687.74,20,S,36.77,16.97,-9.93,36.03,1912.64,1877.47,2030.94,-1.54σ,1.19,強気包み足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,1631.0,1952.0,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/3299.T
2026-08-13,6969,松尾電機,スタンダード,1055.0,10.01,-6.39,-12.95,-4.17,1.05,105.44,1261.0,1099.0,988.0,1261.0,1261.0,959.0,901.0,999.38,916.15,916.15,20,除外,31.79,63.23,8.09,44.44,1100.96,1464.17,1126.56,-0.33σ,6.2,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,通常,買い,BB逆張り / 底固め / アンチ,3,0.0,896.84,1371.31,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線、出来高増加を伴う反転、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（当日急騰）,https://finance.yahoo.co.jp/quote/6969.T
2026-08-13,4975,ＪＣＵ,プライム,5670.0,0.53,2.16,-15.75,-8.95,0.29,346.1,5730.0,5730.0,5630.0,5730.0,5730.0,5430.0,5380.0,5675.75,5261.01,5261.01,19,S,17.52,43.74,-0.63,39.77,6227.2,6898.0,5939.6,-1.01σ,0.5,強気包み足 / はらみ足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,5150.84,6708.31,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、陽の包み足、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/4975.T
2026-08-13,4889,レナサイエンス,グロース,1165.0,0.87,-23.3,-24.5,-20.65,0.87,117.54,1273.0,1217.0,1115.0,1273.0,1532.0,1101.0,1101.0,1340.08,1218.42,1218.42,19,S,13.45,49.42,-4.43,32.11,1468.24,1488.79,1635.82,-2.44σ,1.85,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,988.69,1517.62,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線、出来高増加を伴う反転,,https://finance.yahoo.co.jp/quote/4889.T
2026-08-13,4971,メック,プライム,7860.0,2.21,-11.19,-20.93,-8.48,0.5,736.03,7830.0,7990.0,7620.0,7990.0,9100.0,7480.0,7130.0,7828.7,7175.91,7175.91,19,S,14.96,55.0,1.14,42.13,8588.4,9776.13,7348.32,-0.95σ,2.36,陰線→陽線 / 長い下ヒゲ（ハンマー） / 2～5日下落後の陽線,通常,買い,BB逆張り / 底固め / アンチ,3,0.0,6755.95,10068.1,2.0,直近2～5日まで下落、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、長い下ヒゲ反転、2～5日下落後の陽線、出来高増加を伴う反転、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,,https://finance.yahoo.co.jp/quote/4971.T
2026-08-13,8848,レオパレス２１,プライム,624.0,0.81,-7.42,-7.28,-6.05,0.61,17.95,639.0,626.0,615.0,639.0,639.0,605.0,605.0,643.56,623.98,623.98,18,S,26.03,35.7,-13.56,38.33,664.2,645.12,661.16,-2.00σ,0.87,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,なし,買い,BB逆張り / BB＋RSI＋ストキャス,2,0.0,597.07,677.86,2.0,直近2～5日まで下落、RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、長い下ヒゲ反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/8848.T
