code,name,market,industry
3817,ＳＲＡホールディングス,プライム,情報・通信業
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード,情報・通信業
3825,リミックスポイント,スタンダード,小売業
3826,システムインテグレータ,スタンダード,情報・通信業
3834,朝日ネット,プライム,情報・通信業
3835,ｅＢＡＳＥ,プライム,情報・通信業
3836,アバントグループ,プライム,情報・通信業
3837,アドソル日進,プライム,情報・通信業
3839,ＯＤＫソリューションズ,スタンダード,情報・通信業
3840,パス,スタンダード,情報・通信業
3841,ジーダット,スタンダード,情報・通信業
3842,ネクストジェン,スタンダード,情報・通信業
3843,フリービット,プライム,情報・通信業
3844,コムチュア,プライム,情報・通信業
3845,アイフリークモバイル,スタンダード,情報・通信業
3848,データ・アプリケーション,スタンダード,情報・通信業
3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード,情報・通信業
3851,日本一ソフトウェア,スタンダード,情報・通信業
3853,アステリア,プライム,情報・通信業
3854,アイル,プライム,情報・通信業
3856,Ａｂａｌａｎｃｅ,スタンダード,電気機器
3858,ユビキタスＡＩ,スタンダード,情報・通信業
3861,王子ホールディングス,プライム,パルプ・紙
3863,日本製紙,プライム,パルプ・紙
3864,三菱製紙,プライム,パルプ・紙
3865,北越コーポレーション,プライム,パルプ・紙
3877,中越パルプ工業,プライム,パルプ・紙
3878,巴川コーポレーション,スタンダード,化学
3880,大王製紙,プライム,パルプ・紙
3891,ニッポン高度紙工業,スタンダード,パルプ・紙
3892,岡山製紙,スタンダード,パルプ・紙
3895,ハビックス,スタンダード,パルプ・紙
3896,阿波製紙,スタンダード,パルプ・紙
3900,クラウドワークス,グロース,情報・通信業
3901,マークラインズ,プライム,情報・通信業
3903,ｇｕｍｉ,プライム,情報・通信業
3904,カヤック,グロース,情報・通信業
3905,データセクション,グロース,情報・通信業
3907,シリコンスタジオ,スタンダード,情報・通信業
3908,コラボス,スタンダード,情報・通信業
3909,ショーケース,スタンダード,情報・通信業
3910,エムケイシステム,スタンダード,情報・通信業
3911,Ａｉｍｉｎｇ,グロース,情報・通信業
3912,モバイルファクトリー,スタンダード,情報・通信業
3913,ＧｒｅｅｎＢｅｅ,スタンダード,情報・通信業
3914,ＪＩＧ－ＳＡＷ,グロース,情報・通信業
3915,テラスカイ,プライム,情報・通信業
3916,デジタル・インフォメーション・テクノロジー,プライム,情報・通信業
3917,アイリッジ,グロース,情報・通信業
3918,ＰＣＩホールディングス,スタンダード,情報・通信業
3920,アイビーシー,スタンダード,情報・通信業
3921,ネオジャパン,プライム,情報・通信業
3922,ＰＲ　ＴＩＭＥＳ,プライム,情報・通信業
3923,ラクス,プライム,情報・通信業
3925,ダブルスタンダード,プライム,情報・通信業
3926,オープンドア,スタンダード,情報・通信業
3927,フーバーブレイン,スタンダード,情報・通信業
3928,マイネット,スタンダード,情報・通信業
3929,ソーシャルワイヤー,グロース,情報・通信業
3930,はてな,グロース,情報・通信業
3931,バリューゴルフ,グロース,情報・通信業
3932,アカツキ,プライム,情報・通信業
3933,チエル,スタンダード,情報・通信業
3934,ベネフィットジャパン,スタンダード,情報・通信業
3935,エディア,スタンダード,情報・通信業
3936,グローバルウェイ,グロース,情報・通信業
3937,Ｕｂｉｃｏｍホールディングス,スタンダード,情報・通信業
3939,カナミックネットワーク,プライム,情報・通信業
3940,ノムラシステムコーポレーション,スタンダード,情報・通信業
3941,レンゴー,プライム,パルプ・紙
3943,大石産業,スタンダード,パルプ・紙
3944,古林紙工,スタンダード,パルプ・紙
3945,スーパーバッグ,スタンダード,パルプ・紙
3946,トーモク,プライム,パルプ・紙
3947,ダイナパック,スタンダード,パルプ・紙
3948,光ビジネスフォーム,スタンダード,パルプ・紙
3950,ザ・パック,プライム,パルプ・紙
3951,朝日印刷,スタンダード,パルプ・紙
3953,大村紙業,スタンダード,パルプ・紙
3954,昭和パックス,スタンダード,パルプ・紙
3955,イムラ,スタンダード,パルプ・紙
3958,笹徳印刷,スタンダード,パルプ・紙
3962,チェンジホールディングス,プライム,情報・通信業
3963,シンクロ・フード,プライム,情報・通信業
3964,オークネット,プライム,情報・通信業
3965,キャピタル・アセット・プランニング,スタンダード,情報・通信業
3967,エルテス,グロース,情報・通信業
3968,セグエグループ,プライム,情報・通信業
3969,エイトレッド,スタンダード,情報・通信業
3970,イノベーション,スタンダード,情報・通信業
3974,ＳＣＡＴ,スタンダード,情報・通信業
3976,シャノン,グロース,情報・通信業
3979,うるる,グロース,情報・通信業
3981,ビーグリー,スタンダード,情報・通信業
3983,オロ,プライム,情報・通信業
3984,ユーザーローカル,プライム,情報・通信業
3985,テモナ,スタンダード,情報・通信業
3986,ビーブレイクシステムズ,スタンダード,情報・通信業
3987,エコモット,グロース,情報・通信業
3988,ＳＹＳホールディングス,スタンダード,情報・通信業
3989,シェアリングテクノロジー,グロース,情報・通信業
3991,ウォンテッドリー,グロース,情報・通信業
3992,ニーズウェル,プライム,情報・通信業
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,プライム,情報・通信業
3994,マネーフォワード,プライム,情報・通信業
3996,サインポスト,スタンダード,情報・通信業
3997,トレードワークス,スタンダード,情報・通信業
3998,すららネット,グロース,情報・通信業
4004,レゾナック・ホールディングス,プライム,化学
4005,住友化学,プライム,化学
4008,住友精化,プライム,化学
4011,ヘッドウォータース,グロース,情報・通信業
4012,アクシス,スタンダード,情報・通信業
4013,勤次郎,グロース,情報・通信業
4014,カラダノート,グロース,情報・通信業
4015,ペイクラウドホールディングス,グロース,情報・通信業
4016,ＭＩＴホールディングス,スタンダード,情報・通信業
4017,クリーマ,グロース,情報・通信業
4019,スタメン,グロース,情報・通信業
4020,ビートレンド,グロース,情報・通信業
4021,日産化学,プライム,化学
4022,ラサ工業,プライム,化学
4023,クレハ,プライム,化学
4025,多木化学,プライム,化学
4026,神島化学工業,スタンダード,ガラス・土石製品
4027,テイカ,プライム,化学
4028,石原産業,プライム,化学
4031,片倉コープアグリ,スタンダード,化学
4040,南海化学,スタンダード,化学
4041,日本曹達,プライム,化学
4042,東ソー,プライム,化学
4043,トクヤマ,プライム,化学
4044,セントラル硝子,プライム,化学
4045,東亞合成,プライム,化学
4046,大阪ソーダ,プライム,化学
4047,関東電化工業,プライム,化学
4051,ＧＭＯフィナンシャルゲート,プライム,情報・通信業
4052,フィーチャ,グロース,情報・通信業
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,プライム,情報・通信業
4054,日本情報クリエイト,グロース,情報・通信業
4055,ティアンドエスグループ,グロース,情報・通信業
4056,ニューラルグループ,グロース,情報・通信業
4057,インターファクトリー,グロース,情報・通信業
4058,トヨクモ,グロース,情報・通信業
4059,まぐまぐ,スタンダード,情報・通信業
4060,ｒａｋｕｍｏ,グロース,情報・通信業
4061,デンカ,プライム,化学
4062,イビデン,プライム,電気機器
4063,信越化学工業,プライム,化学
4064,日本カーバイド工業,プライム,化学
4068,ベイシス,グロース,情報・通信業
4069,ＢｌｕｅＭｅｍｅ,グロース,情報・通信業
4071,プラスアルファ・コンサルティング,プライム,情報・通信業
4072,電算システムホールディングス,プライム,情報・通信業
4073,ジィ・シィ企画,グロース,情報・通信業
4074,ラキール,グロース,情報・通信業
4075,ブレインズテクノロジー,グロース,情報・通信業
4076,シイエヌエス,グロース,情報・通信業
4078,堺化学工業,プライム,化学
4082,第一稀元素化学工業,プライム,化学
4088,エア・ウォーター,プライム,化学
4091,日本酸素ホールディングス,プライム,化学
4092,日本化学工業,プライム,化学
4093,東邦アセチレン,スタンダード,化学
4094,日本化学産業,スタンダード,化学
4095,日本パーカライジング,プライム,化学
4097,高圧ガス工業,プライム,化学
4098,チタン工業,スタンダード,化学
4099,四国化成ホールディングス,プライム,化学
4100,戸田工業,スタンダード,化学
4102,丸尾カルシウム,スタンダード,化学
4107,伊勢化学工業,スタンダード,化学
4109,ステラ　ケミファ,プライム,化学
4112,保土谷化学工業,プライム,化学
4113,田岡化学工業,スタンダード,化学
4114,日本触媒,プライム,化学
4116,大日精化工業,プライム,化学
4118,カネカ,プライム,化学
4119,日本ピグメントホールディングス,スタンダード,化学
4120,スガイ化学工業,スタンダード,化学
4124,大阪油化工業,スタンダード,化学
4125,三和油化工業,スタンダード,化学
4151,協和キリン,プライム,医薬品
4165,プレイド,グロース,情報・通信業
4166,かっこ,グロース,情報・通信業
4167,ココペリ,グロース,情報・通信業
4168,ヤプリ,グロース,情報・通信業
4169,ＥＮＥＣＨＡＮＧＥ,グロース,情報・通信業
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,グロース,情報・通信業
4171,グローバルインフォメーション,スタンダード,情報・通信業
4172,Ｈｉクラテス,スタンダード,情報・通信業
4174,アピリッツ,スタンダード,情報・通信業
4175,ｃｏｌｙ,グロース,情報・通信業
4176,ココナラ,グロース,情報・通信業
4177,ｉ‐ｐｌｕｇ,グロース,情報・通信業
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,グロース,情報・通信業
4179,ジーネクスト,グロース,情報・通信業
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,プライム,情報・通信業
4182,三菱瓦斯化学,プライム,化学
4183,三井化学,プライム,化学
4186,東京応化工業,プライム,化学
4187,大阪有機化学工業,プライム,化学
4188,三菱ケミカルグループ,プライム,化学
4189,ＫＨネオケム,プライム,化学
4192,スパイダープラス,グロース,情報・通信業
4193,ファブリカホールディングス,スタンダード,情報・通信業
4194,ビジョナル,プライム,情報・通信業
4196,ネオマーケティング,スタンダード,情報・通信業
4197,アスマーク,スタンダード,情報・通信業
4198,テンダ,スタンダード,情報・通信業
4199,ワンダープラネット,グロース,情報・通信業
4202,ダイセル,プライム,化学
4203,住友ベークライト,プライム,化学
4204,積水化学工業,プライム,化学
4205,日本ゼオン,プライム,化学
4206,アイカ工業,プライム,化学
4208,ＵＢＥ,プライム,化学
4212,積水樹脂,プライム,化学
4216,旭有機材,プライム,化学
4218,ニチバン,プライム,化学
4220,リケンテクノス,プライム,化学
4221,大倉工業,プライム,化学
4222,児玉化学工業,スタンダード,化学
4224,ロンシール工業,スタンダード,化学
4228,積水化成品工業,プライム,化学
4229,群栄化学工業,プライム,化学
4231,タイガースポリマー,スタンダード,化学
4234,サンエー化研,スタンダード,化学
4235,ウルトラファブリックス・ホールディングス,スタンダード,化学
4237,フジプレアム,スタンダード,化学
4238,ミライアル,スタンダード,化学
4240,クラスターテクノロジー,スタンダード,化学
4241,アテクト,スタンダード,化学
4242,タカギセイコー,スタンダード,化学
4243,ニックス,スタンダード,化学
4245,ダイキアクシス,スタンダード,化学
4246,ダイキョーニシカワ,プライム,化学
4247,ポバール興業,スタンダード,化学
4248,竹本容器,スタンダード,化学
4249,森六,プライム,化学
4251,恵和,プライム,化学
4255,ＴＨＥＣＯＯ,グロース,情報・通信業
4256,サインド,グロース,情報・通信業
4258,網屋,グロース,情報・通信業
4259,エクサウィザーズ,グロース,情報・通信業
4260,ハイブリッドテクノロジーズ,グロース,情報・通信業
4261,アジアクエスト,グロース,情報・通信業
4262,ニフティライフスタイル,グロース,情報・通信業
4263,サスメド,グロース,情報・通信業
4264,セキュア,グロース,情報・通信業
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,グロース,情報・通信業
4270,ＢｅｅＸ,グロース,情報・通信業
4272,日本化薬,プライム,化学
4274,細谷火工,スタンダード,化学
4275,カーリット,プライム,化学
4284,ソルクシーズ,スタンダード,情報・通信業
4286,ＣＬホールディングス,スタンダード,サービス業
4287,ジャストプランニング,スタンダード,情報・通信業
4288,アズジェント,スタンダード,情報・通信業
4290,プレステージ・インターナショナル,プライム,サービス業
4293,セプテーニ・ホールディングス,スタンダード,サービス業
4299,ハイマックス,スタンダード,情報・通信業
4301,アミューズ,プライム,サービス業
4307,野村総合研究所,プライム,情報・通信業
4308,Ｊストリーム,グロース,情報・通信業
4310,ドリームインキュベータ,プライム,サービス業
4316,ビーマップ,グロース,情報・通信業
4317,レイ,スタンダード,サービス業
4318,クイック,プライム,サービス業
4320,ＣＥホールディングス,スタンダード,情報・通信業
4323,日本システム技術,プライム,情報・通信業
4324,電通グループ,プライム,サービス業
4326,インテージホールディングス,プライム,情報・通信業
4331,テイクアンドギヴ・ニーズ,プライム,サービス業
4334,ユークス,スタンダード,情報・通信業
4335,ＩＰＳホールディングス,スタンダード,情報・通信業
4337,ぴあ,プライム,サービス業
4341,西菱電機,スタンダード,サービス業
4343,イオンファンタジー,プライム,サービス業
4344,ソースネクスト,プライム,情報・通信業
4345,シーティーエス,プライム,サービス業
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,スタンダード,その他金融業
4347,ブロードメディア,スタンダード,サービス業
4350,メディカルシステムネットワーク,スタンダード,小売業
4351,山田再生系債権回収総合事務所,スタンダード,その他金融業
4356,応用技術,スタンダード,情報・通信業
4360,マナック・ケミカル・パートナーズ,スタンダード,化学
4361,川口化学工業,スタンダード,化学
4362,日本精化,プライム,化学
4365,松本油脂製薬,スタンダード,化学
4366,ダイトーケミックス,スタンダード,化学
4368,扶桑化学工業,プライム,化学
4369,トリケミカル研究所,プライム,化学
4370,モビルス,グロース,情報・通信業
4371,コアコンセプト・テクノロジー,グロース,情報・通信業
4372,ユミルリンク,グロース,情報・通信業
4373,シンプレクス・ホールディングス,プライム,情報・通信業
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,グロース,情報・通信業
4375,セーフィー,グロース,情報・通信業
4376,くふうカンパニーホールディングス,グロース,情報・通信業
4377,ワンキャリア,グロース,情報・通信業
4378,ＣＩＮＣ,グロース,情報・通信業
4379,Ｐｈｏｔｏｓｙｎｔｈ,グロース,情報・通信業
4380,Ｍマート,グロース,情報・通信業
4381,ビープラッツ,グロース,情報・通信業
4382,ＨＥＲＯＺ,スタンダード,情報・通信業
4385,メルカリ,プライム,情報・通信業
4386,ＳＩＧグループ,スタンダード,情報・通信業
4387,ＺＵＵ,グロース,情報・通信業
4388,エーアイ,スタンダード,情報・通信業
4389,プロパティデータバンク,グロース,情報・通信業
4390,ＩＰＳ,プライム,情報・通信業
4391,ロジザード,グロース,情報・通信業
4392,ＦＩＧ,プライム,情報・通信業
4393,バンク・オブ・イノベーション,グロース,情報・通信業
4394,エクスモーション,グロース,情報・通信業
4395,アクリート,グロース,情報・通信業
4396,システムサポートホールディングス,プライム,情報・通信業
4397,チームスピリット,グロース,情報・通信業
4398,ブロードバンドセキュリティ,スタンダード,情報・通信業
4401,ＡＤＥＫＡ,プライム,化学
4403,日油,プライム,化学
4404,ミヨシ油脂,スタンダード,食料品
4406,新日本理化,スタンダード,化学
4409,東邦化学工業,スタンダード,化学
4410,ハリマ化成グループ,プライム,化学
4412,サイエンスアーツ,グロース,情報・通信業
4413,ボードルア,プライム,情報・通信業
4414,フレクト,グロース,情報・通信業
4415,ブロードエンタープライズ,グロース,情報・通信業
4416,Ｔｒｕｅ　Ｄａｔａ,グロース,情報・通信業
4417,グローバルセキュリティエキスパート,グロース,情報・通信業
4418,ＪＤＳＣ,グロース,情報・通信業
4419,Ｆｉｎａｔｅｘｔホールディングス,グロース,情報・通信業
4420,イーソル,スタンダード,情報・通信業
4421,ディ・アイ・システム,スタンダード,情報・通信業
4422,ＶＡＬＵＥＮＥＸ,グロース,情報・通信業
4424,Ａｍａｚｉａ,グロース,情報・通信業
4425,Ｋｕｄａｎ,グロース,情報・通信業
4427,ＥｄｕＬａｂ,グロース,情報・通信業
4428,シノプス,グロース,情報・通信業
4429,リックソフト,グロース,情報・通信業
4430,東海ソフト,スタンダード,情報・通信業
4431,スマレジ,グロース,情報・通信業
4432,ウイングアーク１ｓｔ,プライム,情報・通信業
4433,ヒト・コミュニケーションズ・ホールディングス,プライム,サービス業
4434,サーバーワークス,スタンダード,情報・通信業
4436,ミンカブ・ジ・インフォノイド,グロース,情報・通信業
4437,ｇｏｏｄｄａｙｓホールディングス,グロース,情報・通信業
4438,Ｗｅｌｂｙ,グロース,情報・通信業
4439,東名,スタンダード,情報・通信業
4440,ヴィッツ,スタンダード,情報・通信業
4441,トビラシステムズ,スタンダード,情報・通信業
4442,バルテス・ホールディングス,グロース,情報・通信業
4443,Ｓａｎｓａｎ,プライム,情報・通信業
4444,インフォネット,グロース,情報・通信業
4445,リビン・テクノロジーズ,グロース,情報・通信業
4446,Ｌｉｎｋ－Ｕグループ,スタンダード,情報・通信業
4447,ピー・ビーシステムズ,グロース,情報・通信業
4448,ｋｕｂｅｌｌ,グロース,情報・通信業
4450,パワーソリューションズ,グロース,情報・通信業
4452,花王,プライム,化学
4461,第一工業製薬,プライム,化学
4462,石原ケミカル,プライム,化学
4463,日華化学,スタンダード,化学
4464,ソフト９９コーポレーション,スタンダード,化学
4465,ニイタカ,スタンダード,化学
4471,三洋化成工業,プライム,化学
4475,ＨＥＮＮＧＥ,グロース,情報・通信業
4476,ＡＩ　ＣＲＯＳＳ,グロース,情報・通信業
4477,ＢＡＳＥ,グロース,情報・通信業
4478,フリー,グロース,情報・通信業
4479,マクアケ,グロース,情報・通信業
4480,メドレー,プライム,情報・通信業
4481,ベース,プライム,情報・通信業
4482,ウィルズ,グロース,情報・通信業
4483,ＪＭＤＣ,プライム,情報・通信業
4484,ランサーズ,グロース,情報・通信業
4486,ユナイトアンドグロウ,グロース,情報・通信業
4487,スペースマーケット,グロース,情報・通信業
4488,ＡＩ　ｉｎｓｉｄｅ,グロース,情報・通信業
4490,ビザスク,グロース,情報・通信業
4491,コンピューターマネージメント,スタンダード,情報・通信業
4492,ゼネテック,スタンダード,情報・通信業
4493,サイバーセキュリティクラウド,グロース,情報・通信業
4495,アイキューブドシステムズ,グロース,情報・通信業
4496,コマースＯｎｅホールディングス,グロース,情報・通信業
4498,サイバートラスト,グロース,情報・通信業
4499,Ｓｐｅｅｅ,スタンダード,情報・通信業
4502,武田薬品工業,プライム,医薬品
4503,アステラス製薬,プライム,医薬品
4506,住友ファーマ,プライム,医薬品
4507,塩野義製薬,プライム,医薬品
4512,わかもと製薬,スタンダード,医薬品
4516,日本新薬,プライム,医薬品
4519,中外製薬,プライム,医薬品
4521,科研製薬,プライム,医薬品
4523,エーザイ,プライム,医薬品
4524,森下仁丹,スタンダード,医薬品
4526,理研ビタミン,プライム,食料品
4527,ロート製薬,プライム,医薬品
4528,小野薬品工業,プライム,医薬品
4531,有機合成薬品工業,スタンダード,化学
4534,持田製薬,プライム,医薬品
4536,参天製薬,プライム,医薬品
4538,扶桑薬品工業,プライム,医薬品
4539,日本ケミファ,スタンダード,医薬品
4540,ツムラ,プライム,医薬品
4543,テルモ,プライム,精密機器
4544,Ｈ．Ｕ．グループホールディングス,プライム,サービス業
4547,キッセイ薬品工業,プライム,医薬品
4548,生化学工業,プライム,医薬品
4549,栄研化学,プライム,医薬品
4552,ＪＣＲファーマ,プライム,医薬品
4553,東和薬品,プライム,医薬品
4554,富士製薬工業,プライム,医薬品
4558,中京医薬品,スタンダード,医薬品
4559,ゼリア新薬工業,プライム,医薬品
4563,アンジェス,グロース,医薬品
4564,オンコセラピー・サイエンス,グロース,医薬品
4565,ネクセラファーマ,プライム,医薬品
4568,第一三共,プライム,医薬品
4569,杏林製薬,プライム,医薬品
4570,免疫生物研究所,グロース,医薬品
4571,ＮＡＮＯホールディングス,グロース,医薬品
4572,カルナバイオサイエンス,グロース,医薬品
4574,大幸薬品,プライム,医薬品
4575,キャンバス,グロース,医薬品
4576,デ・ウエスタン・セラピテクス研究所,グロース,医薬品
4577,ダイト,プライム,医薬品
4578,大塚ホールディングス,プライム,医薬品
4579,ラクオリア創薬,グロース,医薬品
4582,シンバイオ製薬,グロース,医薬品
4583,カイオム・バイオサイエンス,グロース,医薬品
4584,キッズウェル・バイオ,グロース,医薬品
4586,メドレックス,グロース,医薬品
4587,ペプチドリーム,プライム,医薬品
4588,オンコリスバイオファーマ,グロース,医薬品
4591,リボミック,グロース,医薬品
4592,サンバイオ,グロース,医薬品
4593,ヘリオス,グロース,医薬品
4594,ブライトパス・バイオ,グロース,医薬品
4595,ミズホメディー,スタンダード,医薬品
4596,窪田製薬ホールディングス,グロース,医薬品
4597,ソレイジア・ファーマ,グロース,医薬品
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,グロース,医薬品
4599,ステムリム,グロース,医薬品
4611,大日本塗料,プライム,化学
4612,日本ペイントホールディングス,プライム,化学
4613,関西ペイント,プライム,化学
4615,神東塗料,スタンダード,化学
4616,川上塗料,スタンダード,化学
4617,中国塗料,プライム,化学
4619,日本特殊塗料,スタンダード,化学
4620,藤倉化成,スタンダード,化学
4623,アサヒペン,スタンダード,化学
4624,イサム塗料,スタンダード,化学
4625,アトミクス,スタンダード,化学
4626,太陽ホールディングス,プライム,化学
4627,ナトコ,スタンダード,化学
4628,エスケー化研,スタンダード,化学
4629,大伸化学,スタンダード,化学
4631,ＤＩＣ,プライム,化学
4633,サカタインクス,プライム,化学
4634,ａｒｔｉｅｎｃｅ,プライム,化学
4635,東京インキ,スタンダード,化学
4641,アルプス技研,プライム,サービス業
4642,オリジナル設計,スタンダード,サービス業
4644,イマジニア,スタンダード,情報・通信業
4645,市進ホールディングス,スタンダード,サービス業
4650,ＳＤエンターテイメント,スタンダード,サービス業
4651,サニックスホールディングス,スタンダード,サービス業
4657,環境管理センター,スタンダード,サービス業
4658,日本空調サービス,プライム,サービス業
4661,オリエンタルランド,プライム,サービス業
4662,フォーカスシステムズ,プライム,情報・通信業
4664,アール・エス・シー,スタンダード,サービス業
4665,ダスキン,プライム,サービス業
4666,パーク２４,プライム,不動産業
4667,アイサンテクノロジー,スタンダード,情報・通信業
4668,明光ネットワークジャパン,プライム,サービス業
4671,ファルコホールディングス,スタンダード,サービス業
4673,川崎地質,スタンダード,サービス業
4674,クレスコ,プライム,情報・通信業
4676,フジ・メディア・ホールディングス,プライム,情報・通信業
4678,秀英予備校,スタンダード,サービス業
4679,田谷,スタンダード,サービス業
4680,ラウンドワン,プライム,サービス業
4681,リゾートトラスト,プライム,サービス業
4684,オービック,プライム,情報・通信業
4685,菱友システムズ,スタンダード,情報・通信業
4686,ジャストシステム,プライム,情報・通信業
4687,ＴＤＣソフト,プライム,情報・通信業
4689,ＬＩＮＥヤフー,プライム,情報・通信業
4691,ワシントンホテル,スタンダード,サービス業
4694,ビー・エム・エル,プライム,サービス業
4704,トレンドマイクロ,プライム,情報・通信業
4705,クリップコーポレーション,スタンダード,サービス業
4707,キタック,スタンダード,サービス業
4709,ＩＤホールディングス,プライム,情報・通信業
4712,ＫｅｙＨｏｌｄｅｒ,スタンダード,サービス業
4714,リソー教育グループ,プライム,サービス業
4716,日本オラクル,スタンダード,情報・通信業
4718,早稲田アカデミー,プライム,サービス業
4719,アルファシステムズ,プライム,情報・通信業
4720,城南進学研究社,スタンダード,サービス業
4722,フューチャー,プライム,情報・通信業
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,プライム,情報・通信業
4728,トーセ,スタンダード,情報・通信業
4732,ユー・エス・エス,プライム,サービス業
4733,オービックビジネスコンサルタント,プライム,情報・通信業
4735,京進,スタンダード,サービス業
4736,日本ラッド,スタンダード,情報・通信業
4743,アイティフォー,プライム,情報・通信業
4746,東計電算,スタンダード,情報・通信業
4750,ダイサン,スタンダード,サービス業
4751,サイバーエージェント,プライム,サービス業
4752,昭和システムエンジニアリング,スタンダード,情報・通信業
4754,トスネット,スタンダード,サービス業
4755,楽天グループ,プライム,サービス業
4760,アルファ,スタンダード,サービス業
4761,さくらケーシーエス,スタンダード,情報・通信業
4762,エックスネット,スタンダード,情報・通信業
4763,クリーク・アンド・リバー社,プライム,サービス業
4765,ＳＢＩグローバルアセットマネジメント,プライム,サービス業
4766,ピーエイ,スタンダード,サービス業
4767,テー・オー・ダブリュー,スタンダード,サービス業
4768,大塚商会,プライム,情報・通信業
4769,ＩＣ,スタンダード,情報・通信業
4771,エフアンドエム,スタンダード,サービス業
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,グロース,情報・通信業
4776,サイボウズ,プライム,情報・通信業
4777,ガーラ,スタンダード,情報・通信業
4783,ＮＣＤ,スタンダード,情報・通信業
4784,ＧＭＯインターネット,プライム,サービス業
4792,山田コンサルティンググループ,プライム,サービス業
4800,オリコン,スタンダード,情報・通信業
4801,セントラルスポーツ,プライム,サービス業
4809,パラカ,プライム,不動産業
4811,ドリーム・アーツ,グロース,情報・通信業
4812,電通総研,プライム,情報・通信業
4813,ＡＣＣＥＳＳ,プライム,情報・通信業
4814,ネクストウェア,スタンダード,情報・通信業
4816,東映アニメーション,スタンダード,情報・通信業
4819,デジタルガレージ,プライム,情報・通信業
4820,イーエムシステムズ,プライム,情報・通信業
4825,ウェザーニューズ,プライム,情報・通信業
4826,ＣＩＪ,プライム,情報・通信業
4828,ビジネスエンジニアリング,プライム,情報・通信業
4829,日本エンタープライズ,スタンダード,情報・通信業
4832,ＪＦＥシステムズ,スタンダード,情報・通信業
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,グロース,サービス業
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,スタンダード,情報・通信業
4839,ＷＯＷＯＷ,プライム,情報・通信業
4840,トライアイズ,スタンダード,サービス業
4845,スカラ,スタンダード,情報・通信業
4847,インテリジェント　ウェイブ,プライム,情報・通信業
4848,フルキャストホールディングス,プライム,サービス業
4849,エン,プライム,サービス業
4880,セルソース,スタンダード,医薬品
4881,ファンペップ,グロース,医薬品
4882,ペルセウスプロテオミクス,グロース,医薬品
4883,モダリス,グロース,医薬品
4884,クリングルファーマ,グロース,医薬品
4885,室町ケミカル,スタンダード,医薬品
4886,あすか製薬ホールディングス,プライム,医薬品
4887,サワイグループホールディングス,プライム,医薬品
4888,ステラファーマ,グロース,医薬品
4889,レナサイエンス,グロース,医薬品
4890,坪田ラボ,グロース,医薬品
4891,ティムス,グロース,医薬品
4892,サイフューズ,グロース,医薬品
4893,ノイルイミューン・バイオテック,グロース,医薬品
4894,クオリプス,グロース,医薬品
4896,ケイファーマ,グロース,医薬品
4901,富士フイルムホールディングス,プライム,化学
4902,コニカミノルタ,プライム,電気機器
4911,資生堂,プライム,化学
4912,ライオン,プライム,化学
4914,高砂香料工業,プライム,化学
4918,アイビー化粧品,スタンダード,化学
4919,ミルボン,プライム,化学
4920,日本色材工業研究所,スタンダード,化学
4922,コーセーホールディングス,プライム,化学
4923,コタ,プライム,化学
4925,ハーバー研究所,スタンダード,化学
4926,シーボン,スタンダード,化学
4927,ポーラ・オルビスホールディングス,プライム,化学
4928,ノエビアホールディングス,プライム,化学
4929,アジュバンホールディングス,スタンダード,化学
4931,新日本製薬,プライム,化学
4932,アルマード,スタンダード,化学
4933,Ｉ－ｎｅ,プライム,化学
4934,プレミアアンチエイジング,グロース,化学
4935,リベルタ,スタンダード,化学
4936,アクシージア,スタンダード,化学
4937,Ｗａｑｏｏ,グロース,化学
4951,エステー,プライム,化学
4956,コニシ,プライム,化学
4958,長谷川香料,プライム,化学
4960,ケミプロ化成,スタンダード,化学
4966,上村工業,スタンダード,化学
4967,小林製薬,プライム,化学
4968,荒川化学工業,プライム,化学
4970,東洋合成工業,スタンダード,化学
4971,メック,プライム,化学
4972,綜研化学,スタンダード,化学
4973,日本高純度化学,プライム,化学
4975,ＪＣＵ,プライム,化学
4976,東洋ドライルーブ,スタンダード,化学
4977,新田ゼラチン,スタンダード,化学
4978,リプロセル,グロース,化学
4979,ＯＡＴアグリオ,スタンダード,化学
4980,デクセリアルズ,プライム,化学
4985,アース製薬,プライム,化学
4990,昭和化学工業,スタンダード,化学
