code,name,market,industry
5991,日本発條,プライム,金属製品
5992,中央発條,スタンダード,金属製品
5994,ファインシンター,スタンダード,金属製品
5997,協立エアテック,スタンダード,金属製品
5998,アドバネクス,スタンダード,金属製品
6005,三浦工業,プライム,機械
6013,タクマ,プライム,機械
6016,ジャパンエンジンコーポレーション,スタンダード,輸送用機器
6018,阪神内燃機工業,スタンダード,輸送用機器
6022,赤阪鐵工所,スタンダード,機械
6023,ダイハツインフィニアース,スタンダード,輸送用機器
6027,弁護士ドットコム,プライム,サービス業
6029,アトラグループ,スタンダード,サービス業
6030,アドベンチャー,グロース,サービス業
6031,ＺＥＴＡ,グロース,サービス業
6033,エクストリーム,グロース,サービス業
6034,ＭＲＴ,グロース,サービス業
6035,アイ・アールジャパンホールディングス,スタンダード,サービス業
6036,ＫｅｅＰｅｒ技研,プライム,サービス業
6037,楽待,スタンダード,サービス業
6038,イード,グロース,サービス業
6039,日本動物高度医療センター,グロース,サービス業
6040,日本スキー場開発,グロース,サービス業
6042,ニッキ,スタンダード,輸送用機器
6044,三機サービス,スタンダード,サービス業
6045,レントラックス,グロース,サービス業
6046,リンクバル,スタンダード,サービス業
6047,Ｇｕｎｏｓｙ,スタンダード,サービス業
6049,イトクロ,グロース,サービス業
6050,イー・ガーディアン,プライム,サービス業
6054,リブセンス,スタンダード,サービス業
6055,ジャパンマテリアル,プライム,サービス業
6058,ベクトル,プライム,サービス業
6059,ウチヤマホールディングス,スタンダード,サービス業
6061,ユニバーサル園芸社,スタンダード,サービス業
6062,チャーム・ケア・コーポレーション,プライム,サービス業
6063,日本エマージェンシーアシスタンス,スタンダード,サービス業
6069,トレンダーズ,グロース,サービス業
6070,キャリアリンク,プライム,サービス業
6071,ＩＢＪ,プライム,サービス業
6072,地盤ネットホールディングス,スタンダード,サービス業
6073,アサンテ,プライム,サービス業
6074,ジェイエスエス,スタンダード,サービス業
6078,バリューＨＲ,プライム,サービス業
6080,Ｍ＆Ａキャピタルパートナーズ,プライム,サービス業
6081,アライドアーキテクツ,グロース,サービス業
6082,ライドオンエクスプレスホールディングス,スタンダード,サービス業
6083,ＥＲＩホールディングス,スタンダード,サービス業
6085,アーキテクツ・スタジオ・ジャパン,グロース,サービス業
6086,シンメンテホールディングス,グロース,サービス業
6087,アビスト,スタンダード,サービス業
6088,シグマクシス・ホールディングス,プライム,サービス業
6089,ウィルグループ,プライム,サービス業
6090,ヒューマン・メタボローム・テクノロジーズ,スタンダード,サービス業
6091,ウエスコホールディングス,スタンダード,サービス業
6092,エンバイオ・ホールディングス,スタンダード,サービス業
6093,ミトラグループ,スタンダード,サービス業
6094,フリークアウト・ホールディングス,グロース,サービス業
6098,リクルートホールディングス,プライム,サービス業
6099,エラン,プライム,サービス業
6101,ツガミ,プライム,機械
6103,オークマ,プライム,機械
6104,芝浦機械,プライム,機械
6113,アマダ,プライム,機械
6118,アイダエンジニアリング,プライム,機械
6125,岡本工作機械製作所,スタンダード,機械
6134,ＦＵＪＩ,プライム,機械
6135,牧野フライス製作所,プライム,機械
6136,オーエスジー,プライム,機械
6137,小池酸素工業,スタンダード,機械
6138,ダイジェット工業,スタンダード,機械
6140,旭ダイヤモンド工業,プライム,機械
6141,ＤＭＧ森精機,プライム,機械
6143,ソディック,プライム,機械
6144,西部電機,スタンダード,機械
6145,ＮＩＴＴＯＫＵ,スタンダード,機械
6146,ディスコ,プライム,機械
6147,ヤマザキ,スタンダード,機械
6149,小田原エンジニアリング,スタンダード,機械
6150,タケダ機械,スタンダード,機械
6151,日東工器,プライム,機械
6155,高松機械工業,スタンダード,機械
6156,エーワン精密,スタンダード,機械
6157,日進工具,スタンダード,機械
6158,和井田製作所,スタンダード,機械
6159,ミクロン精密,スタンダード,機械
6161,エスティック,スタンダード,機械
6165,パンチ工業,スタンダード,機械
6166,中村超硬,グロース,機械
6167,冨士ダイス,プライム,機械
6171,土木管理総合試験所,スタンダード,サービス業
6176,ブランジスタ,スタンダード,サービス業
6177,ＡｐｐＢａｎｋ,グロース,サービス業
6178,日本郵政,プライム,サービス業
6180,ＧＭＯメディア,グロース,サービス業
6181,タメニー,グロース,サービス業
6182,メタリアル,グロース,サービス業
6183,ベルシステム２４ホールディングス,プライム,サービス業
6184,鎌倉新書,プライム,サービス業
6185,ＳＭＮ,スタンダード,サービス業
6186,一蔵,スタンダード,サービス業
6189,グローバルキッズＣＯＭＰＡＮＹ,スタンダード,サービス業
6190,フェニックスバイオ,グロース,サービス業
6191,エアトリ,プライム,サービス業
6193,バーチャレクス・ホールディングス,グロース,サービス業
6194,アトラエ,プライム,サービス業
6195,ホープ,グロース,サービス業
6196,ストライクグループ,プライム,サービス業
6197,ソラスト,プライム,サービス業
6198,キャリア,グロース,サービス業
6199,セラク,スタンダード,情報・通信業
6200,インソース,プライム,サービス業
6203,豊和工業,スタンダード,機械
6208,石川製作所,スタンダード,機械
6209,リケンＮＰＲ,プライム,機械
6217,津田駒工業,スタンダード,機械
6218,エンシュウ,スタンダード,機械
6222,島精機製作所,プライム,機械
6223,西部技研,スタンダード,機械
6224,ＪＲＣ,グロース,機械
6226,守谷輸送機工業,スタンダード,機械
6227,ＡＩメカテック,スタンダード,機械
6228,ジェイ・イー・ティ,スタンダード,機械
6229,オーケーエム,スタンダード,機械
6230,ＳＡＮＥＩ,スタンダード,機械
6231,木村工機,スタンダード,機械
6232,ＡＣＳＬ,グロース,機械
6233,ＫＬＡＳＳ,スタンダード,機械
6235,オプトラン,プライム,機械
6237,イワキポンプ,プライム,機械
6238,フリュー,プライム,機械
6239,ナガオカ,スタンダード,機械
6240,ヤマシンフィルタ,プライム,機械
6245,ヒラノテクシード,スタンダード,機械
6246,テクノスマート,スタンダード,機械
6247,日阪製作所,プライム,機械
6248,横田製作所,スタンダード,機械
6249,ゲームカードホールディングス,スタンダード,機械
6250,やまびこ,プライム,機械
6254,野村マイクロ・サイエンス,プライム,機械
6255,エヌ・ピー・シー,グロース,機械
6257,藤商事,スタンダード,機械
6258,平田機工,プライム,機械
6262,ＰＥＧＡＳＵＳ,スタンダード,機械
6264,マルマエ,プライム,機械
6265,コンバム,スタンダード,機械
6266,タツモ,プライム,機械
6267,ゼネラルパッカー,スタンダード,機械
6268,ナブテスコ,プライム,機械
6269,三井海洋開発,プライム,機械
6272,レオン自動機,プライム,機械
6273,ＳＭＣ,プライム,機械
6276,シリウスビジョン,スタンダード,電気機器
6277,ホソカワミクロン,プライム,機械
6278,ユニオンツール,プライム,機械
6279,瑞光,プライム,機械
6282,オイレス工業,プライム,機械
6284,日精エー・エス・ビー機械,プライム,機械
6286,靜甲,スタンダード,機械
6287,サトー,プライム,機械
6289,技研製作所,プライム,機械
6291,日本エアーテック,スタンダード,機械
6292,カワタ,スタンダード,機械
6294,オカダアイヨン,プライム,機械
6298,ワイエイシイホールディングス,プライム,機械
6301,小松製作所,プライム,機械
6302,住友重機械工業,プライム,機械
6305,日立建機,プライム,機械
6306,日工,プライム,機械
6307,サンセイ,スタンダード,機械
6309,巴工業,プライム,機械
6310,井関農機,プライム,機械
6315,ＴＯＷＡ,プライム,機械
6316,丸山製作所,スタンダード,機械
6317,北川鉄工所,スタンダード,機械
6322,タクミナ,スタンダード,機械
6323,ローツェ,プライム,機械
6324,ハーモニック・ドライブ・システムズ,プライム,機械
6325,タカキタ,スタンダード,機械
6326,クボタ,プライム,機械
6327,北川精機,スタンダード,機械
6328,荏原実業,プライム,機械
6330,東洋エンジニアリング,プライム,建設業
6331,三菱化工機,プライム,機械
6332,月島ホールディングス,プライム,機械
6333,ＴＥＩＫＯＫＵ,プライム,機械
6334,明治機械,スタンダード,機械
6335,東京機械製作所,スタンダード,機械
6336,石井表記,スタンダード,機械
6337,テセック,スタンダード,機械
6338,タカトリ,スタンダード,機械
6339,新東工業,プライム,機械
6340,澁谷工業,プライム,機械
6342,太平製作所,スタンダード,機械
6343,フリージア・マクロス,スタンダード,機械
6345,アイチ　コーポレーション,プライム,機械
6346,キクカワエンタープライズ,スタンダード,機械
6347,プラコー,スタンダード,機械
6349,小森コーポレーション,プライム,機械
6351,鶴見製作所,プライム,機械
6356,日本ギア工業,スタンダード,機械
6357,三精テクノロジーズ,スタンダード,機械
6358,酒井重工業,プライム,機械
6360,東京自働機械製作所,スタンダード,機械
6361,荏原製作所,プライム,機械
6363,酉島製作所,プライム,機械
6364,ＡＩＲＭＡＮ,プライム,機械
6365,電業社機械製作所,スタンダード,機械
6366,千代田化工建設,スタンダード,建設業
6367,ダイキン工業,プライム,機械
6368,オルガノ,プライム,機械
6369,トーヨーカネツ,プライム,機械
6370,栗田工業,プライム,機械
6371,椿本チエイン,プライム,機械
6376,日機装,プライム,精密機器
6378,木村化工機,スタンダード,機械
6379,レイズネクスト,プライム,建設業
6380,オリエンタルチエン工業,スタンダード,機械
6381,アネスト岩田,プライム,機械
6382,トリニティ工業,スタンダード,機械
6383,ダイフク,プライム,機械
6384,昭和真空,スタンダード,機械
6387,サムコ,プライム,機械
6390,加藤製作所,プライム,機械
6391,加地テック,スタンダード,機械
6392,ヤマダコーポレーション,スタンダード,機械
6393,油研工業,スタンダード,機械
6395,タダノ,プライム,機械
6396,宇野澤組鐵工所,スタンダード,機械
6400,不二精機,スタンダード,機械
6402,兼松エンジニアリング,スタンダード,機械
6405,鈴茂器工,スタンダード,機械
6407,ＣＫＤ,プライム,機械
6408,小倉クラッチ,スタンダード,機械
6412,平和,プライム,機械
6413,理想科学工業,プライム,機械
6417,ＳＡＮＫＹＯ,プライム,機械
6418,日本金銭機械,プライム,機械
6419,マースグループホールディングス,プライム,機械
6420,ガリレイホールディングス,プライム,機械
6424,高見沢サイバネティックス,スタンダード,機械
6425,ユニバーサルエンターテインメント,スタンダード,機械
6428,オーイズミ,スタンダード,機械
6430,ダイコク電機,プライム,機械
6432,竹内製作所,プライム,機械
6433,ヒーハイスト,スタンダード,機械
6436,アマノ,プライム,機械
6440,ＪＵＫＩ,プライム,機械
6444,サンデン,スタンダード,機械
6445,ジャノメ,プライム,機械
6448,ブラザー工業,プライム,電気機器
6454,マックス,プライム,機械
6455,モリタホールディングス,プライム,輸送用機器
6457,グローリー,プライム,機械
6458,新晃工業,プライム,機械
6459,だいわ,プライム,機械
6460,セガサミーホールディングス,プライム,機械
6463,ＴＰＲ,プライム,機械
6464,ツバキ・ナカシマ,プライム,機械
6465,ホシザキ,プライム,機械
6466,ＴＶＥ,スタンダード,機械
6467,ニチダイ,スタンダード,機械
6469,放電精密加工研究所,スタンダード,機械
6470,大豊工業,スタンダード,機械
6471,日本精工,プライム,機械
6472,ＮＴＮ,プライム,機械
6473,ジェイテクト,プライム,機械
6474,不二越,プライム,機械
6479,ミネベアミツミ,プライム,電気機器
6480,日本トムソン,プライム,機械
6481,ＴＨＫ,プライム,機械
6482,ＹＵＳＨＩＮ,スタンダード,機械
6484,ＫＶＫ,スタンダード,機械
6485,前澤給装工業,スタンダード,機械
6486,イーグル工業,プライム,機械
6488,ヨシタケ,スタンダード,機械
6490,ＰＩＬＬＡＲ,プライム,機械
6492,岡野バルブ製造,スタンダード,機械
6493,ＮＩＴＴＡＮ,スタンダード,輸送用機器
6494,ＮＦＫホールディングス,スタンダード,機械
6495,宮入バルブ製作所,スタンダード,機械
6496,中北製作所,スタンダード,機械
6497,ハマイ,スタンダード,機械
6498,キッツ,プライム,機械
6501,日立製作所,プライム,電気機器
6503,三菱電機,プライム,電気機器
6504,富士電機,プライム,電気機器
6505,東洋電機製造,スタンダード,電気機器
6506,安川電機,プライム,電気機器
6507,シンフォニアテクノロジー,プライム,電気機器
6508,明電舎,プライム,電気機器
6513,オリジン,スタンダード,電気機器
6516,山洋電気,プライム,電気機器
6517,デンヨー,プライム,電気機器
6518,三相電機,スタンダード,電気機器
6521,オキサイド,グロース,電気機器
6522,アスタリスク,グロース,電気機器
6523,ＰＨＣホールディングス,プライム,電気機器
6524,湖北工業,スタンダード,電気機器
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム,電気機器
6526,ソシオネクスト,プライム,電気機器
6532,ベイカレント,プライム,サービス業
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム,サービス業
6535,アイモバイル,プライム,サービス業
6537,ＷＡＳＨハウス,グロース,サービス業
6538,ディスラプターズ,スタンダード,サービス業
6539,ＭＳ－Ｊａｐａｎ,プライム,サービス業
6540,船場,スタンダード,サービス業
6543,日宣,スタンダード,サービス業
6544,ジャパンエレベーターサービスホールディングス,プライム,サービス業
6545,インターネットインフィニティー,グロース,サービス業
6546,フルテック,スタンダード,サービス業
6547,グリーンズ,スタンダード,サービス業
6548,旅工房,グロース,サービス業
6549,ディーエムソリューションズ,スタンダード,サービス業
6551,ツナググループ・ホールディングス,スタンダード,サービス業
6552,ＧａｍｅＷｉｔｈ,スタンダード,サービス業
6554,エスユーエス,グロース,サービス業
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード,サービス業
6557,ＡＩＡＩグループ,グロース,サービス業
6558,クックビズ,グロース,サービス業
6560,エル・ティー・エス,プライム,サービス業
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース,サービス業
6562,ジーニー,グロース,サービス業
6563,みらいワークス,グロース,サービス業
6564,ミダックホールディングス,プライム,サービス業
6566,要興業,スタンダード,サービス業
6568,神戸天然物化学,グロース,サービス業
6570,共和コーポレーション,スタンダード,サービス業
6571,キュービーネットホールディングス,プライム,サービス業
6572,オープングループ,プライム,サービス業
6573,ＣＲＡＶＩＡ,グロース,サービス業
6574,コンヴァノ,グロース,サービス業
6577,ベストワンドットコム,グロース,サービス業
6578,コレックホールディングス,スタンダード,サービス業
6579,ログリー,グロース,サービス業
6580,ライトアップ,グロース,サービス業
6584,三櫻工業,プライム,輸送用機器
6586,マキタ,プライム,機械
6588,東芝テック,プライム,電気機器
6590,芝浦メカトロニクス,プライム,電気機器
6592,マブチモーター,プライム,電気機器
6594,ニデック,プライム,電気機器
6597,ＨＰＣシステムズ,グロース,電気機器
6599,エブレン,スタンダード,電気機器
6612,バルミューダ,グロース,電気機器
6613,ＱＤレーザ,グロース,電気機器
6614,シキノハイテック,スタンダード,電気機器
6615,ユー・エム・シー・エレクトロニクス,プライム,電気機器
6616,トレックス・セミコンダクター,プライム,電気機器
6617,東光高岳,プライム,電気機器
6619,ダブル・スコープ,プライム,電気機器
6620,宮越ホールディングス,プライム,不動産業
6622,ダイヘン,プライム,電気機器
6625,ＪＡＬＣＯホールディングス,スタンダード,不動産業
6626,ＳＥＭＩＴＥＣ,スタンダード,電気機器
6627,テラプローブ,スタンダード,電気機器
6629,テクノホライゾン,スタンダード,電気機器
6630,ヤーマン,プライム,電気機器
6632,ＪＶＣケンウッド,プライム,電気機器
6633,ＣＧＳホールディングス,スタンダード,電気機器
6634,ＪＮグループ,スタンダード,電気機器
6635,大日光・エンジニアリング,スタンダード,電気機器
6637,寺崎電気産業,スタンダード,電気機器
6638,ミマキエンジニアリング,プライム,電気機器
6643,戸上電機製作所,スタンダード,電気機器
6644,大崎電気工業,プライム,電気機器
6645,オムロン,プライム,電気機器
6647,森尾電機,スタンダード,電気機器
6648,かわでん,スタンダード,電気機器
6651,日東工業,プライム,電気機器
6652,ＩＤＥＣ,プライム,電気機器
6653,正興電機製作所,プライム,電気機器
6654,不二電機工業,スタンダード,電気機器
6656,インスペック,スタンダード,電気機器
6658,シライ電子工業,スタンダード,電気機器
6659,メディアリンクス,スタンダード,電気機器
6662,ユビテック,スタンダード,電気機器
6663,太洋テクノレックス,スタンダード,電気機器
6664,オプトエレクトロニクス,スタンダード,電気機器
6666,リバーエレテック,スタンダード,電気機器
6668,アドテック　プラズマ　テクノロジー,スタンダード,電気機器
6674,ジーエス・ユアサ　コーポレーション,プライム,電気機器
6675,サクサ,スタンダード,電気機器
6676,ＢＵＦＦＡＬＯ,スタンダード,電気機器
6677,エスケーエレクトロニクス,スタンダード,電気機器
6678,テクノメディカ,スタンダード,電気機器
6694,ズーム,スタンダード,電気機器
6696,トラース・オン・プロダクト,グロース,電気機器
6699,ダイヤモンドエレクトリックホールディングス,スタンダード,電気機器
6701,日本電気,プライム,電気機器
6702,富士通,プライム,電気機器
6703,沖電気工業,プライム,電気機器
6706,電気興業,プライム,電気機器
6707,サンケン電気,プライム,電気機器
6718,アイホン,プライム,電気機器
6721,ウインテスト,スタンダード,電気機器
6723,ルネサスエレクトロニクス,プライム,電気機器
6724,セイコーエプソン,プライム,電気機器
6727,ワコム,プライム,電気機器
6728,アルバック,プライム,電気機器
6730,アクセル,スタンダード,電気機器
6731,ピクセラ,スタンダード,電気機器
6736,サン電子,スタンダード,電気機器
6737,ＥＩＺＯ,プライム,電気機器
6740,ジャパンディスプレイ,プライム,電気機器
6741,日本信号,プライム,電気機器
6742,京三製作所,プライム,電気機器
6743,大同信号,スタンダード,電気機器
6744,能美防災,プライム,電気機器
6745,ホーチキ,プライム,電気機器
6748,星和電機,スタンダード,電気機器
6750,エレコム,プライム,電気機器
6752,パナソニック　ホールディングス,プライム,電気機器
6753,シャープ,プライム,電気機器
6754,アンリツ,プライム,電気機器
6757,ＯＳＧコーポレーション,スタンダード,電気機器
6758,ソニーグループ,プライム,電気機器
6762,ＴＤＫ,プライム,電気機器
6763,帝国通信工業,プライム,電気機器
6768,タムラ製作所,プライム,電気機器
6769,ザインエレクトロニクス,スタンダード,電気機器
6770,アルプスアルパイン,プライム,電気機器
6771,池上通信機,スタンダード,電気機器
6772,東京コスモス電機,スタンダード,電気機器
6775,ＴＢグループ,スタンダード,電気機器
6776,天昇電気工業,スタンダード,化学
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,スタンダード,電気機器
6778,アルチザネットワークス,スタンダード,電気機器
6779,日本電波工業,プライム,電気機器
6785,鈴木,プライム,電気機器
6786,ＲＶＨ,スタンダード,サービス業
6787,メイコー,プライム,電気機器
6788,日本トリム,プライム,電気機器
6794,フォスター電機,プライム,電気機器
6797,名古屋電機工業,スタンダード,電気機器
6798,ＳＭＫ,プライム,電気機器
6800,ヨコオ,プライム,電気機器
6803,ティアック,スタンダード,電気機器
6804,ホシデン,プライム,電気機器
6806,ヒロセ電機,プライム,電気機器
6807,日本航空電子工業,プライム,電気機器
6809,ＴＯＡ,プライム,電気機器
6810,マクセル,プライム,電気機器
6814,古野電気,プライム,電気機器
6817,スミダコーポレーション,プライム,電気機器
6819,伊豆シャボテンリゾート,スタンダード,サービス業
6820,アイコム,プライム,電気機器
6822,大井電気,スタンダード,電気機器
6823,リオン,プライム,電気機器
6824,新コスモス電機,スタンダード,電気機器
6832,アオイ電子,スタンダード,電気機器
6834,精工技研,スタンダード,電気機器
6835,アライドテレシスホールディングス,スタンダード,電気機器
6836,ぷらっとホーム,スタンダード,電気機器
6837,京写,スタンダード,電気機器
6838,多摩川ホールディングス,スタンダード,電気機器
6840,ＡＫＩＢＡホールディングス,スタンダード,電気機器
6841,横河電機,プライム,電気機器
6844,新電元工業,プライム,電気機器
6845,アズビル,プライム,電気機器
6848,東亜ディーケーケー,スタンダード,電気機器
6849,日本光電工業,プライム,電気機器
6850,チノー,プライム,電気機器
6853,共和電業,スタンダード,電気機器
6855,日本電子材料,スタンダード,電気機器
6856,堀場製作所,プライム,電気機器
6857,アドバンテスト,プライム,電気機器
6858,小野測器,スタンダード,電気機器
6859,エスペック,プライム,電気機器
6861,キーエンス,プライム,電気機器
6862,ミナトホールディングス,スタンダード,電気機器
6863,ニレコ,スタンダード,電気機器
6864,エヌエフホールディングス,スタンダード,電気機器
6866,日置電機,プライム,電気機器
6867,リーダー電子,スタンダード,電気機器
6869,シスメックス,プライム,電気機器
6870,日本フェンオール,スタンダード,電気機器
6871,日本マイクロニクス,プライム,電気機器
6874,協立電機,スタンダード,電気機器
6875,メガチップス,プライム,電気機器
6877,ＯＢＡＲＡ　ＧＲＯＵＰ,スタンダード,電気機器
6882,三社電機製作所,スタンダード,電気機器
6888,アクモス,スタンダード,情報・通信業
6890,フェローテック,スタンダード,電気機器
6894,パルステック工業,スタンダード,電気機器
6897,ツインバード,スタンダード,電気機器
6898,トミタ電機,スタンダード,電気機器
6899,ＡＳＴＩ,スタンダード,電気機器
6902,デンソー,プライム,輸送用機器
6904,原田工業,スタンダード,電気機器
6905,コーセル,プライム,電気機器
6907,ジオマテック,スタンダード,電気機器
6908,イリソ電子工業,プライム,電気機器
6912,菊水ホールディングス,スタンダード,電気機器
6914,オプテックスグループ,プライム,電気機器
6915,千代田インテグレ,スタンダード,電気機器
6918,アバールデータ,スタンダード,電気機器
6919,ケル,スタンダード,電気機器
6920,レーザーテック,プライム,電気機器
6923,スタンレー電気,プライム,電気機器
6925,ウシオ電機,プライム,電気機器
6926,岡谷電機産業,スタンダード,電気機器
6927,ヘリオス　テクノ　ホールディング,スタンダード,電気機器
6928,エノモト,スタンダード,電気機器
6929,日本セラミック,プライム,電気機器
6932,遠藤照明,スタンダード,電気機器
6941,山一電機,プライム,電気機器
6942,ソフィアホールディングス,スタンダード,情報・通信業
6943,ＮＫＫスイッチズ,スタンダード,電気機器
6946,日本アビオニクス,スタンダード,電気機器
6947,図研,プライム,電気機器
6951,日本電子,プライム,電気機器
6952,カシオ計算機,プライム,電気機器
6954,ファナック,プライム,電気機器
6955,ＦＤＫ,スタンダード,電気機器
6958,日本シイエムケイ,プライム,電気機器
6960,フクダ電子,スタンダード,電気機器
6961,エンプラス,プライム,電気機器
6962,大真空,プライム,電気機器
6963,ローム,プライム,電気機器
6964,サンコー,スタンダード,電気機器
6965,浜松ホトニクス,プライム,電気機器
6966,三井ハイテック,プライム,電気機器
6969,松尾電機,スタンダード,電気機器
6971,京セラ,プライム,電気機器
6976,太陽誘電,プライム,電気機器
6977,日本抵抗器製作所,スタンダード,電気機器
6981,村田製作所,プライム,電気機器
6982,リード,スタンダード,輸送用機器
6986,双葉電子工業,プライム,電気機器
6988,日東電工,プライム,化学
6989,北陸電気工業,スタンダード,電気機器
6993,大黒屋ホールディングス,スタンダード,小売業
6994,指月電機製作所,スタンダード,電気機器
6995,東海理化電機製作所,プライム,輸送用機器
6996,ニチコン,プライム,電気機器
6997,日本ケミコン,プライム,電気機器
6998,日本タングステン,スタンダード,電気機器
6999,ＫＯＡ,プライム,電気機器
7003,三井Ｅ＆Ｓ,プライム,機械
7004,カナデビア,プライム,機械
7011,三菱重工業,プライム,機械
7012,川崎重工業,プライム,輸送用機器
7013,ＩＨＩ,プライム,機械
7014,名村造船所,スタンダード,輸送用機器
7018,内海造船,スタンダード,輸送用機器
7021,ニッチツ,スタンダード,機械
7022,サノヤスホールディングス,スタンダード,機械
7030,スプリックス,スタンダード,サービス業
7031,インバウンドテック,グロース,サービス業
7033,マネジメントソリューションズ,プライム,サービス業
7034,プロレド・パートナーズ,プライム,サービス業
7035,ａｎｄ　ｆａｃｔｏｒｙ,スタンダード,サービス業
7036,イーエムネットジャパン,グロース,サービス業
7037,テノ．ホールディングス,スタンダード,サービス業
7038,フロンティア・マネジメント,プライム,サービス業
7039,ブリッジインターナショナルグループ,グロース,サービス業
7040,サン・ライフホールディング,スタンダード,サービス業
7041,ＣＲＧホールディングス,グロース,サービス業
7042,アクセスグループ・ホールディングス,スタンダード,サービス業
7043,アルー,グロース,サービス業
7044,ピアラ,スタンダード,サービス業
7046,ＴＤＳＥ,グロース,サービス業
7047,ポート,グロース,サービス業
7048,ベルトラ,グロース,サービス業
7049,識学,グロース,サービス業
7050,フロンティアインターナショナル,グロース,サービス業
7057,エヌ・シー・エヌ,スタンダード,サービス業
7058,共栄セキュリティーサービス,スタンダード,サービス業
7059,コプロ・ホールディングス,プライム,サービス業
7060,ギークス,スタンダード,サービス業
7061,日本ホスピスホールディングス,グロース,サービス業
7062,フレアス,グロース,サービス業
7063,Ｂｉｒｄｍａｎ,グロース,サービス業
7064,ハウテレビジョン,スタンダード,サービス業
7065,ユーピーアール,スタンダード,サービス業
7066,ピアズ,グロース,サービス業
7067,ブランディングテクノロジー,グロース,サービス業
7068,フィードフォースグループ,グロース,サービス業
7069,サイバー・バズ,グロース,サービス業
7071,アンビスホールディングス,プライム,サービス業
7072,インティメート・マージャー,グロース,サービス業
7073,ジェイック,グロース,サービス業
7074,トゥエンティーフォーセブンホールディングス,グロース,サービス業
7075,ＱＬＳホールディングス,グロース,サービス業
7077,ＡＬｉＮＫインターネット,グロース,サービス業
7078,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,グロース,サービス業
7079,ＷＤＢココ,グロース,サービス業
7080,スポーツフィールド,グロース,サービス業
7081,コーユーレンティア,スタンダード,サービス業
7082,ジモティー,グロース,サービス業
7083,ＡＨＣグループ,グロース,サービス業
7084,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,グロース,サービス業
7085,カーブスホールディングス,プライム,サービス業
7087,ウイルテック,スタンダード,サービス業
7089,フォースタートアップス,グロース,サービス業
7090,リグア,グロース,サービス業
7091,リビングプラットフォーム,グロース,サービス業
7093,アディッシュ,グロース,サービス業
7094,ＮｅｘＴｏｎｅ,グロース,サービス業
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,プライム,サービス業
7096,ステムセル研究所,グロース,サービス業
7097,さくらさくプラス,グロース,サービス業
7102,日本車輌製造,プライム,輸送用機器
7110,クラシコム,グロース,小売業
7111,ＩＮＥＳＴ,スタンダード,卸売業
7112,キューブ,グロース,小売業
7114,フーディソン,グロース,卸売業
7115,アルファパーチェス,スタンダード,卸売業
7119,ハルメクホールディングス,グロース,小売業
7120,ＳＨＩＮＫＯ,スタンダード,卸売業
7122,近畿車輛,スタンダード,輸送用機器
7126,グローバルスタイル,スタンダード,小売業
7127,一家ホールディングス,スタンダード,小売業
7128,ユニソルホールディングス,プライム,卸売業
7129,ミアヘルサホールディングス,スタンダード,小売業
7130,ヤマエグループホールディングス,プライム,卸売業
7131,のむら産業,スタンダード,卸売業
7133,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,グロース,小売業
7134,アップガレージグループ,スタンダード,小売業
7135,ジャパンクラフトホールディングス,スタンダード,小売業
7138,ＴＯＲＩＣＯ,グロース,小売業
7140,ペットゴー,グロース,小売業
7148,ＦＰＧ,プライム,証券、商品先物取引業
7150,島根銀行,スタンダード,銀行業
7157,ライフネット生命保険,プライム,保険業
7161,じもとホールディングス,スタンダード,銀行業
7162,アストマックス,スタンダード,電気・ガス業
7164,全国保証,プライム,その他金融業
7167,めぶきフィナンシャルグループ,プライム,銀行業
7172,ジャパンインベストメントアドバイザー,プライム,証券、商品先物取引業
7173,東京きらぼしフィナンシャルグループ,プライム,銀行業
7175,今村証券,スタンダード,証券、商品先物取引業
7177,ＧＭＯフィナンシャルホールディングス,スタンダード,証券、商品先物取引業
7180,九州フィナンシャルグループ,プライム,銀行業
7181,かんぽ生命保険,プライム,保険業
7182,ゆうちょ銀行,プライム,銀行業
7183,あんしん保証,スタンダード,その他金融業
7184,富山第一銀行,プライム,銀行業
7185,ヒロセ通商,スタンダード,証券、商品先物取引業
7186,横浜フィナンシャルグループ,プライム,銀行業
7187,ジェイリース,プライム,その他金融業
7189,西日本フィナンシャルホールディングス,プライム,銀行業
7191,イントラスト,スタンダード,その他金融業
7192,日本モーゲージサービス,スタンダード,その他金融業
7196,Ｃａｓａ,スタンダード,その他金融業
7198,ＳＢＩアルヒ,プライム,その他金融業
7199,プレミアグループ,プライム,その他金融業
7201,日産自動車,プライム,輸送用機器
7202,いすゞ自動車,プライム,輸送用機器
7203,トヨタ自動車,プライム,輸送用機器
7208,カネミツ,スタンダード,輸送用機器
7211,三菱自動車工業,プライム,輸送用機器
7212,エフテック,スタンダード,輸送用機器
