コード,銘柄名,最終判断,最終分類,注文方式,買いゾーン下限,買いゾーン上限,反転確認高値,逆指値発動価格,追いかけ禁止価格,損切り価格,利確目標,推奨株数,必要資金,最大想定損失,RR,分析評価,運用評価,総合順位点,RSI,BB位置,出来高倍率,暴落リバウンド型,ファンダメンタルスコア,テクニカルスコア,反転確認スコア,市場環境スコア,業種環境スコア,ニュース影響スコア,資金・リスク評価,分析コメント,運用コメント,注文理由,信用需給による減点,信用需給スコア,総合調整後スコア,テクニカル順位,調整後順位,信用需給判定,信用需給判定理由,ファンダメンタル評価,ファンダメンタル十分,ファンダメンタル不足理由,売上高前年同期比,営業利益前年同期比,経常・純利益前年比,EPS,PER,PBR,ROE,自己資本比率,配当利回り,利益状態,業績4象限,配当性向,配当判定,ファンダメンタル加減点理由,今期会社予想,直近決算発表日,次回決算予定日,時価総額,総合判定,判定理由,業績修正,重要適時開示,ファンダメンタル取得元,ファンダメンタル参照先,ファンダメンタル取得日時,stocknote_評価,stocknote_信頼度,stocknote_要約,stocknote_逆張りスコア,stocknote_RSI,stocknote_BB位置,stocknote_トレンド,stocknote_PER,stocknote_PBR,stocknote_財務健全性,stocknote_売上成長,stocknote_利益成長,stocknote_推奨買い価格,stocknote_予想売り価格,stocknote_最終目標価格,stocknote_注意点
6387,サムコ,見送り,見送り,見送り,8229.79,8661.97,10700.0,10786.43,11218.61,7573.26,17212.78,0,0.0,0.0,2.13,C,見送り,5.18,53.84,+1.53σ,1.09,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 53.8、出来高 1.09倍、BB +1.53σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6327,北川精機,見送り,見送り,見送り,2865.6,3127.16,4025.0,4077.31,4338.87,2554.96,7122.01,0,0.0,0.0,2.19,C,見送り,5.14,51.27,+1.24σ,1.57,False,データなし,8.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 51.3、出来高 1.57倍、BB +1.24σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,8.0,118,118,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
1377,サカタのタネ,見送り,見送り,見送り,4304.64,4344.18,4430.0,4437.91,4571.05,4266.07,4781.59,0,0.0,0.0,3.52,B,見送り,5.1,53.19,-0.05σ,0.55,False,データなし,10.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 53.2、出来高 0.55倍、BB -0.05σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,10.0,49,49,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
1926,ライト工業,見送り,見送り,見送り,3718.64,3764.08,3820.0,3829.09,3943.96,3678.21,4130.84,0,0.0,0.0,2.88,B,見送り,5.1,45.28,-0.15σ,0.55,False,データなし,10.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 45.3、出来高 0.55倍、BB -0.15σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,10.0,49,49,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
1944,きんでん,見送り,見送り,見送り,6842.56,6976.6,7155.0,7181.81,7397.26,6641.6,8262.22,0,0.0,0.0,2.67,B,見送り,5.1,46.33,-0.35σ,0.55,False,データなし,10.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 46.3、出来高 0.55倍、BB -0.35σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,10.0,49,49,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
3443,川田テクノロジーズ,見送り,見送り,見送り,1270.68,1290.0,1443.0,1446.86,1490.27,1242.94,1854.71,0,0.0,0.0,2.56,C,見送り,5.02,67.95,+2.60σ,1.51,False,データなし,8.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 68.0、出来高 1.51倍、BB +2.60σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,8.0,118,118,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
9511,沖縄電力,見送り,見送り,見送り,930.41,943.81,1142.0,1144.68,1179.02,857.56,1718.92,0,0.0,0.0,2.03,C,見送り,5.0,80.37,+1.58σ,1.0,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 80.4、出来高 1.00倍、BB +1.58σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6834,精工技研,見送り,見送り,見送り,17650.75,18747.53,27600.0,27819.36,28916.14,15363.78,52730.51,0,0.0,0.0,2.05,C,見送り,4.86,63.45,+2.32σ,1.43,False,データなし,8.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 63.5、出来高 1.43倍、BB +2.32σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,8.0,118,118,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
2533,オエノンホールディングス,見送り,見送り,見送り,453.54,462.2,479.0,480.73,495.15,434.03,574.14,0,0.0,0.0,2.42,B,見送り,4.84,48.65,-0.28σ,0.92,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 48.6、出来高 0.92倍、BB -0.28σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
4082,第一稀元素化学工業,見送り,見送り,見送り,1730.21,1777.79,2107.0,2116.52,2180.01,1645.34,3058.87,0,0.0,0.0,2.22,C,見送り,4.82,61.12,+2.05σ,1.41,False,データなし,8.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 61.1、出来高 1.41倍、BB +2.05σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,8.0,118,118,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6232,ＡＣＳＬ,見送り,見送り,見送り,1573.95,1626.88,1796.0,1806.59,1860.78,1494.91,2429.94,0,0.0,0.0,2.45,B,見送り,4.82,51.4,+0.57σ,1.41,False,データなし,8.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 51.4、出来高 1.41倍、BB +0.57σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,8.0,118,118,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
9256,サクシード,見送り,見送り,見送り,1074.82,1229.18,1250.0,1280.87,1435.23,20.57,3801.47,0,0.0,0.0,2.08,C,見送り,4.76,32.29,-0.67σ,0.38,True,データなし,14.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 32.3、出来高 0.38倍、BB -0.67σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,14.0,17,17,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6890,フェローテック,見送り,見送り,見送り,7415.54,7764.76,10050.0,10119.84,10469.06,6765.3,16828.93,0,0.0,0.0,2.37,C,見送り,4.72,59.43,+1.62σ,1.36,False,データなし,8.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 59.4、出来高 1.36倍、BB +1.62σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,8.0,118,118,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6196,ストライクグループ,見送り,見送り,見送り,1305.99,1320.73,1349.0,1351.95,1392.51,1293.17,1469.5,0,0.0,0.0,2.47,B,見送り,4.68,54.62,+0.52σ,0.84,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 54.6、出来高 0.84倍、BB +0.52σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6407,ＣＫＤ,見送り,見送り,見送り,5627.01,5862.43,6470.0,6517.08,6752.5,5315.43,8920.39,0,0.0,0.0,2.99,B,見送り,4.6,47.71,+0.11σ,0.8,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 47.7、出来高 0.80倍、BB +0.11σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
5074,テスホールディングス,見送り,見送り,見送り,655.74,686.0,797.0,803.34,835.03,615.33,1179.36,0,0.0,0.0,6.98,A,見送り,4.56,42.67,-0.74σ,2.28,True,データなし,10.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,暴落リバウンド型のため主力不可。ファンダメンタル=データ不足、RSI 42.7、出来高 2.28倍、BB -0.74σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,10.0,49,49,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
4022,ラサ工業,見送り,見送り,見送り,1728.17,1810.48,2543.0,2559.46,2641.77,1512.46,4653.47,0,0.0,0.0,2.07,C,見送り,4.54,65.84,+1.98σ,0.77,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 65.8、出来高 0.77倍、BB +1.98σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
3776,ブロードバンドタワー,見送り,見送り,見送り,227.9,234.4,257.0,258.3,266.05,218.1,338.7,0,0.0,0.0,2.36,B,見送り,4.52,50.32,+0.75σ,0.26,False,データなし,10.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 50.3、出来高 0.26倍、BB +0.75σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,10.0,49,49,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
2975,スター・マイカ・ホールディングス,見送り,見送り,見送り,1484.61,1505.21,1625.0,1629.12,1677.99,1454.57,1978.22,0,0.0,0.0,2.2,B,見送り,4.48,61.76,+2.05σ,1.24,False,データなし,8.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 61.8、出来高 1.24倍、BB +2.05σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,8.0,118,118,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
9743,丹青社,見送り,見送り,見送り,1390.08,1404.0,1481.0,1483.78,1528.3,1371.18,1708.99,0,0.0,0.0,2.13,B,見送り,4.46,68.11,+2.17σ,0.73,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 68.1、出来高 0.73倍、BB +2.17σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
5802,住友電気工業,見送り,見送り,見送り,2090.29,2173.74,2473.5,2490.19,2573.64,1992.34,3485.89,0,0.0,0.0,2.11,B,見送り,4.42,54.03,+1.44σ,0.71,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 54.0、出来高 0.71倍、BB +1.44σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
5852,アーレスティ,見送り,見送り,見送り,669.04,677.05,680.0,681.6,702.05,654.94,734.93,0,0.0,0.0,2.47,B,見送り,4.42,43.02,-0.73σ,0.71,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 43.0、出来高 0.71倍、BB -0.73σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6616,トレックス・セミコンダクター,見送り,見送り,見送り,1726.95,1789.63,2160.0,2172.54,2237.71,1616.38,3284.85,0,0.0,0.0,2.07,C,見送り,4.36,57.96,+1.82σ,0.68,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 58.0、出来高 0.68倍、BB +1.82σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
7912,大日本印刷,見送り,見送り,見送り,2939.97,2985.13,3364.0,3373.03,3474.22,2826.33,4466.44,0,0.0,0.0,2.33,B,見送り,4.36,70.39,+1.62σ,0.68,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 70.4、出来高 0.68倍、BB +1.62σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
3299,ムゲンエステート,見送り,見送り,見送り,1728.35,1742.0,1756.0,1761.46,1814.3,1631.0,2022.38,0,0.0,0.0,2.53,B,見送り,4.3,36.65,-1.20σ,0.65,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 36.6、出来高 0.65倍、BB -1.20σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6433,ヒーハイスト,見送り,見送り,見送り,867.91,906.69,1062.0,1069.76,1108.53,819.34,1570.59,0,0.0,0.0,2.57,B,見送り,4.3,53.52,+1.10σ,0.65,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 53.5、出来高 0.65倍、BB +1.10σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
5201,ＡＧＣ,見送り,見送り,見送り,5780.05,5875.61,6026.0,6045.11,6226.47,5631.26,6872.82,0,0.0,0.0,2.4,B,見送り,4.28,43.76,-0.14σ,0.64,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 43.8、出来高 0.64倍、BB -0.14σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6264,マルマエ,見送り,見送り,見送り,1858.35,1933.5,2240.0,2255.03,2330.18,1772.59,3219.91,0,0.0,0.0,2.15,B,見送り,4.28,54.7,+1.73σ,0.64,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 54.7、出来高 0.64倍、BB +1.73σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
9551,メタウォーター,見送り,見送り,見送り,3082.26,3132.0,3265.0,3274.95,3373.2,3032.77,3759.3,0,0.0,0.0,2.51,B,見送り,4.26,51.79,+0.79σ,0.63,False,データなし,9.0,3,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 51.8、出来高 0.63倍、BB +0.79σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,9.0,87,87,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
