シグナル日,コード,会社名,市場,現在値,前日比,直近3日騰落率,直近5日騰落率,25日線乖離率,ATR当日値幅,スコア,ランク,%K,%D,%D傾き,RSI14,MA25,MA75,MA200,BB位置,出来高倍率,ローソク足パターン,アンチ判定,買い・売り,シグナル種別,シグナル数,自社株買い比率,損切り候補,利確候補,RR,判定理由,除外理由,Yahoo Financeリンク
2026-08-14,5563,新日本電工,プライム,443.0,4.48,0.23,3.02,4.68,1.22,10,A,71.43,63.27,10.36,54.96,423.2,454.15,409.31,+1.69σ,0.84,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,強,買い,,,,413.4,502.2,2.0,直近2～5日まで下落、%K反転、%D方向改善、長い下ヒゲ反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/5563.T
2026-08-14,9001,東武鉄道,プライム,2946.0,-0.44,0.36,0.39,-1.96,0.82,10,A,59.13,31.2,-8.24,46.36,3005.02,2894.57,2810.19,-0.93σ,0.52,弱気包み足 / 前日高値超え反転,通常,売り,,,,3042.47,2753.05,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転、包み足,,https://finance.yahoo.co.jp/quote/9001.T
2026-08-14,9409,テレビ朝日ホールディングス,プライム,3040.0,-0.33,-0.33,-0.33,-2.86,0.79,10,A,58.33,32.75,-7.3,40.62,3129.6,3169.73,3285.75,-1.04σ,0.72,なし,通常,売り,,,,3153.47,2813.06,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致,,https://finance.yahoo.co.jp/quote/9409.T
2026-08-14,9045,京阪ホールディングス,プライム,3147.0,-0.06,0.03,1.12,-2.09,0.6,10,A,65.35,29.33,-9.33,44.92,3214.08,3191.05,3288.62,-0.74σ,0.65,なし,通常,売り,,,,3245.27,2950.46,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致、MA75傾き一致,,https://finance.yahoo.co.jp/quote/9045.T
2026-08-14,8795,Ｔ＆Ｄホールディングス,プライム,4897.0,-0.61,1.03,-1.31,-1.79,0.55,10,A,20.41,33.96,-9.48,47.92,4986.44,4583.6,4046.24,-1.07σ,0.38,長い上ヒゲ / 前日高値超え反転,通常,売り,,,,5098.71,4493.57,2.0,%D方向一致、%K押し・戻りから反転、MA25傾き一致、RSIゾーン反転、長いヒゲ,,https://finance.yahoo.co.jp/quote/8795.T
2026-08-14,2702,日本マクドナルドホールディングス,スタンダード,7790.0,-1.52,-1.64,-3.23,-0.6,1.44,9,A,11.11,45.07,-21.46,47.75,7837.2,7746.4,7268.75,-0.34σ,1.05,陽線→陰線,通常,売り,,,,8190.0,6990.0,2.0,%D方向一致、%K押し・戻りから反転、MA75傾き一致、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/2702.T
2026-08-14,6055,ジャパンマテリアル,プライム,2245.0,0.81,2.32,-5.15,-3.3,0.55,9,A,32.91,58.48,5.63,47.24,2321.64,2254.36,1943.34,-0.06σ,0.73,はらみ足,通常,買い,,,,2039.93,2655.14,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善,,https://finance.yahoo.co.jp/quote/6055.T
2026-08-14,5938,ＬＩＸＩＬ,プライム,1764.0,-1.04,-2.97,-1.04,-3.56,0.54,9,A,44.55,42.64,-5.48,43.93,1829.06,1751.35,1773.54,-0.92σ,0.73,なし,通常,売り,,,,1822.08,1647.84,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA25傾き一致,,https://finance.yahoo.co.jp/quote/5938.T
2026-08-14,9424,日本通信,プライム,113.0,3.67,7.62,-0.88,0.04,1.19,9,A,78.57,60.81,2.14,51.24,112.96,115.21,130.41,+0.15σ,1.11,陰線→陽線 / 2～5日下落後の陽線,強,買い,,,,102.0,135.0,2.0,直近2～5日まで下落、BB -1σ以下から反発、%K反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/9424.T
2026-08-14,9551,メタウォーター,プライム,3210.0,0.31,0.47,-2.43,0.71,0.53,9,A,43.86,66.17,3.57,49.56,3187.4,3297.33,3418.76,+0.42σ,0.34,長い下ヒゲ（ハンマー） / 2～5日下落後の陽線,通常,買い,,,,3055.09,3519.83,2.0,直近2～5日まで下落、%K反転、長い下ヒゲ反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/9551.T
2026-08-14,9256,サクシード,グロース,1165.0,-2.92,-7.54,-15.21,-54.09,0.17,9,A,5.04,15.79,4.98,29.92,2537.84,2649.99,1501.3,-0.79σ,0.34,なし,通常,買い,,,,677.51,2139.98,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善,,https://finance.yahoo.co.jp/quote/9256.T
2026-08-14,9301,三菱倉庫,プライム,1499.0,-0.07,-1.54,-0.07,-4.07,0.61,9,A,27.38,29.27,-4.97,40.87,1562.6,1503.95,1359.86,-1.05σ,0.9,なし,強,売り,,,,1560.0,1377.0,2.0,%D方向一致、%K押し・戻りから反転、%Kが%Dをクロス、MA25傾き一致,,https://finance.yahoo.co.jp/quote/9301.T
2026-08-14,4967,小林製薬,プライム,5556.0,-0.25,-1.09,-1.03,-0.16,0.36,9,A,52.97,39.89,-8.93,49.28,5565.04,5629.12,5550.76,-0.07σ,0.42,はらみ足,通常,売り,,,,5730.97,5206.06,2.0,%D方向一致、%K押し・戻りから反転、MA25傾き一致、MA75傾き一致、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/4967.T
2026-08-14,9830,トラスコ中山,プライム,2389.0,-1.16,-0.17,-2.49,0.55,0.65,9,A,54.66,60.09,-7.86,52.76,2375.92,2283.37,2357.18,+0.04σ,0.43,なし,強,売り,,,,2496.0,2175.0,2.0,%D方向一致、%K押し・戻りから反転、%Kが%Dをクロス、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/9830.T
2026-08-14,8593,三菱ＨＣキャピタル,プライム,1403.5,-1.06,1.34,-1.68,-1.58,0.42,9,A,50.25,34.71,-9.52,48.15,1426.0,1369.57,1359.92,-0.99σ,0.61,陽線→陰線 / はらみ足,通常,売り,,,,1453.0,1304.5,2.0,%D方向一致、%K押し・戻りから反転、MA75傾き一致、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/8593.T
2026-08-14,7994,オカムラ,プライム,2354.0,0.47,2.35,2.35,2.1,0.58,9,A,95.15,53.76,-0.02,58.96,2305.68,2305.84,2373.38,+1.32σ,0.42,なし,通常,売り,,,,2413.74,2234.52,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致、MA75傾き一致,,https://finance.yahoo.co.jp/quote/7994.T
2026-08-14,7409,ＡｅｒｏＥｄｇｅ,グロース,1683.0,9.93,4.53,3.82,8.76,1.84,9,除外,68.84,75.91,6.91,55.62,1547.44,1762.98,1692.72,+1.76σ,3.04,なし,通常,買い,,,,1482.0,2085.0,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善,急騰済み（当日急騰、ストップ高に近い急騰）,https://finance.yahoo.co.jp/quote/7409.T
2026-08-14,6914,オプテックスグループ,プライム,3500.0,1.16,-2.23,-5.53,-2.28,0.56,9,A,17.81,56.98,1.71,43.01,3581.8,3878.17,3090.5,-0.32σ,0.85,はらみ足,通常,買い,,,,3247.75,4004.51,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善,,https://finance.yahoo.co.jp/quote/6914.T
2026-08-14,6590,芝浦メカトロニクス,プライム,4435.0,1.26,3.5,-10.94,-9.58,0.86,9,A,19.37,37.1,2.99,44.25,4905.0,4942.8,4534.08,-0.68σ,0.82,なし,通常,買い,,,,3774.48,5756.03,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善,,https://finance.yahoo.co.jp/quote/6590.T
2026-08-14,9048,名古屋鉄道,プライム,1864.0,-0.21,0.27,1.28,-1.49,0.52,8,B,60.36,29.22,-3.8,47.68,1892.18,1843.55,1763.66,-0.68σ,0.3,はらみ足,通常,売り,,,,1919.07,1753.86,2.0,%D方向一致、%K押し・戻りから反転、MA25傾き一致、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/9048.T
2026-08-14,4992,北興化学工業,スタンダード,2020.0,1.05,2.85,1.97,3.88,0.88,8,B,89.63,77.98,23.88,57.14,1944.48,1920.04,1783.94,+1.24σ,0.53,陰線→陽線 / 強気包み足 / 前日安値割れ反転,通常,買い,,,,1917.5,2224.99,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/4992.T
2026-08-14,5702,大紀アルミニウム工業所,プライム,1851.0,0.33,0.6,2.38,17.19,1.23,8,除外,82.83,83.75,15.07,75.0,1579.52,1663.91,1423.48,+1.52σ,0.64,強気包み足 / 前日安値割れ反転,通常,買い,,,,1735.1,2082.79,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/5702.T
2026-08-14,5659,日本精線,プライム,1416.0,1.43,1.43,3.21,0.64,0.84,8,B,87.32,66.42,25.54,52.42,1407.04,1420.49,1303.76,+0.43σ,0.37,陰線→陽線 / 強気包み足 / 前日安値割れ反転,通常,買い,,,,1350.04,1547.92,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/5659.T
2026-08-14,5541,大平洋金属,プライム,2696.0,1.51,-0.26,6.23,11.69,1.22,8,除外,89.0,81.46,3.69,72.53,2413.88,2338.53,2517.46,+1.73σ,0.84,強気包み足 / 前日安値割れ反転,強,買い,,,,2522.0,3044.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/5541.T
2026-08-14,4776,サイボウズ,プライム,2951.0,6.15,7.31,9.34,10.8,2.56,8,除外,94.1,58.43,1.78,69.0,2663.4,2454.88,2527.54,+2.31σ,2.42,陰線→陽線 / 強気包み足 / 前日安値割れ反転,通常,買い,,,,2695.0,3463.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4776.T
2026-08-14,6908,イリソ電子工業,プライム,2800.0,0.43,-0.04,-0.28,-0.33,0.52,8,B,43.3,45.99,1.29,46.17,2809.28,3031.49,3233.76,+0.26σ,0.67,2～5日下落後の陽線,通常,買い,,,,2707.15,2985.71,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6908.T
2026-08-14,1663,Ｋ＆Ｏエナジーグループ,プライム,1919.0,1.64,5.61,6.67,4.93,1.39,8,除外,88.62,50.53,13.05,61.61,1828.92,1996.38,2091.69,+2.75σ,1.17,陰線→陽線 / 強気包み足 / 前日安値割れ反転,通常,買い,,,,1784.0,2189.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/1663.T
2026-08-14,9997,ベルーナ,プライム,1030.0,1.08,2.69,4.04,-1.02,0.78,8,B,96.92,40.59,5.84,52.96,1040.64,963.77,961.96,-0.29σ,0.71,陰線→陽線 / 強気包み足 / 前日安値割れ反転,通常,買い,,,,989.0,1112.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/9997.T
2026-08-14,1605,ＩＮＰＥＸ,プライム,3787.0,2.35,4.84,9.45,6.49,1.16,8,B,99.51,49.18,12.41,62.96,3556.2,3609.09,3569.9,+1.76σ,0.66,陰線→陽線 / 強気包み足 / 前日安値割れ反転,通常,買い,,,,3491.0,4379.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/1605.T
2026-08-14,8200,リンガーハット,プライム,2292.0,-0.65,-0.22,0.84,-0.75,0.44,8,B,41.25,23.87,-14.58,51.37,2309.28,2194.09,2236.84,-0.42σ,0.73,陽線→陰線 / はらみ足,通常,売り,,,,2367.46,2141.09,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/8200.T
2026-08-14,2264,森永乳業,プライム,1189.5,-0.25,-0.46,-3.45,-2.79,0.52,8,B,35.44,29.23,-11.2,44.36,1223.68,1219.48,1103.92,-0.75σ,0.48,なし,通常,売り,,,,1259.62,1049.25,2.0,%D方向一致、%K押し・戻りから反転、MA25傾き一致、MA75傾き一致,,https://finance.yahoo.co.jp/quote/2264.T
2026-08-14,1952,新日本空調,プライム,3135.0,0.97,3.81,-7.52,-6.07,0.36,8,B,35.96,40.22,4.07,41.43,3337.6,3444.07,3410.76,-0.92σ,0.36,強気包み足,通常,買い,,,,2927.07,3550.86,2.0,RSI40以下から反転上昇、BB -1σ以下から反発、ストキャス売られ過ぎから反転、%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/1952.T
2026-08-14,8995,誠建設工業,スタンダード,1580.0,23.44,39.08,56.44,61.73,2.73,8,除外,93.85,59.51,6.37,74.03,976.96,951.11,1104.8,+2.72σ,4.23,陰線→陽線 / 強気包み足 / 前日安値割れ反転,強,買い,,,,985.0,2770.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（当日急騰、3営業日急騰、5営業日急騰、25日線上方乖離、高RSI、BB +2σ大幅超過、ストップ高に近い急騰）,https://finance.yahoo.co.jp/quote/8995.T
2026-08-14,2670,エービーシー・マート,プライム,2838.0,0.55,0.53,2.05,4.35,0.92,8,B,96.35,62.98,0.7,59.73,2719.74,2712.88,2662.31,+1.32σ,0.38,強気包み足 / 前日安値割れ反転,通常,買い,,,,2738.9,3036.2,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/2670.T
2026-08-14,2579,コカ・コーラ　ボトラーズジャパンホールディングス,プライム,3990.0,-0.18,0.0,3.29,-3.49,0.33,8,B,80.36,37.93,-2.07,46.47,4134.28,3862.71,3518.98,-0.56σ,0.43,はらみ足,通常,売り,,,,4223.09,3523.83,2.0,%D方向一致、%K押し・戻りから反転、MA25傾き一致、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/2579.T
2026-08-14,8750,第一ライフグループ,プライム,1859.5,-1.3,1.09,-3.2,-1.42,0.7,8,B,25.7,49.34,-8.19,48.68,1886.28,1739.08,1493.05,-0.89σ,0.46,前日高値超え反転,通常,売り,,,,1952.0,1674.5,2.0,%D方向一致、%K押し・戻りから反転、MA25傾き一致、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/8750.T
2026-08-14,4475,ＨＥＮＮＧＥ,グロース,1527.0,5.75,1.46,1.33,13.43,1.3,8,除外,71.75,62.17,1.99,68.04,1346.24,1172.49,1170.49,+1.73σ,1.05,2～5日下落後の陽線,強,買い,,,,1400.0,1781.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/4475.T
2026-08-14,4483,ＪＭＤＣ,プライム,3490.0,2.2,1.75,-2.1,7.36,1.17,8,B,86.49,52.91,13.29,60.94,3250.6,2988.25,3535.66,+1.45σ,1.16,陰線→陽線 / 2～5日下落後の陽線,通常,買い,,,,3272.89,3924.22,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/4483.T
2026-08-14,4381,ビープラッツ,グロース,433.0,8.25,9.9,5.87,5.43,0.65,8,除外,50.89,58.36,15.44,55.21,410.68,331.79,454.96,+0.49σ,2.09,陰線→陽線 / はらみ足,通常,買い,,,,340.17,618.65,2.0,ストキャス売られ過ぎから反転、%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（当日急騰）,https://finance.yahoo.co.jp/quote/4381.T
2026-08-14,7282,豊田合成,プライム,5201.0,0.42,0.33,-0.19,1.55,0.8,8,B,42.79,37.46,-12.35,53.46,5121.68,4900.97,4440.02,+0.43σ,0.43,長い上ヒゲ,通常,売り,,,,5454.96,4693.09,2.0,%D方向一致、%K押し・戻りから反転、長いヒゲ,,https://finance.yahoo.co.jp/quote/7282.T
2026-08-14,3179,シュッピン,プライム,1218.0,-0.33,-0.33,-11.35,-1.32,0.51,8,B,12.08,41.04,-24.19,47.42,1234.24,1125.73,1178.07,-0.66σ,0.52,陽線→陰線 / はらみ足,通常,売り,,,,1372.0,910.0,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/3179.T
2026-08-14,7599,ＩＤＯＭ,プライム,1297.0,0.54,-0.08,0.23,-0.71,0.36,8,B,69.7,51.7,7.26,46.83,1306.32,1331.87,1329.98,+0.21σ,0.38,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,通常,買い,,,,1255.81,1379.37,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/7599.T
2026-08-14,7762,シチズン時計,プライム,2760.0,3.33,7.35,12.29,19.33,1.05,8,除外,97.68,88.47,24.84,70.91,2312.84,2249.01,1752.17,+2.17σ,1.43,強気包み足,通常,買い,,,,2339.0,3602.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/7762.T
2026-08-14,7730,マニー,プライム,1615.0,0.69,4.26,6.18,2.07,0.86,8,B,95.08,56.19,22.52,55.64,1582.24,1665.59,1582.8,+1.78σ,0.47,強気包み足 / 前日安値割れ反転,通常,買い,,,,1515.0,1815.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/7730.T
2026-08-14,3907,シリコンスタジオ,スタンダード,1588.0,7.88,-2.58,13.11,41.39,1.15,8,除外,52.0,59.49,0.01,62.49,1123.16,1032.39,848.76,+1.26σ,0.51,陰線→陽線 / 強気包み足 / 前日安値割れ反転,通常,買い,,,,1267.89,2228.22,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/3907.T
2026-08-14,4052,フィーチャ,グロース,616.0,5.66,-2.69,33.91,67.99,2.18,8,除外,54.09,78.47,10.68,65.33,366.68,291.67,299.02,+1.51σ,2.7,陰線→陽線 / 前日安値割れ反転,通常,買い,,,,481.0,886.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（5営業日急騰、25日線上方乖離）,https://finance.yahoo.co.jp/quote/4052.T
2026-08-14,4022,ラサ工業,プライム,2371.0,9.21,5.38,6.37,20.08,1.16,8,除外,89.09,82.7,18.79,61.65,1974.56,2073.95,1676.54,+1.64σ,1.03,陰線→陽線 / 2～5日下落後の陽線,強,買い,,,,2100.0,2913.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,急騰済み（当日急騰、25日線上方乖離）,https://finance.yahoo.co.jp/quote/4022.T
2026-08-14,3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,プライム,3160.0,7.08,8.97,10.3,10.31,3.7,8,除外,95.04,74.21,14.53,66.57,2864.76,2887.15,3150.92,+2.90σ,4.98,強気包み足 / 前日安値割れ反転,強,買い,,,,2681.0,4118.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/3993.T
2026-08-14,7047,ポート,グロース,2255.0,2.5,-13.44,-12.9,-9.67,0.93,8,B,17.14,71.95,8.23,41.36,2496.32,2338.47,2240.95,-1.62σ,3.79,陰線→陽線 / 前日安値割れ反転,通常,買い,,,,2064.71,2635.58,2.0,RSI40以下から反転上昇、BB -2σ付近から反発、ストキャス売られ過ぎから反転、%K反転、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/7047.T
2026-08-14,7012,川崎重工業,プライム,2842.0,0.85,5.49,-0.92,3.35,0.68,8,B,62.77,59.61,5.22,52.69,2749.98,2927.93,2801.06,+1.15σ,0.58,2～5日下落後の陽線,強,買い,,,,2654.0,3218.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/7012.T
2026-08-14,4658,日本空調サービス,プライム,1561.0,0.64,2.03,1.69,-1.28,0.87,8,B,89.23,53.37,18.18,48.49,1581.2,1577.11,1469.26,-0.21σ,0.49,強気包み足 / 前日安値割れ反転,通常,買い,,,,1509.31,1664.37,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/4658.T
2026-08-14,4641,アルプス技研,プライム,837.0,1.7,5.15,4.1,2.49,1.08,8,B,98.68,44.32,2.64,59.78,816.68,801.02,850.53,+1.04σ,0.43,陰線→陽線 / 強気包み足 / 前日安値割れ反転,通常,買い,,,,762.0,987.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/4641.T
2026-08-14,6474,不二越,プライム,5780.0,1.94,1.23,-0.52,-0.21,0.51,8,B,57.14,66.54,12.64,50.88,5792.4,5768.4,5025.25,+0.42σ,0.39,陰線→陽線 / 2～5日下落後の陽線,通常,買い,,,,5369.59,6600.83,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6474.T
2026-08-14,6507,シンフォニアテクノロジー,プライム,13370.0,2.06,6.45,-4.64,-2.37,0.57,8,B,45.66,54.4,7.68,47.19,13695.2,14390.53,12176.25,-0.13σ,0.87,陰線→陽線 / 2～5日下落後の陽線,通常,買い,,,,11934.74,16240.52,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6507.T
2026-08-14,6814,古野電気,プライム,7900.0,2.2,0.64,-0.13,7.25,0.58,8,B,81.82,70.57,13.27,62.05,7366.0,6617.2,7298.95,+1.47σ,0.38,2～5日下落後の陽線,通常,買い,,,,7382.03,8935.94,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6814.T
2026-08-14,6584,三櫻工業,プライム,822.0,3.27,6.06,-3.29,-0.42,0.5,8,B,59.62,60.35,10.43,47.57,825.44,880.04,839.74,+0.27σ,0.61,陰線→陽線 / 2～5日下落後の陽線,通常,買い,,,,729.0,1008.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6584.T
2026-08-14,8185,チヨダ,プライム,1032.0,0.19,0.98,2.28,2.81,0.57,8,B,97.56,63.09,6.46,67.28,1003.8,974.8,1022.46,+1.84σ,0.62,強気包み足 / 長い下ヒゲ（ハンマー）,通常,買い,,,,1006.0,1084.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/8185.T
2026-08-14,3856,Ａｂａｌａｎｃｅ,スタンダード,350.0,3.55,1.74,8.36,-21.84,0.45,8,B,55.7,24.68,3.68,33.63,447.8,494.64,581.83,-1.04σ,0.47,陰線→陽線 / はらみ足,通常,買い,,,,303.48,443.03,2.0,RSI40以下から反転上昇、BB -1σ以下から反発、%K反転、%D方向改善、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/3856.T
2026-08-14,6861,キーエンス,プライム,87400.0,0.89,2.82,2.19,11.2,1.01,8,除外,89.05,83.78,8.45,66.3,78598.0,77547.6,65472.2,+1.32σ,0.66,陰線→陽線 / 強気包み足 / 前日安値割れ反転,強,買い,,,,83125.47,95949.06,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/6861.T
2026-08-14,6794,フォスター電機,プライム,3065.0,3.2,3.83,3.41,6.57,1.38,8,B,92.7,73.73,11.19,60.64,2876.0,2902.12,2863.43,+1.97σ,1.88,強気包み足,強,買い,,,,2811.0,3573.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/6794.T
2026-08-14,6298,ワイエイシイホールディングス,プライム,1321.0,2.88,8.9,8.72,9.67,1.6,8,除外,95.57,82.64,23.7,60.72,1204.56,1286.76,1144.26,+2.22σ,2.57,強気包み足 / 前日安値割れ反転,通常,買い,,,,1170.0,1623.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/6298.T
2026-08-14,6135,牧野フライス製作所,プライム,15320.0,4.36,5.73,1.66,4.61,1.08,8,B,86.73,71.53,10.86,59.74,14644.8,14177.73,12374.35,+1.95σ,0.83,陰線→陽線 / 2～5日下落後の陽線,強,買い,,,,14340.0,17280.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/6135.T
2026-08-14,1882,東亜道路工業,プライム,1620.0,0.06,1.5,1.95,0.93,0.66,8,B,95.35,48.99,-0.48,60.07,1605.04,1560.36,1655.7,+0.56σ,0.85,なし,通常,売り,,,,1654.24,1551.52,2.0,%D方向一致、%K押し・戻りから反転、200日線方向一致,,https://finance.yahoo.co.jp/quote/1882.T
2026-08-14,8630,ＳＯＭＰＯホールディングス,プライム,7028.0,-0.01,0.99,0.44,1.63,0.64,8,B,61.54,43.99,-6.36,57.07,6915.28,6359.56,5795.4,+0.14σ,0.53,陽線→陰線 / 前日高値超え反転,通常,売り,,,,7260.56,6562.88,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/8630.T
2026-08-14,3854,アイル,プライム,2440.0,5.4,7.11,10.16,5.34,2.24,8,除外,92.45,40.88,11.03,64.06,2316.28,2349.96,2396.89,+2.40σ,1.77,強気包み足,通常,買い,,,,2206.0,2908.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/3854.T
2026-08-14,3660,アイスタイル,プライム,516.0,18.08,17.01,18.62,20.63,0.36,8,除外,98.95,65.96,1.92,80.5,427.76,404.65,437.07,+3.66σ,2.67,陰線→陽線 / 長い下ヒゲ（ハンマー）,強,買い,,,,431.0,686.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（当日急騰、3営業日急騰、5営業日急騰、25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/3660.T
