シグナル日,コード,会社名,市場,現在値,前日比,直近3日騰落率,直近5日騰落率,25日線乖離率,ATR当日値幅,ATR14,前日高値,反転足高値,反転足安値,直近2日高値,直近3日高値,直近安値,直近支持線,BB-1σ,BB-2σ,BB下限,スコア,ランク,%K,%D,%D傾き,RSI14,MA25,MA75,MA200,BB位置,出来高倍率,ローソク足パターン,アンチ判定,買い・売り,シグナル種別,シグナル数,自社株買い比率,損切り候補,利確候補,RR,判定理由,除外理由,Yahoo Financeリンク
2026-08-14,7409,ＡｅｒｏＥｄｇｅ,グロース,1683.0,9.93,4.53,3.82,8.76,1.84,120.12,1695.0,1774.0,1553.0,1774.0,1774.0,1482.0,1317.0,1438.74,1350.14,1350.14,9,除外,68.84,75.91,6.91,55.62,1547.44,1762.98,1692.72,+1.76σ,3.22,なし,通常,買い,アンチ,1,0.0,1482.0,2085.0,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善,急騰済み（当日急騰、ストップ高に近い急騰）,https://finance.yahoo.co.jp/quote/7409.T
2026-08-14,6986,双葉電子工業,プライム,666.0,1.99,2.94,5.21,10.6,1.32,19.74,655.0,668.0,642.0,668.0,668.0,621.0,551.0,580.92,551.19,551.19,9,除外,95.74,91.39,13.65,74.3,602.16,616.88,642.3,+1.86σ,0.99,強気包み足,なし,買い,底固め,1,0.0,621.0,756.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/6986.T
2026-08-14,3907,シリコンスタジオ,スタンダード,1595.0,8.36,-2.15,13.6,41.97,1.15,213.41,1560.0,1636.0,1390.0,1636.0,1900.0,1329.0,640.0,881.95,569.34,569.34,9,除外,53.08,59.6,0.11,62.65,1123.44,1032.48,848.8,+1.28σ,0.56,陰線→陽線 / 強気包み足 / 前日安値割れ反転,通常,買い,アンチ,1,0.0,1274.89,2235.22,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（当日急騰、25日線上方乖離）,https://finance.yahoo.co.jp/quote/3907.T
2026-08-14,6958,日本シイエムケイ,プライム,783.0,2.76,8.9,9.82,18.3,1.07,37.25,774.0,794.0,754.0,794.0,794.0,677.0,564.0,608.89,553.88,553.88,9,除外,92.2,84.28,22.91,70.31,661.88,680.55,588.12,+2.16σ,1.03,強気包み足,なし,買い,底固め,1,0.0,677.0,995.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/6958.T
2026-08-14,6861,キーエンス,プライム,87660.0,1.19,3.13,2.49,11.51,1.01,2849.69,87340.0,87820.0,84930.0,87820.0,87820.0,83170.0,68930.0,72940.01,66683.52,66683.52,9,除外,94.53,84.33,8.99,66.68,78608.4,77551.07,65473.5,+1.35σ,0.89,陰線→陽線 / 強気包み足 / 前日安値割れ反転,強,買い,アンチ,1,0.0,83170.0,96640.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/6861.T
2026-08-14,7246,プレス工業,プライム,984.0,2.07,2.18,3.14,13.27,1.13,23.08,969.0,988.0,962.0,988.0,988.0,942.0,798.0,825.16,767.12,767.12,9,除外,96.67,86.68,0.22,82.22,868.72,821.8,821.55,+1.74σ,0.84,強気包み足,なし,買い,底固め,1,0.0,942.0,1068.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/7246.T
2026-08-14,8051,山善,プライム,1965.0,1.34,3.42,7.49,9.48,0.89,47.44,1950.0,1968.0,1926.0,1968.0,1968.0,1786.0,1707.0,1739.1,1669.81,1669.81,9,除外,98.35,81.63,5.16,75.78,1794.92,1723.24,1570.92,+2.26σ,0.96,陰線→陽線 / 強気包み足,通常,買い,底固め / アンチ,2,0.0,1786.0,2323.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8051.T
2026-08-14,5702,大紀アルミニウム工業所,プライム,1855.0,0.54,0.82,2.6,17.43,1.23,77.26,1909.0,1892.0,1797.0,1909.0,1909.0,1782.0,1414.0,1439.75,1276.1,1276.1,9,除外,83.92,83.86,15.18,75.22,1579.68,1663.96,1423.5,+1.54σ,0.72,強気包み足 / 前日安値割れ反転,通常,買い,アンチ,1,0.0,1739.1,2086.79,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/5702.T
2026-08-14,4828,ビジネスエンジニアリング,プライム,1381.0,1.47,6.23,15.66,14.85,0.96,45.86,1364.0,1391.0,1347.0,1391.0,1405.0,1190.0,1129.0,1157.07,1090.1,1090.1,9,除外,89.47,47.63,-1.92,78.1,1202.4,1127.71,1301.85,+2.34σ,0.62,陰線→陽線 / 強気包み足,なし,買い,底固め,1,0.0,1190.0,1763.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4828.T
2026-08-14,5851,リョービ,プライム,2874.0,3.38,3.79,5.24,10.7,1.57,64.18,2793.0,2881.0,2780.0,2881.0,2881.0,2715.0,2430.0,2494.63,2370.86,2370.86,9,除外,96.92,83.09,4.39,75.62,2596.32,2627.69,2679.5,+2.07σ,1.18,陰線→陽線 / 強気包み足,強,買い,底固め / アンチ,2,0.0,2715.0,3192.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/5851.T
2026-08-14,1822,大豊建設,スタンダード,809.0,1.38,2.66,3.98,2.53,1.03,13.66,800.0,810.0,796.0,810.0,810.0,774.0,765.0,774.8,764.3,764.3,9,除外,97.73,53.43,11.4,63.29,789.0,760.99,782.53,+2.26σ,1.25,強気包み足,なし,買い,底固め,1,0.0,774.0,879.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、出来高減少後の増加、RSI安値切り上げ、レンジ上限突破,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/1822.T
2026-08-14,5541,大平洋金属,プライム,2690.0,1.28,-0.48,5.99,11.45,1.22,97.04,2693.0,2719.0,2601.0,2719.0,2728.0,2522.0,2222.0,2312.83,2172.7,2172.7,9,除外,86.94,81.25,3.49,72.24,2413.64,2338.45,2517.43,+1.69σ,0.95,強気包み足 / 前日安値割れ反転,強,買い,アンチ,1,0.0,2522.0,3026.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/5541.T
2026-08-14,4848,フルキャストホールディングス,プライム,1856.0,0.6,4.5,12.15,9.76,0.83,40.91,1857.0,1865.0,1831.0,1865.0,1865.0,1643.0,1621.0,1636.32,1564.6,1564.6,9,除外,96.14,50.98,1.41,74.33,1691.0,1592.29,1649.92,+2.06σ,0.89,強気包み足,なし,買い,底固め,1,0.0,1643.0,2282.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（高RSI）,https://finance.yahoo.co.jp/quote/4848.T
2026-08-14,9506,東北電力,プライム,1254.0,1.25,2.96,4.07,7.56,0.86,25.47,1240.5,1254.0,1232.0,1254.0,1254.0,1211.0,1114.0,1146.73,1111.31,1111.31,9,除外,100.0,79.81,6.63,80.29,1165.84,1084.01,1123.08,+2.03σ,0.81,強気包み足,なし,買い,底固め,1,0.0,1211.0,1340.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（高RSI）,https://finance.yahoo.co.jp/quote/9506.T
2026-08-14,2492,インフォマート,プライム,614.0,5.5,9.25,6.23,14.71,1.29,34.22,600.0,620.0,576.0,620.0,620.0,559.0,468.0,513.84,478.68,478.68,9,除外,90.91,66.9,-1.62,68.42,535.28,442.8,416.2,+1.85σ,0.9,陰線→陽線 / 強気包み足,なし,買い,底固め,1,0.0,559.0,724.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/2492.T
2026-08-14,9037,ハマキョウレックス,プライム,1889.0,1.61,2.16,5.18,3.37,1.0,39.82,1876.0,1891.0,1851.0,1891.0,1891.0,1801.0,1760.0,1801.94,1776.44,1776.44,9,除外,98.1,57.71,3.76,64.61,1827.44,1826.51,1791.0,+2.41σ,1.3,陰線→陽線 / 強気包み足,通常,買い,アンチ,1,0.0,1801.0,2065.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/9037.T
2026-08-14,9211,エフ・コード,グロース,1584.0,3.6,5.95,6.74,11.68,1.47,61.86,1580.0,1620.0,1529.0,1620.0,1620.0,1446.0,1284.0,1340.43,1262.42,1262.42,8,除外,83.1,81.43,20.65,70.73,1418.4,1437.97,1547.24,+2.12σ,1.68,陰線→陽線,強,買い,底固め / アンチ,2,0.0,1446.0,1860.0,2.0,%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/9211.T
2026-08-14,1514,住石ホールディングス,スタンダード,646.0,0.94,3.53,8.39,9.12,1.11,23.35,650.0,658.0,632.0,658.0,658.0,590.0,551.0,573.32,550.89,550.89,8,除外,85.37,75.96,16.57,69.31,592.0,601.99,681.2,+2.24σ,1.41,強気包み足,なし,買い,底固め,1,0.0,590.0,758.0,2.0,%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/1514.T
2026-08-14,1887,日本国土開発,プライム,534.0,1.91,2.1,1.91,2.35,1.3,9.22,529.0,534.0,522.0,534.0,534.0,520.0,507.0,512.51,506.41,506.41,8,除外,100.0,77.03,9.0,59.65,521.76,538.01,570.88,+2.53σ,0.52,陰線→陽線 / 前日安値割れ反転,強,買い,底固め / アンチ,2,0.0,520.0,562.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）、直近安値切り上げ、ATR低下、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/1887.T
2026-08-14,5715,古河機械金属,プライム,4215.0,4.59,5.24,8.08,14.07,1.97,182.73,4075.0,4335.0,3975.0,4335.0,4335.0,3790.0,3230.0,3482.47,3253.18,3253.18,8,除外,82.22,80.54,20.54,65.66,3695.2,3846.73,4170.57,+2.19σ,3.29,強気包み足,なし,買い,底固め,1,0.0,3790.0,5065.0,2.0,%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/5715.T
2026-08-14,8334,群馬銀行,プライム,2765.0,0.89,7.52,6.59,7.51,0.82,74.76,2748.0,2776.0,2715.0,2776.0,2776.0,2531.5,2407.0,2501.55,2422.35,2422.35,8,除外,96.06,70.09,18.01,68.23,2571.9,2376.31,2091.14,+2.33σ,1.61,強気包み足,なし,買い,底固め,1,0.0,2531.5,3232.0,2.0,%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8334.T
2026-08-14,8103,明和産業,プライム,971.0,1.15,2.1,7.89,6.04,1.46,19.22,963.0,982.0,954.0,982.0,982.0,900.0,877.0,894.58,871.65,871.65,8,除外,88.66,59.43,4.2,70.92,915.68,889.76,879.95,+2.33σ,1.3,強気包み足,なし,買い,底固め,1,0.0,900.0,1113.0,2.0,%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8103.T
2026-08-14,7974,任天堂,プライム,8900.0,6.91,7.68,16.48,17.85,1.22,295.47,8518.0,8945.0,8585.0,8945.0,8945.0,7624.0,6905.0,7130.85,6587.86,6587.86,8,除外,97.08,63.03,-1.05,72.11,7551.88,7339.43,9339.22,+2.26σ,1.65,陰線→陽線,なし,買い,底固め,1,0.0,7624.0,11452.0,2.0,%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/7974.T
2026-08-14,2371,カカクコム,プライム,3715.0,0.03,-0.13,0.11,1.33,0.81,32.23,3718.0,3740.0,3714.0,3740.0,3740.0,3705.0,3591.0,3638.47,3599.49,3599.49,8,除外,48.98,73.55,-9.19,72.64,3666.16,3400.95,2638.11,+0.96σ,0.9,強気包み足,なし,買い,底固め,1,0.0,3666.66,3811.68,2.0,%K反転、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、ATR低下、BB幅収縮、RSI安値切り上げ,急騰済み（高RSI）,https://finance.yahoo.co.jp/quote/2371.T
2026-08-14,4052,フィーチャ,グロース,629.0,7.89,-0.63,36.74,71.3,2.18,80.11,863.0,680.0,505.0,863.0,863.0,481.0,232.0,254.81,110.01,110.01,8,除外,56.51,78.71,10.92,65.93,367.2,291.84,299.09,+1.58σ,2.84,陰線→陽線 / 前日安値割れ反転,通常,買い,アンチ,1,0.0,481.0,925.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（5営業日急騰、25日線上方乖離、ストップ高に近い急騰）,https://finance.yahoo.co.jp/quote/4052.T
2026-08-14,3968,セグエグループ,プライム,648.0,9.83,10.02,12.5,8.75,2.13,21.62,618.0,654.0,608.0,654.0,654.0,572.0,570.0,577.71,561.88,561.88,8,除外,92.86,37.73,2.08,68.8,595.84,571.65,591.73,+3.44σ,5.86,陰線→陽線,通常,買い,底固め / アンチ,2,0.0,572.0,800.0,2.0,%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（当日急騰、BB +2σ大幅超過、ストップ高に近い急騰）,https://finance.yahoo.co.jp/quote/3968.T
2026-08-14,6627,テラプローブ,スタンダード,12840.0,7.0,10.21,2.72,13.64,0.91,989.01,12440.0,12840.0,11940.0,12840.0,12840.0,11250.0,8320.0,10025.1,8898.21,8898.21,8,除外,78.33,70.39,16.14,58.26,11299.2,11487.47,8917.95,+1.50σ,1.89,陰線→陽線 / 前日安値割れ反転,強,買い,アンチ,1,0.0,11250.0,16020.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/6627.T
2026-08-14,4396,システムサポートホールディングス,プライム,1425.0,1.71,22.32,25.55,25.54,1.72,47.22,1413.0,1447.0,1366.0,1447.0,1447.0,1134.0,1065.0,1054.9,958.6,958.6,8,除外,93.97,69.68,4.28,86.82,1135.12,1056.31,1233.56,+2.84σ,2.18,強気包み足,なし,買い,底固め,1,0.0,1134.0,2007.0,2.0,%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（3営業日急騰、5営業日急騰、25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4396.T
2026-08-14,8558,東和銀行,プライム,1524.0,2.49,12.39,9.56,10.54,1.34,65.7,1492.0,1575.0,1487.0,1575.0,1575.0,1353.0,1275.0,1334.79,1279.12,1279.12,8,除外,83.0,60.21,18.68,63.93,1378.64,1340.75,1169.07,+2.40σ,1.39,強気包み足,なし,買い,底固め,1,0.0,1353.0,1866.0,2.0,%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、出来高減少後の増加、RSI安値切り上げ、レンジ上限突破,急騰済み（3営業日急騰、25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8558.T
2026-08-14,6501,日立製作所,プライム,5767.0,1.14,2.62,4.85,12.57,1.01,157.95,5764.0,5830.0,5670.0,5830.0,5830.0,5475.0,4616.0,4862.39,4509.42,4509.42,8,除外,87.79,89.19,2.71,79.38,5123.16,4955.71,4974.79,+1.56σ,0.83,強気包み足,通常,買い,底固め / アンチ,2,0.0,5475.0,6351.0,2.0,%K反転、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/6501.T
2026-08-14,6418,日本金銭機械,プライム,1277.0,1.11,3.91,11.24,13.99,0.96,32.28,1263.0,1287.0,1256.0,1287.0,1287.0,1178.0,1037.0,1066.18,999.07,999.07,8,除外,93.9,85.46,-0.98,79.77,1120.24,1018.36,1036.7,+2.14σ,1.58,強気包み足,なし,買い,底固め,1,0.0,1178.0,1475.0,2.0,%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/6418.T
2026-08-14,6522,アスタリスク,グロース,2165.0,13.89,21.77,34.14,27.61,1.61,235.05,2079.0,2301.0,1922.0,2301.0,2301.0,1676.0,1228.0,1439.69,1241.43,1241.43,8,除外,80.57,65.59,9.74,63.82,1696.52,1287.37,814.64,+2.66σ,3.31,陰線→陽線,通常,買い,底固め / アンチ,2,0.0,1676.0,3143.0,2.0,%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、ATR低下、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（当日急騰、3営業日急騰、5営業日急騰、25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/6522.T
2026-08-14,8399,琉球銀行,プライム,3295.0,3.13,8.21,5.78,11.69,1.6,112.8,3215.0,3330.0,3150.0,3330.0,3330.0,3015.0,2681.0,2865.38,2740.81,2740.81,8,除外,90.33,73.62,9.1,73.11,2950.0,2683.04,2283.02,+2.45σ,1.86,強気包み足,なし,買い,底固め,1,0.0,3015.0,3855.0,2.0,%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8399.T
2026-08-14,2124,ジェイエイシーリクルートメント,プライム,1045.0,2.75,10.23,14.46,12.07,1.98,31.33,1024.0,1054.0,992.0,1054.0,1054.0,909.0,892.0,907.67,870.79,870.79,8,除外,94.44,50.11,0.46,75.53,932.44,880.47,944.86,+2.72σ,2.24,強気包み足,なし,買い,底固め,1,0.0,909.0,1317.0,2.0,%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/2124.T
2026-08-14,9766,コナミグループ,プライム,21990.0,3.56,1.52,8.46,10.78,1.11,857.34,21535.0,22035.0,21080.0,22035.0,22085.0,20455.0,17830.0,18826.95,17450.9,17450.9,8,除外,95.72,54.65,-3.73,64.71,19850.6,19296.33,20518.25,+1.30σ,1.22,陰線→陽線 / 長い下ヒゲ（ハンマー）,なし,買い,底固め,1,0.0,20455.0,25060.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）、直近安値切り上げ、出来高減少後の増加、RSI安値切り上げ,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/9766.T
2026-08-14,6330,東洋エンジニアリング,プライム,2590.0,3.6,12.56,28.34,28.08,1.43,147.79,2500.0,2640.0,2429.0,2640.0,2640.0,1978.0,1712.0,1825.46,1611.62,1611.62,7,除外,92.45,71.25,14.58,71.01,2022.2,2062.72,2852.02,+2.58σ,2.48,長い下ヒゲ（ハンマー）,なし,買い,底固め,1,0.0,1978.0,3814.0,2.0,%D方向改善、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（3営業日急騰、5営業日急騰、25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/6330.T
2026-08-14,4919,ミルボン,プライム,3250.0,1.25,11.04,16.24,13.4,0.79,88.11,3265.0,3270.0,3200.0,3270.0,3270.0,2780.0,2712.0,2732.97,2580.74,2580.74,7,除外,96.36,53.89,4.67,77.82,2866.08,2709.6,2623.66,+2.40σ,1.06,強気包み足,通常,買い,アンチ,1,0.0,2780.0,4190.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4919.T
2026-08-14,8078,阪和興業,プライム,1842.0,2.79,4.01,4.9,6.66,1.31,48.68,1812.0,1846.0,1782.0,1846.0,1846.0,1756.0,1618.0,1686.14,1638.13,1638.13,7,除外,93.55,69.42,7.58,63.9,1727.0,1724.29,1596.42,+2.25σ,1.18,陰線→陽線 / 強気包み足,通常,買い,アンチ,1,0.0,1756.0,2014.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8078.T
2026-08-14,8005,スクロール,プライム,1881.0,0.32,-0.32,2.17,6.43,0.62,37.33,1880.0,1893.0,1870.0,1893.0,1896.0,1831.0,1688.0,1707.69,1637.24,1637.24,7,除外,70.18,70.98,2.64,73.02,1767.32,1658.55,1434.19,+1.46σ,0.87,強気包み足,通常,買い,アンチ,1,0.0,1825.0,1993.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（高RSI）,https://finance.yahoo.co.jp/quote/8005.T
2026-08-14,4044,セントラル硝子,プライム,4675.0,0.97,1.19,9.48,10.28,0.66,143.23,4695.0,4685.0,4590.0,4695.0,4720.0,4220.0,3980.0,4044.77,3838.3,3838.3,7,除外,82.17,71.7,11.83,71.67,4239.4,4156.93,3886.0,+2.05σ,0.59,陰線→陽線 / 強気包み足 / はらみ足,通常,買い,アンチ,1,0.0,4220.0,5585.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/4044.T
2026-08-14,9888,ＵＥＸ,スタンダード,1284.0,0.71,4.65,9.09,20.12,0.86,51.0,1280.0,1296.0,1252.0,1296.0,1299.0,990.0,977.0,985.66,882.42,882.42,7,除外,95.15,90.42,11.81,78.52,1068.96,954.85,848.18,+1.89σ,0.78,強気包み足,通常,買い,アンチ,1,0.0,990.0,1872.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/9888.T
2026-08-14,2760,東京エレクトロン　デバイス,プライム,4415.0,2.44,2.08,-1.23,10.46,0.65,216.05,4405.0,4465.0,4325.0,4465.0,4465.0,4225.0,3395.0,3734.64,3433.79,3433.79,7,除外,37.62,69.02,1.88,61.74,3996.8,3978.53,3552.34,+1.26σ,0.51,陰線→陽線 / 2～5日下落後の陽線,通常,買い,アンチ,1,0.0,4090.93,5063.14,2.0,直近2～5日まで下落、%K反転、2～5日下落後の陽線,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/2760.T
2026-08-14,4480,メドレー,プライム,2677.0,22.97,28.83,23.71,27.7,1.21,104.06,2198.0,2677.0,2551.0,2677.0,2677.0,2059.0,1915.0,1959.72,1815.75,1815.75,6,除外,100.0,72.33,7.28,78.3,2096.24,2120.85,2186.83,+3.98σ,5.36,なし,なし,買い,底固め,1,0.0,2059.0,3913.0,2.0,%K反転、%D方向改善、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（当日急騰、3営業日急騰、5営業日急騰、25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4480.T
2026-08-14,4478,フリー,グロース,3345.0,17.62,22.84,24.26,30.73,1.43,160.93,2876.0,3345.0,3115.0,3345.0,3345.0,2517.0,2278.0,2405.14,2189.04,2189.04,6,除外,100.0,79.47,2.78,83.73,2558.72,2272.68,2543.3,+3.35σ,2.0,なし,通常,買い,底固め / アンチ,2,0.0,2517.0,5001.0,2.0,%K反転、%D方向改善、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（当日急騰、3営業日急騰、5営業日急騰、25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4478.T
2026-08-14,4543,テルモ,プライム,2672.5,1.98,3.77,15.59,15.17,1.18,81.88,2636.0,2676.5,2580.0,2676.5,2676.5,2280.0,2133.0,2198.38,2048.21,2048.21,6,除外,98.99,65.56,2.92,74.46,2320.54,2243.21,2233.99,+2.16σ,1.24,なし,なし,買い,底固め,1,0.0,2280.0,3457.5,2.0,%K反転、%D方向改善、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/4543.T
2026-08-14,5246,ＥＬＥＭＥＮＴＳ,グロース,860.0,2.38,7.1,8.04,13.99,1.62,39.48,843.0,883.0,819.0,883.0,883.0,782.0,695.0,735.42,696.69,696.69,6,除外,82.03,72.27,15.39,76.92,754.44,663.41,651.93,+2.22σ,0.91,強気包み足,なし,買い,底固め,1,0.0,782.0,1016.0,2.0,%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/5246.T
