シグナル日,コード,会社名,市場,現在値,前日比,直近3日騰落率,直近5日騰落率,25日線乖離率,ATR当日値幅,ATR14,前日高値,反転足高値,反転足安値,直近2日高値,直近3日高値,直近安値,直近支持線,BB-1σ,BB-2σ,BB下限,スコア,ランク,%K,%D,%D傾き,RSI14,MA25,MA75,MA200,BB位置,出来高倍率,ローソク足パターン,アンチ判定,買い・売り,シグナル種別,シグナル数,自社株買い比率,損切り候補,利確候補,RR,判定理由,除外理由,Yahoo Financeリンク
2026-08-13,6981,村田製作所,プライム,8311.0,10.25,14.43,6.16,3.84,0.99,771.56,7548.0,8455.0,7694.0,8455.0,8455.0,6936.0,5861.0,6978.54,6278.53,6278.53,12,除外,91.45,60.96,13.1,51.89,8003.96,8386.13,5310.9,+0.90σ,1.3,2～5日下落後の陽線,なし,買い,底固め,1,0.0,6936.0,11061.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線、出来高増加を伴う反転、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（当日急騰、3営業日急騰）,https://finance.yahoo.co.jp/quote/6981.T
2026-08-13,6418,日本金銭機械,プライム,1263.0,4.29,5.25,11.87,13.59,1.76,32.38,1233.0,1263.0,1206.0,1263.0,1263.0,1127.0,1037.0,1064.14,1004.84,1004.84,11,除外,100.0,85.25,-1.76,78.66,1111.92,1014.4,1035.36,+2.35σ,3.02,陰線→陽線 / 強気包み足,なし,買い,底固め,1,0.0,1127.0,1535.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/6418.T
2026-08-13,4588,オンコリスバイオファーマ,グロース,3370.0,17.42,18.33,24.22,28.65,2.68,196.74,3020.0,3370.0,2842.0,3370.0,3370.0,2604.0,2280.0,2417.34,2190.77,2190.77,11,除外,100.0,85.74,5.86,74.41,2619.44,2693.11,2086.48,+3.20σ,4.25,陰線→陽線 / 強気包み足,強,買い,底固め / アンチ,2,0.0,2604.0,4902.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（当日急騰、3営業日急騰、5営業日急騰、25日線上方乖離、高RSI、BB +2σ大幅超過、ストップ高に近い急騰）,https://finance.yahoo.co.jp/quote/4588.T
2026-08-13,9166,ＧＥＮＤＡ,グロース,707.0,3.82,6.96,9.1,16.5,0.96,31.28,687.0,711.0,681.0,711.0,711.0,620.0,567.0,573.82,535.59,535.59,11,除外,96.85,76.83,9.61,71.84,606.88,571.77,639.14,+2.48σ,1.45,強気包み足,なし,買い,底固め,1,0.0,620.0,881.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、出来高減少後の増加、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/9166.T
2026-08-13,9552,クオンツ総研ホールディングス,プライム,1012.0,2.02,3.58,4.12,10.87,1.05,42.03,1000.0,1016.0,972.0,1016.0,1016.0,954.0,838.0,876.19,825.54,825.54,11,除外,94.2,85.0,-1.96,65.95,912.8,886.09,949.11,+1.68σ,1.24,強気包み足 / 前日安値割れ反転,なし,買い,底固め,1,0.0,948.95,1138.1,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）、直近安値切り上げ、出来高減少後の増加、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/9552.T
2026-08-13,5246,ＥＬＥＭＥＮＴＳ,グロース,840.0,3.96,4.35,5.4,12.57,1.3,37.6,822.0,843.0,794.0,843.0,843.0,780.0,695.0,732.09,697.04,697.04,11,除外,96.91,66.32,8.31,74.55,746.2,660.89,651.4,+2.08σ,0.82,陰線→陽線 / 強気包み足 / 前日安値割れ反転,なし,買い,底固め,1,0.0,780.0,960.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/5246.T
2026-08-13,3632,グリーホールディングス,プライム,426.0,0.24,5.97,7.85,6.71,1.16,9.49,426.0,426.0,415.0,426.0,426.0,393.0,385.0,390.21,380.13,380.13,11,除外,100.0,65.71,4.78,70.93,399.2,394.37,395.16,+2.55σ,1.28,強気包み足 / 前日安値割れ反転,なし,買い,底固め,1,0.0,393.0,492.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/3632.T
2026-08-13,1514,住石ホールディングス,スタンダード,640.0,2.4,7.2,7.56,8.78,1.25,23.15,631.0,650.0,621.0,650.0,650.0,576.0,551.0,573.86,554.62,554.62,11,除外,87.01,69.23,9.61,67.96,588.36,604.15,680.78,+2.44σ,1.36,陰線→陽線 / 強気包み足,なし,買い,底固め,1,0.0,576.0,768.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/1514.T
2026-08-13,6742,京三製作所,プライム,1069.0,6.9,15.69,7.98,17.11,1.36,56.81,1018.0,1069.0,992.0,1069.0,1069.0,910.0,804.0,860.41,798.13,798.13,11,除外,100.0,73.32,12.97,65.29,912.8,865.97,719.52,+2.35σ,1.43,陰線→陽線 / 強気包み足,なし,買い,底固め,1,0.0,910.0,1387.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（3営業日急騰、25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/6742.T
2026-08-13,2471,エスプール,プライム,296.0,2.42,7.25,11.28,8.65,1.66,7.82,291.0,296.0,283.0,296.0,296.0,263.0,261.0,265.27,257.44,257.44,10,除外,100.0,63.46,5.44,75.04,272.44,252.87,261.12,+2.93σ,1.15,強気包み足 / 前日安値割れ反転,なし,買い,底固め,1,0.0,263.0,362.0,2.0,%K反転、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/2471.T
2026-08-13,8616,東海東京フィナンシャル・ホールディングス,プライム,840.0,2.69,2.19,2.56,4.7,1.03,19.5,830.0,844.0,824.0,844.0,844.0,814.0,766.0,796.13,782.67,782.67,10,除外,90.7,70.23,7.45,68.86,802.32,748.16,718.3,+2.26σ,1.03,陰線→陽線 / 2～5日下落後の陽線,通常,買い,底固め / アンチ,2,0.0,810.75,898.49,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8616.T
2026-08-13,6146,ディスコ,プライム,65830.0,4.56,12.65,3.28,2.5,0.49,4605.1,63230.0,67230.0,64960.0,67230.0,67230.0,57520.0,49400.0,56849.76,51158.52,51158.52,10,除外,85.58,69.43,21.17,51.17,64225.6,70565.07,63771.35,+0.58σ,0.78,2～5日下落後の陽線,通常,買い,底固め / アンチ,2,0.0,57520.0,82450.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（3営業日急騰）,https://finance.yahoo.co.jp/quote/6146.T
2026-08-13,8253,クレディセゾン,プライム,4844.0,2.45,2.32,5.58,4.44,1.58,116.29,4766.0,4849.0,4665.0,4849.0,4849.0,4598.0,4357.0,4557.46,4473.37,4473.37,10,除外,98.57,67.61,13.01,63.17,4638.04,4405.63,4269.59,+2.41σ,1.88,長い下ヒゲ（ハンマー） / 前日安値割れ反転,なし,買い,底固め,1,0.0,4598.0,5336.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、出来高減少後の増加、RSI安値切り上げ、レンジ上限突破,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8253.T
2026-08-13,8368,百五銀行,プライム,2278.0,5.95,7.4,5.12,10.05,0.98,93.76,2161.0,2280.0,2188.0,2280.0,2280.0,2060.0,1835.0,1976.52,1883.24,1883.24,10,除外,99.17,68.13,3.07,63.29,2069.96,1968.95,1564.24,+2.23σ,1.16,2～5日下落後の陽線,なし,買い,底固め,1,0.0,2060.0,2714.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8368.T
2026-08-13,6440,ＪＵＫＩ,プライム,654.0,1.71,2.35,1.08,16.39,0.57,30.05,656.0,657.0,640.0,657.0,677.0,620.0,485.0,509.93,449.91,449.91,10,除外,82.84,81.51,15.74,65.43,561.92,584.61,570.44,+1.40σ,0.56,陰線→陽線 / 長い下ヒゲ（ハンマー） / 2～5日下落後の陽線,通常,買い,アンチ,1,0.0,608.93,744.15,2.0,直近2～5日まで下落、%K反転、%D方向改善、長い下ヒゲ反転、2～5日下落後の陽線,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/6440.T
2026-08-13,4587,ペプチドリーム,プライム,1046.0,3.87,6.05,7.43,7.05,2.41,37.58,1020.0,1063.0,972.5,1063.0,1063.0,953.0,906.4,939.25,911.19,911.19,10,除外,87.81,69.93,18.66,63.54,977.15,1040.31,1333.58,+2.80σ,2.54,陰線→陽線 / 強気包み足 / 前日安値割れ反転,なし,買い,底固め,1,0.0,953.0,1232.0,2.0,%D方向改善、陽の包み足、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4587.T
2026-08-13,3778,さくらインターネット,プライム,3685.0,7.12,7.12,3.66,19.88,1.1,196.09,3495.0,3715.0,3500.0,3715.0,3715.0,3285.0,2726.0,2863.6,2591.74,2591.74,10,除外,94.64,71.67,2.06,67.27,3074.0,3019.03,3003.42,+2.02σ,1.09,2～5日下落後の陽線,なし,買い,底固め,1,0.0,3285.0,4485.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/3778.T
2026-08-13,6779,日本電波工業,プライム,3165.0,10.66,13.16,6.46,10.51,0.85,297.04,2917.0,3235.0,2984.0,3235.0,3235.0,2655.0,2127.0,2534.94,2289.03,2289.03,10,除外,89.2,68.07,15.99,54.77,2863.88,3114.41,1886.18,+1.56σ,1.27,陰線→陽線 / 2～5日下落後の陽線,強,買い,底固め / アンチ,2,0.0,2655.0,4185.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線、直近安値切り上げ、ATR低下、RSI安値切り上げ,急騰済み（当日急騰、3営業日急騰、25日線上方乖離）,https://finance.yahoo.co.jp/quote/6779.T
2026-08-13,6337,テセック,スタンダード,3530.0,5.22,9.63,1.88,30.26,1.28,211.47,3445.0,3620.0,3350.0,3620.0,3620.0,3085.0,2151.0,2313.04,1832.64,1832.64,10,除外,85.78,83.89,7.12,70.19,2709.88,2638.89,2476.5,+1.53σ,0.89,2～5日下落後の陽線,強,買い,底固め / アンチ,2,0.0,3085.0,4420.0,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/6337.T
2026-08-13,6834,精工技研,スタンダード,24780.0,4.56,13.83,2.69,18.34,0.96,2161.64,23700.0,25990.0,23910.0,25990.0,25990.0,20420.0,15660.0,18288.58,16029.16,16029.16,9,除外,82.02,68.5,15.23,57.36,20939.6,26072.8,20570.85,+1.87σ,2.57,2～5日下落後の陽線,なし,買い,底固め,1,0.0,20420.0,33500.0,2.0,直近2～5日まで下落、%D方向改善、2～5日下落後の陽線、出来高増加を伴う反転、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（3営業日急騰、25日線上方乖離）,https://finance.yahoo.co.jp/quote/6834.T
2026-08-13,7198,ＳＢＩアルヒ,プライム,844.0,0.24,3.05,4.98,4.19,1.65,13.94,845.0,853.0,830.0,853.0,853.0,803.0,790.0,797.43,784.01,784.01,9,除外,83.93,63.24,4.35,66.38,810.04,809.32,850.04,+2.47σ,2.02,強気包み足 / 長い下ヒゲ（ハンマー）,なし,買い,底固め,1,0.0,803.0,926.0,2.0,陽の包み足、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/7198.T
2026-08-13,6425,ユニバーサルエンターテインメント,スタンダード,784.0,2.62,13.46,15.29,15.1,1.3,33.08,780.0,789.0,746.0,789.0,789.0,660.0,625.0,635.12,591.99,591.99,9,除外,96.12,78.45,7.66,74.76,681.16,705.03,747.49,+2.45σ,1.24,強気包み足,通常,買い,底固め / アンチ,2,0.0,660.0,1032.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（3営業日急騰、25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/6425.T
2026-08-13,2607,不二製油,プライム,4531.0,2.07,10.35,16.66,12.22,0.97,152.56,4480.0,4558.0,4410.0,4558.0,4591.0,3903.0,3760.0,3832.78,3627.21,3627.21,9,除外,92.58,59.47,2.54,71.32,4037.68,3754.85,3680.26,+2.40σ,1.65,陰線→陽線 / 強気包み足,通常,買い,アンチ,1,0.0,3903.0,5787.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/2607.T
2026-08-13,5243,ｎｏｔｅ,グロース,2532.0,2.39,11.35,10.66,17.39,0.91,154.91,2490.0,2543.0,2402.0,2543.0,2543.0,2202.0,1875.0,1996.76,1833.47,1833.47,9,除外,97.99,71.96,10.88,66.94,2157.0,2076.67,2051.33,+2.28σ,0.84,強気包み足,なし,買い,底固め,1,0.0,2202.0,3192.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/5243.T
2026-08-13,9743,丹青社,プライム,1462.0,1.04,3.47,3.32,3.57,1.07,27.94,1448.0,1462.0,1432.0,1462.0,1462.0,1398.0,1362.0,1396.48,1376.11,1376.11,9,除外,100.0,53.97,-1.54,64.82,1411.56,1385.99,1452.31,+2.22σ,0.46,強気包み足,なし,買い,底固め,1,0.0,1398.0,1590.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/9743.T
2026-08-13,5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,プライム,2624.0,2.14,6.28,7.98,6.52,1.22,81.24,2580.0,2625.0,2526.0,2625.0,2625.0,2414.0,2307.0,2402.72,2336.59,2336.59,9,除外,99.53,55.74,-1.97,66.69,2463.4,2293.81,2122.72,+2.35σ,0.92,強気包み足,なし,買い,底固め,1,0.0,2414.0,3044.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/5889.T
2026-08-13,8103,明和産業,プライム,960.0,0.63,5.38,7.99,5.12,0.7,18.55,964.0,963.0,950.0,964.0,964.0,890.0,877.0,895.43,876.06,876.06,9,除外,94.94,56.69,0.71,68.45,913.2,887.04,879.38,+2.33σ,0.77,強気包み足 / はらみ足,通常,買い,底固め / アンチ,2,0.0,890.0,1100.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8103.T
2026-08-13,3103,ユニチカ,スタンダード,1350.0,22.5,32.09,33.8,43.18,2.17,126.98,1183.0,1370.0,1095.0,1370.0,1370.0,909.0,741.0,790.82,632.79,632.79,8,除外,96.06,70.41,19.0,63.74,942.88,1312.64,1013.12,+2.54σ,5.03,陰線→陽線,強,買い,底固め / アンチ,2,0.0,909.0,2232.0,2.0,%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（当日急騰、3営業日急騰、5営業日急騰、25日線上方乖離、BB +2σ大幅超過、ストップ高に近い急騰）,https://finance.yahoo.co.jp/quote/3103.T
2026-08-13,6890,フェローテック,スタンダード,9230.0,3.24,6.58,-1.49,11.04,0.55,702.93,9160.0,9540.0,9150.0,9540.0,9540.0,8350.0,6750.0,7536.65,6788.3,6788.3,8,除外,75.59,66.72,9.85,55.71,8312.0,8745.6,6803.78,+1.26σ,0.52,なし,通常,買い,底固め / アンチ,2,0.0,8175.6,11338.79,2.0,直近2～5日まで下落、%K反転、%D方向改善、直近安値切り上げ、BB幅収縮、RSI安値切り上げ,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/6890.T
2026-08-13,6958,日本シイエムケイ,プライム,762.0,2.42,8.39,13.73,16.39,0.73,37.04,760.0,774.0,747.0,774.0,774.0,677.0,564.0,610.93,562.75,562.75,8,除外,91.95,77.19,19.93,67.84,654.68,678.12,585.98,+2.14σ,0.99,長い下ヒゲ（ハンマー）,なし,買い,底固め,1,0.0,677.0,932.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/6958.T
2026-08-13,8338,筑波銀行,プライム,724.0,8.22,10.2,8.38,11.59,1.44,34.12,688.0,724.0,675.0,724.0,724.0,647.0,588.0,624.46,594.42,594.42,8,除外,100.0,57.22,2.36,62.42,648.8,634.63,547.36,+2.31σ,1.64,陰線→陽線,通常,買い,底固め / アンチ,2,0.0,647.0,878.0,2.0,%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破,急騰済み（当日急騰、25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8338.T
2026-08-13,4169,ＥＮＥＣＨＡＮＧＥ,グロース,313.0,13.41,25.7,29.34,34.29,2.49,22.11,331.0,328.0,273.0,331.0,331.0,212.0,208.0,213.61,188.32,188.32,8,除外,84.87,82.96,8.21,77.15,233.08,235.15,265.44,+2.93σ,5.17,陰線→陽線 / 前日安値割れ反転,強,買い,アンチ,1,0.0,212.0,515.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（当日急騰、3営業日急騰、5営業日急騰、25日線上方乖離、高RSI、BB +2σ大幅超過、ストップ高に近い急騰）,https://finance.yahoo.co.jp/quote/4169.T
