シグナル日,コード,注文方式,約定,約定価格,1日後損益,3日後損益,5日後損益,10日後損益,MFE,MAE,未約定後最大上昇率,未約定後最大下落率
2026-08-14,7138,stop,True,127.254,-0.1996007984031989,,,,2.1578889465164064,-0.9854307133764006,,
2026-08-14,4206,market,True,4139.0,-1.7637110413143309,,,,0.31408552790528343,-2.6334863493597482,,
2026-08-14,4206,limit,True,4130.0,-1.5496368038740882,,,,0.5326876513317202,-2.421307506053272,,
2026-08-14,4206,stop,True,4139.0,-1.7637110413143309,,,,0.31408552790528343,-2.6334863493597482,,
2026-08-14,9416,market,True,1045.0,-0.191387559808609,,,,1.1483253588516762,-0.5741626794258381,,
2026-08-14,9416,limit,True,1040.0,0.28846153846153744,,,,1.6346153846153788,-0.09615384615384581,,
2026-08-14,9416,stop,True,1045.0,-0.191387559808609,,,,1.1483253588516762,-0.5741626794258381,,
2026-08-14,8919,market,True,3570.0,1.680672268907557,,,,2.6610644257702987,-0.9803921568627416,,
2026-08-14,8919,limit,True,3560.0,1.96629213483146,,,,2.949438202247201,-0.7022471910112404,,
2026-08-14,8919,stop,True,3570.0,1.680672268907557,,,,2.6610644257702987,-0.9803921568627416,,
2026-08-14,9010,market,True,2764.0,-1.628075253256156,,,,0.0,-3.54558610709117,,
2026-08-14,9010,limit,True,2736.0,-0.6213450292397615,,,,1.023391812865504,-2.5584795321637377,,
2026-08-14,9010,stop,True,2764.0,-1.628075253256156,,,,0.0,-3.54558610709117,,
2026-08-13,3659,market,True,3022.0,0.0,-0.6618133686300487,,,10.820648577101256,-2.481800132362677,,
2026-08-13,3659,limit,False,,,,,,,,32.817767202062264,16.87487606583382
2026-08-13,3659,stop,False,,,,,,,,32.817767202062264,16.87487606583382
2026-08-14,4116,market,True,1348.0,-0.29673590504450953,,,,0.667655786350152,-1.85459940652819,,
2026-08-14,4116,limit,True,1344.0,0.0,,,,0.9672619047619069,-1.5625,,
2026-08-14,4116,stop,True,1348.0,-0.29673590504450953,,,,0.667655786350152,-1.85459940652819,,
2026-08-14,3397,market,True,4181.0,-0.6936139679502462,,,,0.9327911982779158,-1.7699115044247815,,
2026-08-14,3397,limit,True,4181.0,-0.6936139679502462,,,,0.9327911982779158,-1.7699115044247815,,
2026-08-14,3397,stop,True,4216.416,-1.5277429931012554,,,,0.08500110046067988,-2.595000113840762,,
2026-08-14,5463,market,True,1780.0,-0.1404494382022503,,,,1.96629213483146,-0.8426966292134797,,
2026-08-14,5463,limit,True,1765.0,0.48158640226629856,,,,2.8328611898017053,0.0,,
2026-08-14,5463,stop,True,1780.0,-0.1404494382022503,,,,1.96629213483146,-0.8426966292134797,,
2026-08-14,8830,market,True,3382.0,-0.6505026611472453,,,,0.08870490833825517,-2.0106445890005875,,
2026-08-14,8830,limit,True,3378.0,-0.5328596802841923,,,,0.2072232089994186,-1.8946121965660145,,
2026-08-14,8830,stop,True,3384.756,-0.7313968865111709,,,,0.007208791416579707,-2.090431333898213,,
2026-08-14,9552,market,True,967.0,2.0682523267838704,,,,3.82626680455016,-7.238883143743536,,
2026-08-14,9552,limit,True,967.0,2.0682523267838704,,,,3.82626680455016,-7.238883143743536,,
2026-08-14,9552,stop,True,995.988,-0.9024205110904959,,,,0.8044273625786635,-9.938673959927236,,
2026-08-14,9708,market,True,989.0,-0.707785642062686,,,,0.4044489383215444,-0.8088978766430777,,
2026-08-14,9708,limit,True,987.0,-0.5065856129685908,,,,0.6079027355623046,-0.6079027355623046,,
2026-08-14,9708,stop,True,989.0,-0.707785642062686,,,,0.4044489383215444,-0.8088978766430777,,
2026-08-14,8179,market,True,1304.0,-0.9969325153374231,,,,0.3834355828220781,-1.6871165644171793,,
2026-08-14,8179,limit,True,1304.0,-0.9969325153374231,,,,0.3834355828220781,-1.6871165644171793,,
2026-08-14,8179,stop,True,1306.608,-1.1945434284804546,,,,0.18306944393422508,-1.8833498646878,,
2026-08-14,2918,market,True,2830.0,-1.0247349823321539,,,,0.0,-1.7314487632508868,,
2026-08-14,2918,limit,True,2830.0,-1.0247349823321539,,,,0.0,-1.7314487632508868,,
2026-08-14,2918,stop,False,,,,,,,,-0.07062146892655718,-1.8008474576271194
2026-08-14,6376,market,True,4245.0,-12.367491166077738,,,,2.0023557126030544,-14.72320376914017,,
2026-08-14,6376,limit,True,4245.0,-12.367491166077738,,,,2.0023557126030544,-14.72320376914017,,
2026-08-14,6376,stop,True,4293.57,-13.358813295229844,,,,0.8484780730254826,-15.687877453960219,,
2026-08-14,6840,market,True,731.0,7.660738714090298,,,,18.194254445964432,-0.9575923392612817,,
2026-08-14,6840,limit,True,731.0,7.660738714090298,,,,18.194254445964432,-0.9575923392612817,,
2026-08-14,6840,stop,True,737.472,6.715915994098753,,,,17.156990367091908,-1.8267812201683609,,
2026-08-14,7746,market,True,752.0,2.127659574468077,,,,4.654255319148937,-1.0638297872340385,,
2026-08-14,7746,limit,True,745.0,3.087248322147662,,,,5.637583892617459,-0.13422818791946067,,
2026-08-14,7746,stop,True,752.0,2.127659574468077,,,,4.654255319148937,-1.0638297872340385,,
2026-08-14,4819,market,True,2345.0,-6.183368869936034,,,,1.0660980810234477,-7.164179104477608,,
2026-08-14,4819,limit,True,2307.0,-4.63805808409189,,,,2.7308192457737412,-5.635023840485475,,
