シグナル日,コード,ランク,買い・売り,RSI14,出来高倍率,BB位置,ローソク足パターン,シグナル種別,1日後終値,2日後終値,3日後終値,5日後終値,10日後終値,20日後終値,1日後騰落率,2日後騰落率,3日後騰落率,5日後騰落率,10日後騰落率,20日後騰落率,期間中最高値,期間中最安値,最大上昇率,最大下落率,利確到達,損切り到達,5日損益率
2026-08-13,7381,除外,買い,68.55,0.77,+2.08σ,陰線→陽線,底固め / アンチ,1268.0,1270.0,1302.0,,,,0.8750994431185433,1.0342084327764622,3.5799522673030992,,,,1314.0,1203.0,4.534606205250591,-4.2959427207637235,False,False,
2026-08-13,7380,C,買い,60.42,1.31,+1.53σ,なし,底固め,2582.0,2591.0,2630.0,,,,0.11632415664986073,0.46529662659946514,1.977510663047699,,,,2688.0,2497.0,4.226444358278392,-3.179526948429623,False,False,
2026-08-13,7337,C,買い,62.95,0.84,+1.95σ,なし,底固め,2364.5,2359.5,2394.5,,,,0.6170212765957528,0.4042553191489384,1.8936170212765946,,,,2406.5,2265.5,2.40425531914894,-3.595744680851065,False,False,
2026-08-13,7327,除外,買い,67.2,0.96,+2.49σ,なし,底固め,2500.0,2519.0,2555.0,,,,0.2405773857257376,1.0024057738572623,2.44587008821171,,,,2588.0,2420.0,3.7690457097032892,-2.967121090617486,False,False,
2026-08-13,7280,除外,買い,59.92,0.79,+2.36σ,陰線→陽線,底固め / アンチ,1256.0,1285.0,1304.0,,,,2.0308692120227567,4.386677497969127,5.930138099106408,,,,1317.0,1227.0,6.986190089358235,-0.32493907392363575,False,False,
2026-08-13,7189,除外,買い,65.79,1.06,+2.46σ,なし,底固め,4771.0,4844.0,4873.0,,,,-0.2091612633340345,1.317715959004384,1.924283622673073,,,,4943.0,4580.0,3.3884124660112924,-4.204141393014016,False,False,
2026-08-13,7186,C,買い,59.33,0.89,+0.91σ,なし,底固め,1934.5,1911.0,1935.5,,,,0.38920601971976776,-0.8303061754021845,0.4411001556824168,,,,1970.0,1852.5,2.231447846393353,-3.8661131292163975,False,False,
2026-08-13,7184,除外,買い,64.15,0.98,+2.19σ,陰線→陽線,底固め,3310.0,3255.0,3315.0,,,,1.3782542113323082,-0.3062787136294043,1.5313935681470214,,,,3390.0,3095.0,3.8284839203675425,-5.206738131699851,False,False,
2026-08-13,7167,C,買い,63.7,0.81,+2.14σ,なし,底固め,1658.5,1671.0,1691.5,,,,1.3133781307269388,2.0769700671960933,3.329260843005488,,,,1711.0,1617.5,4.5204642638973835,-1.1912034208918731,False,False,
2026-08-13,7164,C,買い,55.85,0.94,+0.61σ,なし,底固め,3131.0,3139.0,3137.0,,,,-0.03192848020434624,0.2234993614304015,0.159642401021709,,,,3184.0,3106.0,1.6602809706258048,-0.8301404853129024,False,False,
2026-08-13,7011,除外,買い,66.49,1.21,+2.44σ,なし,底固め,4254.0,4350.0,4370.0,,,,-0.046992481203012026,2.208646616541343,2.678571428571419,,,,4439.0,4075.0,4.29981203007519,-4.252819548872178,False,False,
2026-08-13,6952,除外,買い,76.29,1.23,+1.86σ,なし,底固め,2456.0,2399.0,2353.0,,,,-1.3060076351215644,-3.5965441028732115,-5.445047217199117,,,,2520.0,2256.0,1.2658227848101333,-9.342977697408072,False,False,
2026-08-13,4565,除外,買い,72.8,3.03,+3.28σ,なし,底固め,1105.0,1104.0,1111.0,,,,1.6559337626494974,1.5639374425022945,2.2079116835326484,,,,1178.0,1088.0,8.371665133394668,0.09199632014720294,False,False,
2026-08-13,4552,C,買い,62.86,0.95,+1.07σ,なし,底固め / アンチ,526.0,498.0,525.0,,,,-0.189753320683117,-5.502846299810249,-0.3795066413662229,,,,532.0,496.0,0.9487666034155628,-5.882352941176472,False,False,
2026-08-13,4543,除外,買い,72.34,1.27,+2.20σ,陰線→陽線 / 長い下ヒゲ（ハンマー）,アンチ,2672.5,2620.0,2578.0,,,,1.9843541308910417,-0.01908032818164207,-1.621827895439798,,,,2689.0,2404.0,2.61400496088533,-8.261782102652171,False,False,
2026-08-13,4475,C,買い,62.17,0.85,+0.98σ,陰線→陽線 / 2～5日下落後の陽線,底固め,1529.0,1455.0,1466.0,,,,5.886426592797789,0.7617728531855938,1.5235457063711877,,,,1547.0,1406.0,7.132963988919672,-2.631578947368418,False,False,
2026-08-13,4425,C,買い,47.39,0.96,-0.04σ,強気包み足 / はらみ足,底固め,1672.0,1697.0,1626.0,,,,-2.7906976744186074,-1.3372093023255816,-5.46511627906977,,,,1730.0,1497.0,0.5813953488372103,-12.965116279069766,False,True,
2026-08-13,4418,C,買い,53.0,0.26,-0.31σ,なし,底固め,852.0,964.0,970.0,,,,6.367041198501866,20.349563046192266,21.09862671660425,,,,1043.0,793.0,30.212234706616737,-0.9987515605493158,True,False,
2026-08-13,2269,C,買い,67.15,0.76,+1.81σ,前日安値割れ反転,アンチ,4248.0,4195.0,4244.0,,,,1.3358778625954137,0.07156488549617812,1.2404580152671763,,,,4358.0,4165.0,3.9599236641221447,-0.6440839694656475,False,False,
2026-08-13,8897,除外,買い,73.46,3.46,+2.67σ,陰線→陽線,アンチ,459.0,459.0,453.0,,,,1.5486725663716783,1.5486725663716783,0.22123893805310324,,,,462.0,445.0,2.212389380530966,-1.5486725663716783,False,False,
2026-08-13,3668,C,買い,64.4,1.0,+1.95σ,強気包み足,底固め,419.0,415.0,416.0,,,,0.9638554216867545,0.0,0.24096385542169418,,,,423.0,410.0,1.9277108433734869,-1.2048192771084376,False,False,
2026-08-13,9984,C,買い,48.32,0.54,+0.18σ,なし,アンチ,5739.0,5886.0,5830.0,,,,2.9417040358744373,5.5784753363228745,4.573991031390134,,,,6230.0,5200.0,11.748878923766814,-6.726457399103136,False,False,
2026-08-13,8892,C,買い,56.42,0.78,+0.60σ,陰線→陽線,底固め,1111.0,1108.0,1107.0,,,,0.4520795660036159,0.1808318264014508,0.09041591320071429,,,,1115.0,1092.0,0.8137432188065175,-1.2658227848101222,False,False,
2026-08-13,5830,除外,買い,70.56,0.87,+2.19σ,なし,底固め,3964.0,4005.0,4039.0,,,,-0.37697914048755443,0.6534305101784321,1.50791656195024,,,,4117.0,3807.0,3.4682080924855585,-4.322694144257355,False,False,
2026-08-13,5805,除外,買い,63.71,0.92,+2.07σ,なし,底固め / アンチ,14260.0,14680.0,14700.0,,,,2.3689877961234673,5.3840631730079025,5.5276381909547645,,,,15260.0,13560.0,9.547738693467345,-2.6561378320172246,False,False,
2026-08-13,9107,C,買い,63.22,0.93,+1.36σ,陰線→陽線 / はらみ足 / 長い下ヒゲ（ハンマー）,アンチ,3030.0,3072.0,3141.0,,,,4.356810745651796,5.803340795591527,8.179783020492515,,,,3210.0,2923.5,10.556225245393481,0.6888238333046415,False,False,
2026-08-13,1963,C,買い,45.08,0.71,+0.20σ,なし,アンチ,2345.0,2355.5,2339.0,,,,2.3570493234395418,2.8153644696639057,2.0951549541684766,,,,2421.0,2205.5,5.674378000872982,-3.7319947621126115,False,False,
2026-08-13,9722,除外,買い,77.29,0.94,+2.25σ,陰線→陽線 / はらみ足 / 長い下ヒゲ（ハンマー）,アンチ,2333.0,2322.0,2312.0,,,,-1.561181434599157,-2.0253164556962022,-2.4472573839662393,,,,2442.0,2297.0,3.037974683544298,-3.080168776371306,False,False,
2026-08-13,1951,C,買い,47.21,0.88,+0.00σ,強気包み足,底固め,2632.5,2660.0,2617.5,,,,0.41960709517452344,1.4686248331108098,-0.15258439824528125,,,,2683.5,2529.0,2.365058172801837,-3.5285142094220845,False,False,
2026-08-13,5817,C,買い,57.1,0.22,+0.88σ,はらみ足,底固め,1006.0,1040.0,1041.0,,,,-0.8866995073891659,2.4630541871921263,2.5615763546797954,,,,1075.0,974.0,5.9113300492610765,-4.039408866995076,False,False,
2026-08-13,9348,C,買い,47.06,0.56,+0.60σ,はらみ足,底固め,425.0,434.0,439.0,,,,0.9501187648456089,3.087885985748229,4.275534441805218,,,,446.0,418.0,5.938242280285033,-0.7125890736342066,False,False,
2026-08-13,4222,除外,買い,65.42,16.0,+2.75σ,陰線→陽線,底固め,698.0,713.0,709.0,,,,0.8670520231213841,3.0346820809248554,2.4566473988439252,,,,745.0,668.0,7.658959537572252,-3.4682080924855474,False,False,
2026-08-13,7701,C,買い,61.0,0.91,+1.72σ,長い下ヒゲ（ハンマー）,底固め,4221.0,4156.0,4092.0,,,,-1.0548523206751037,-2.5785278949835955,-4.078762306610406,,,,4271.0,3967.0,0.11720581340834979,-7.008907641819029,False,False,
2026-08-13,6966,C,買い,50.63,0.54,+0.49σ,なし,底固め,970.0,977.0,966.0,,,,2.8632025450689325,3.6055143160127257,2.4390243902439046,,,,1002.0,894.0,6.256627783669133,-5.1961823966065745,False,False,
2026-08-13,3676,除外,買い,90.61,2.1,+2.27σ,陰線→陽線 / はらみ足,アンチ,1058.0,1058.0,1059.0,,,,0.0,0.0,0.0945179584120881,,,,1060.0,1057.0,0.1890359168241984,-0.0945179584120992,False,False,
2026-08-13,2590,C,買い,54.09,0.35,-0.23σ,陰線→陽線 / はらみ足,底固め,2964.0,2937.0,2952.0,,,,1.2640929279125412,0.3416467372736598,0.8541168431841495,,,,2985.0,2902.0,1.9815510761872268,-0.8541168431841495,False,False,
2026-08-13,7241,C,買い,68.1,1.08,+1.86σ,陰線→陽線,底固め,1094.0,1097.0,1108.0,,,,2.5304592314901564,2.8116213683224034,3.842549203373946,,,,1114.0,1068.0,4.404873477038418,0.09372071227742307,False,False,
2026-08-13,7224,C,買い,50.93,0.65,+1.00σ,前日安値割れ反転,底固め,2015.0,2023.0,2016.0,,,,-0.09915716410510145,0.29747149231531544,-0.049578582052556275,,,,2042.0,1948.0,1.2394645513138292,-3.420922161626172,False,False,
2026-08-13,7202,C,買い,42.9,0.84,-1.32σ,なし,底固め,2265.5,2260.5,2241.5,,,,1.3873349742671737,1.1635712687402044,0.3132691877377525,,,,2291.5,2167.0,2.550906243007378,-3.020810024614007,False,False,
2026-08-13,7476,C,買い,46.73,0.71,-1.07σ,なし,底固め,2380.5,2346.5,2358.5,,,,0.6341154090044432,-0.8032128514056214,-0.2959205242020757,,,,2382.0,2333.5,0.6975269499048808,-1.35277953920947,False,False,
2026-08-13,7609,除外,買い,72.08,0.87,+1.74σ,長い下ヒゲ（ハンマー）,底固め,4770.0,4700.0,4570.0,,,,4.0348964013086075,2.5081788440566966,-0.32715376226826187,,,,4910.0,4265.0,7.088331515812429,-6.979280261723009,False,False,
2026-08-13,7616,C,買い,62.16,1.3,+1.13σ,陰線→陽線,底固め,2059.5,2005.0,2010.0,,,,-1.4121589277166113,-4.021062709430345,-3.7817137386309208,,,,2097.5,1981.0,0.40689325035903057,-5.169937769267596,False,True,
2026-08-13,6232,C,買い,48.15,0.54,+0.06σ,なし,底固め,1741.0,1766.0,1719.0,,,,1.5160349854227428,2.9737609329446135,0.23323615160348865,,,,1796.0,1636.0,4.723032069970845,-4.606413994169101,False,False,
2026-08-13,6166,C,買い,50.86,0.92,+0.38σ,なし,底固め,646.0,660.0,635.0,,,,-1.071975497702915,1.071975497702904,-2.7565084226646275,,,,670.0,607.0,2.6033690658499253,-7.044410413476266,False,False,
2026-08-13,6203,C,買い,52.18,0.33,+0.83σ,陰線→陽線 / 前日安値割れ反転,底固め,1507.0,1540.0,1498.0,,,,0.3997335109926725,2.5982678214523602,-0.19986675549633626,,,,1545.0,1432.0,2.931379080612917,-4.596935376415723,False,False,
2026-08-13,8584,C,買い,57.81,0.6,+0.66σ,前日安値割れ反転,底固め,3790.0,3750.0,3720.0,,,,0.2645502645502562,-0.7936507936507908,-1.5873015873015928,,,,3800.0,3695.0,0.5291005291005346,-2.2486772486772444,False,False,
2026-08-13,8439,C,買い,50.85,0.56,-0.48σ,なし,BB逆張り,2547.5,2519.5,2540.0,,,,-0.643525741029638,-1.7355694227769058,-0.9360374414976613,,,,2582.5,2475.0,0.7215288611544413,-3.471138845553823,False,False,
2026-08-13,3891,C,買い,48.51,0.87,+0.41σ,なし,底固め,7190.0,7490.0,7020.0,,,,0.5594405594405494,4.7552447552447585,-1.8181818181818188,,,,7750.0,6340.0,8.391608391608397,-11.328671328671325,False,False,
2026-08-13,1814,C,買い,56.33,0.63,+0.65σ,なし,底固め,3705.0,3720.0,3665.0,,,,0.95367847411445,1.3623978201634968,-0.13623978201634523,,,,3795.0,3520.0,3.4059945504087086,-4.087193460490468,False,False,
2026-08-13,1333,C,買い,44.14,0.98,-0.87σ,陰線→陽線,BB逆張り,1293.5,1282.5,1302.0,,,,0.8576998050682239,0.0,1.5204678362572999,,,,1315.0,1271.0,2.5341130604288553,-0.8966861598440512,False,False,
2026-08-13,6532,C,買い,63.1,0.61,+1.13σ,強気包み足,底固め,7687.0,7400.0,7368.0,,,,4.457127327082477,0.5571409158853013,0.12229922543824934,,,,7759.0,7273.0,5.4355211305884055,-1.1686370430765036,False,False,
2026-08-13,7984,C,買い,53.61,0.63,-0.10σ,なし,底固め,873.2000122070312,864.7000122070312,863.4000244140625,,,,0.04583091281293861,-0.9280462640889886,-1.0769907866564399,,,,878.7000122070312,845.0999755859375,0.675986733161249,-3.173696656056657,False,True,
2026-08-13,6613,C,買い,45.56,1.22,+0.25σ,なし,底固め,1806.0,2083.0,2091.0,,,,3.436426116838498,19.301260022909506,19.759450171821303,,,,2299.0,1762.0,31.67239404352806,0.9163802978235935,False,False,
2026-08-13,4617,C,買い,54.13,0.63,+0.36σ,なし,底固め,3640.0,3660.0,3590.0,,,,-0.952380952380949,-0.40816326530612734,-2.3129251700680253,,,,3735.0,3465.0,1.6326530612244872,-5.714285714285716,False,True,
2026-08-13,6838,C,買い,51.5,0.54,+1.29σ,なし,底固め,1568.0,1586.0,1514.0,,,,3.498349834983494,4.686468646864683,-0.06600660066006236,,,,1622.0,1420.0,7.062706270627062,-6.270627062706269,False,False,
2026-08-13,4828,除外,買い,76.7,1.97,+2.53σ,はらみ足,底固め,1381.0,1348.0,1377.0,,,,1.4695077149154967,-0.9551800146950784,1.1756061719323974,,,,1428.0,1345.0,4.922850844966931,-1.1756061719323974,False,False,
2026-08-13,4819,C,買い,55.86,0.97,+0.12σ,強気包み足,底固め,2299.0,2200.0,2237.0,,,,-1.1182795698924775,-5.376344086021501,-3.784946236559139,,,,2420.0,2177.0,4.086021505376336,-6.365591397849457,False,True,
2026-08-13,4118,C,買い,70.59,2.0,+2.06σ,前日安値割れ反転,底固め,6345.0,6277.0,6295.0,,,,3.8971671851973255,2.7836908465695087,3.0784345832651105,,,,6570.0,6060.0,7.5814638938922485,-0.7696086458162776,False,False,
2026-08-13,4091,C,買い,59.75,0.83,+1.37σ,長い下ヒゲ（ハンマー） / 前日安値割れ反転,底固め,6140.0,6083.0,5995.0,,,,-0.14636526264433236,-1.073345259391767,-2.5044722719141377,,,,6200.0,5711.0,0.8294031549845426,-7.123109448690846,False,True,
2026-08-13,3569,除外,買い,70.07,3.19,+2.22σ,陰線→陽線,底固め,3535.0,3505.0,3530.0,,,,-0.7022471910112404,-1.54494382022472,-0.8426966292134797,,,,3560.0,3365.0,0.0,-5.47752808988764,False,True,
2026-08-13,2127,C,買い,51.72,0.92,-0.03σ,強気包み足,底固め,672.2000122070312,655.4000244140625,660.0,,,,1.5407873424518437,-0.9969751640388935,-0.30211480362537513,,,,673.0999755859375,650.5999755859375,1.6767334721959903,-1.7220580685895048,False,False,
2026-08-13,7735,C,買い,47.07,0.74,-0.25σ,長い下ヒゲ（ハンマー）,底固め,14275.0,14615.0,13695.0,,,,0.9904492394764874,3.395825963919341,-3.11284046692607,,,,14730.0,13040.0,4.209409267775022,-7.7467279801910145,False,False,
2026-08-13,3099,C,買い,49.62,6.45,-0.03σ,前日安値割れ反転,底固め,3548.0,3530.0,3494.0,,,,-3.9783491204330224,-4.465493910690121,-5.439783491204331,,,,3604.0,3416.0,-2.46278755074425,-7.5507442489851195,False,True,
2026-08-13,5445,C,買い,64.0,0.87,+2.15σ,強気包み足,底固め,2025.0,2022.0,2031.0,,,,1.1994002998500841,1.0494752623688264,1.4992503748125996,,,,2048.0,1985.0,2.3488255872063935,-0.7996001999000524,False,False,
2026-08-13,8043,除外,買い,77.22,2.72,+3.05σ,なし,底固め / アンチ,1507.0,1499.0,1529.0,,,,1.2088650100738674,0.671591672263272,2.6863666890530657,,,,1546.0,1472.0,3.828072531900606,-1.1417058428475513,False,False,
2026-08-13,6524,C,買い,51.92,0.66,+0.98σ,なし,底固め,4795.0,5110.0,4930.0,,,,-0.9297520661157077,5.578512396694224,1.8595041322314154,,,,5360.0,4470.0,10.743801652892571,-7.644628099173556,False,False,
2026-08-13,6516,C,買い,51.59,0.45,+1.05σ,なし,底固め,5900.0,6020.0,5830.0,,,,-0.5059021922428353,1.5177065767284947,-1.6863406408094472,,,,6120.0,5400.0,3.204047217537953,-8.93760539629005,False,True,
2026-08-13,2784,C,買い,46.32,1.05,-0.80σ,陰線→陽線,BB逆張り,2250.0,2250.0,2289.0,,,,0.8516360376512822,0.8516360376512822,2.5997310623038894,,,,2313.0,2221.5,3.6754818467055195,-0.4258180188256411,False,False,
2026-08-13,2809,C,買い,56.59,0.65,+0.72σ,陰線→陽線 / 長い下ヒゲ（ハンマー）,底固め,4645.0,4652.0,4632.0,,,,-0.27908973808501436,-0.12881064834693312,-0.5581794761700287,,,,4762.0,4588.0,2.232717904680115,-1.5027908973808457,False,False,
2026-08-13,6298,C,買い,57.12,1.81,+1.79σ,陰線→陽線,底固め,1318.0,1378.0,1360.0,,,,2.6479750778816147,7.3208722741433085,5.919003115264787,,,,1394.0,1233.0,8.566978193146424,-3.971962616822433,False,False,
2026-08-13,5016,C,買い,49.06,0.86,+0.21σ,なし,底固め,3785.0,4000.0,3814.0,,,,-1.9684019684019671,3.60010360010361,-1.2173012173012143,,,,4135.0,3527.0,7.096607096607088,-8.65060865060865,False,False,
2026-08-13,8708,C,買い,65.37,0.77,+1.53σ,陰線→陽線,底固め,1730.0,1715.0,1724.0,,,,0.28985507246377384,-0.5797101449275366,-0.05797101449275255,,,,1756.0,1705.0,1.7971014492753623,-1.1594202898550732,False,False,
2026-08-13,8771,C,買い,53.94,1.0,-0.21σ,陰線→陽線 / 前日安値割れ反転,アンチ,1855.0,1862.0,1864.0,,,,0.5965292841648484,0.9761388286334105,1.0845986984815648,,,,1878.0,1829.0,1.8438177874186445,-0.813449023861168,False,False,
2026-08-13,2206,C,買い,51.53,0.61,+0.73σ,陰線→陽線 / はらみ足,アンチ,5162.0,5151.0,5108.0,,,,-0.11609907120743168,-0.3289473684210509,-1.1609907120743057,,,,5181.0,5071.0,0.2515479876161075,-1.8769349845201289,False,False,
2026-08-13,9101,C,買い,65.47,0.75,+1.36σ,陰線→陽線 / はらみ足,アンチ,6400.0,6490.0,6784.0,,,,3.042988246659162,4.492030268877789,9.225567541458712,,,,6893.0,6234.0,10.980518435034625,0.37031073901143685,False,False,
2026-08-13,3769,C,買い,61.39,1.03,+1.30σ,前日安値割れ反転,底固め,10150.0,8809.0,9175.0,,,,-0.3436426116838476,-13.510063819342166,-9.916543937162492,,,,10295.0,8485.0,1.0800196367206638,-16.691212567501225,False,True,
2026-08-13,9934,除外,買い,79.58,0.86,+1.75σ,なし,アンチ,3051.0,3038.0,3049.0,,,,0.09842519685039353,-0.32808398950131545,0.032808398950123774,,,,3084.0,2920.5,1.1811023622047223,-4.183070866141736,False,True,
2026-08-13,9119,C,買い,61.05,0.61,+1.37σ,なし,底固め,1592.0,1645.0,1686.0,,,,1.4659018483110353,4.843849585723392,7.45697896749522,,,,1697.0,1560.0,8.158062460165706,-0.5736137667303964,False,False,
2026-08-13,9104,C,買い,67.35,0.99,+1.75σ,陰線→陽線,アンチ,6471.0,6629.0,6881.0,,,,3.057811753463935,5.574136008918629,9.58751393534003,,,,6986.0,6295.0,11.259754738015616,0.2548176461219853,False,False,
2026-08-13,2384,C,買い,63.42,0.6,+1.71σ,なし,アンチ,4865.0,4935.0,4985.0,,,,0.41279669762641635,1.8575851393188847,2.8895768833849367,,,,5040.0,4800.0,4.024767801857587,-0.9287925696594423,False,False,
2026-08-13,8841,C,買い,57.56,1.11,+1.55σ,はらみ足,アンチ,972.0,976.0,1055.0,,,,-0.2053388090349051,0.2053388090349051,8.316221765913756,,,,1093.0,951.0,12.217659137576998,-2.361396303901442,True,False,
2026-08-13,2371,除外,買い,72.49,0.56,+1.02σ,陰線→陽線 / 長い下ヒゲ（ハンマー）,底固め,3715.0,3700.0,3710.0,,,,0.02692514808830815,-0.3769520732364029,-0.1077005923532548,,,,3740.0,3700.0,0.7000538502961673,-0.3769520732364029,False,False,
2026-08-13,6986,C,買い,71.08,0.89,+1.69σ,陰線→陽線,アンチ,666.0,686.0,670.0,,,,1.9908116385911168,5.053598774885137,2.6033690658499253,,,,696.0,642.0,6.584992343032159,-1.6845329249617125,False,False,
2026-08-13,7610,C,買い,44.46,0.27,-1.08σ,なし,アンチ,142.0,141.0,139.0,,,,0.0,-0.7042253521126751,-2.1126760563380254,,,,142.0,137.0,0.0,-3.5211267605633756,False,False,
2026-08-13,7409,C,買い,45.13,10.21,+0.04σ,なし,底固め,1683.0,1510.0,1414.0,,,,9.928151534944485,-1.3716525146962755,-7.642064010450689,,,,1774.0,1301.0,15.87197909862834,-15.022860875244938,False,True,
2026-08-13,4183,C,買い,61.15,0.73,+1.64σ,陰線→陽線 / はらみ足,アンチ,2231.5,2197.0,2205.0,,,,-0.22356360384528928,-1.7661524703778242,-1.4084507042253502,,,,2248.5,2083.0,0.5365526492287165,-6.86340263805053,False,False,
2026-08-13,7240,C,買い,63.33,0.61,+2.17σ,陰線→陽線 / はらみ足,アンチ,3095.0,3076.0,3073.0,,,,-0.6101477199743077,-1.2202954399486154,-1.3166345536287705,,,,3124.0,2966.0,0.32113037893384266,-4.752729608220941,False,False,
2026-08-13,2768,C,買い,60.7,0.71,+1.33σ,はらみ足,アンチ,5684.0,5600.0,5655.0,,,,1.3913663931502063,-0.1070281840884757,0.874063503389233,,,,5736.0,5400.0,2.318943988583655,-3.6746343203710286,False,False,
2026-08-13,6486,C,買い,62.57,0.89,+2.01σ,陰線→陽線 / はらみ足,アンチ,3095.0,3080.0,3050.0,,,,0.32414910858995505,-0.16207455429497752,-1.1345218800648316,,,,3110.0,2950.0,0.8103727714748876,-4.376012965964349,False,False,
2026-08-13,5310,C,買い,58.66,0.73,+1.54σ,なし,アンチ,7320.0,7280.0,7180.0,,,,-2.1390374331550777,-2.67379679144385,-4.01069518716578,,,,7750.0,6790.0,3.609625668449201,-9.224598930481287,False,True,
2026-08-13,5707,除外,買い,68.2,1.25,+1.97σ,はらみ足,アンチ,1081.0,1089.0,1123.0,,,,5.155642023346307,5.933852140077822,9.241245136186759,,,,1204.0,1049.0,17.120622568093392,2.042801556420226,False,False,
2026-08-13,3105,C,買い,57.17,0.62,+1.22σ,陰線→陽線 / はらみ足,アンチ,2479.0,2454.5,2318.0,,,,2.438016528925613,1.4256198347107452,-4.2148760330578465,,,,2503.5,2122.5,3.4504132231405027,-12.293388429752062,False,True,
2026-08-13,6914,C,買い,40.96,1.43,-0.68σ,なし,底固め,3505.0,3580.0,3540.0,,,,1.3005780346820872,3.4682080924855585,2.3121387283236983,,,,3610.0,3225.0,4.335260115606943,-6.791907514450868,False,False,
2026-08-13,4813,除外,買い,62.02,0.74,+1.85σ,陰線→陽線,アンチ,432.0,405.0,430.0,,,,2.857142857142847,-3.57142857142857,2.3809523809523725,,,,447.0,392.0,6.428571428571428,-6.666666666666665,False,False,
2026-08-13,7976,C,買い,67.48,0.53,+1.56σ,はらみ足,アンチ,2897.0,2859.0,2872.0,,,,-0.685635927322592,-1.9883441892355136,-1.5426808364758293,,,,2954.0,2836.0,1.2684264655467903,-2.7768255056564994,False,False,
2026-08-13,4894,除外,買い,61.32,0.74,+1.68σ,陰線→陽線 / はらみ足,アンチ,5400.0,5350.0,5140.0,,,,2.2727272727272707,1.325757575757569,-2.651515151515149,,,,5650.0,4840.0,7.007575757575757,-8.333333333333337,False,False,
2026-08-13,8032,除外,買い,73.9,1.01,+2.18σ,陰線→陽線 / はらみ足,アンチ,1247.0,1237.0,1250.0,,,,-1.2668250197941378,-2.058590657165482,-1.0292953285827355,,,,1278.0,1204.0,1.187648456057011,-4.6714172604908955,False,False,
2026-08-13,6741,除外,買い,70.16,0.7,+1.45σ,陰線→陽線 / はらみ足,アンチ,1859.0,1830.0,1784.0,,,,0.37796976241901703,-1.1879049676025932,-3.6717062634989195,,,,1900.0,1726.0,2.591792656587466,-6.803455723542118,False,True,
2026-08-13,6098,除外,買い,84.1,1.12,+2.51σ,なし,アンチ,16455.0,16380.0,16020.0,,,,-1.9952352590827838,-2.4419297200714674,-4.586063132817153,,,,16765.0,15710.0,-0.14889815366289083,-6.4324002382370455,False,False,
2026-08-13,6339,C,買い,62.01,1.27,+2.11σ,陰線→陽線 / はらみ足,アンチ,1251.0,1270.0,1267.0,,,,-0.23923444976076125,1.2759170653907415,1.0366826156299913,,,,1286.0,1200.0,2.551834130781505,-4.30622009569378,False,False,
2026-08-13,7741,C,買い,60.35,0.79,+1.79σ,なし,アンチ,26645.0,26400.0,26290.0,,,,0.3200301204819178,-0.6024096385542133,-1.016566265060237,,,,26845.0,25375.0,1.0730421686746983,-4.461596385542165,False,False,
2026-08-13,2267,C,買い,57.44,0.62,+1.26σ,陰線→陽線 / 長い下ヒゲ（ハンマー） / 前日安値割れ反転,底固め,2881.5,2840.5,2845.5,,,,-0.10400416016640435,-1.5253943491073008,-1.3520540821632898,,,,2906.0,2816.0,0.745363147859246,-2.374761657132951,False,False,
2026-08-13,4722,除外,買い,80.81,0.47,+0.82σ,はらみ足,底固め,2444.0,2445.0,2445.0,,,,-0.04089979550102596,0.0,0.0,,,,2447.0,2444.0,0.08179959100205192,-0.04089979550102596,False,False,
2026-08-13,8613,C,買い,67.17,0.52,+1.36σ,陰線→陽線 / はらみ足,アンチ,1219.0,1209.0,1218.0,,,,0.0,-0.8203445447087732,-0.08203445447088065,,,,1235.0,1202.0,1.312551271534046,-1.3945857260049266,False,False,
2026-08-13,5857,除外,買い,74.7,1.3,+2.17σ,なし,アンチ,3630.0,3630.0,3565.0,,,,-2.4193548387096753,-2.4193548387096753,-4.1666666666666625,,,,3770.0,3450.0,1.3440860215053752,-7.258064516129037,False,False,
2026-08-13,8622,除外,買い,72.42,0.51,+1.36σ,陰線→陽線 / はらみ足,アンチ,862.0,859.0,867.0,,,,0.23255813953488857,-0.11627906976744429,0.8139534883720989,,,,897.0,844.0,4.302325581395339,-1.8604651162790753,False,False,
2026-08-13,6072,除外,買い,59.53,1.84,+2.01σ,なし,底固め,1134.0,1134.0,1142.0,,,,1.2499999999999956,1.2499999999999956,1.9642857142857073,,,,1193.0,1040.0,6.517857142857153,-7.14285714285714,False,False,
2026-08-13,1663,除外,買い,57.32,2.5,+2.29σ,なし,底固め,1917.0,1945.0,1930.0,,,,1.5360169491525522,3.0190677966101642,2.2245762711864403,,,,1950.0,1870.0,3.2838983050847537,-0.9533898305084776,False,False,
2026-08-13,8367,C,買い,60.28,0.74,+1.17σ,なし,底固め,1941.0,1962.0,1976.0,,,,0.831168831168827,1.922077922077925,2.649350649350657,,,,2002.0,1862.0,4.0000000000000036,-3.2727272727272716,False,False,
2026-08-13,5563,C,買い,47.55,0.64,+0.15σ,なし,底固め,443.0,444.0,438.0,,,,4.481132075471694,4.716981132075482,3.301886792452824,,,,449.0,421.0,5.89622641509433,-0.7075471698113178,False,False,
2026-08-13,6501,除外,買い,77.94,0.73,+1.57σ,なし,底固め,5767.0,5571.0,5514.0,,,,1.139950894423003,-2.2974394949140664,-3.2970887407927085,,,,5830.0,5216.0,2.2448263767099297,-8.523325149070505,False,True,
