シグナル日,コード,会社名,市場,現在値,前日比,直近3日騰落率,直近5日騰落率,25日線乖離率,ATR当日値幅,ATR14,前日高値,反転足高値,反転足安値,直近2日高値,直近3日高値,直近安値,直近支持線,BB-1σ,BB-2σ,BB下限,スコア,ランク,%K,%D,%D傾き,RSI14,MA25,MA75,MA200,BB位置,出来高倍率,ローソク足パターン,アンチ判定,買い・売り,シグナル種別,シグナル数,自社株買い比率,損切り候補,利確候補,RR,判定理由,除外理由,Yahoo Financeリンク,売残,買残,売残前週比,買残前週比,信用倍率,基準日,取得元URL,取得日時,テクニカルスコア,信用需給による減点,信用需給スコア,総合調整後スコア,テクニカル順位,調整後順位,信用需給判定,信用需給判定理由
2026-08-21,4005,住友化学,プライム,559.8,7.18,5.15,5.52,6.6,1.94,18.47,532.9,560.8,525.0,560.8,560.8,508.8,471.4,503.85,486.36,486.36,15,除外,98.08,72.81,6.65,60.96,525.14,546.83,512.06,+2.20σ,1.74,陰線→陽線 / 2～5日下落後の陽線,なし,買い,底固め,1,0.0,508.8,661.8,2.0,直近2～5日まで下落、ストキャス売られ過ぎから反転、%K反転、%D方向改善、2～5日下落後の陽線、出来高増加を伴う反転、直近安値切り上げ、出来高減少後の増加、RSI安値切り上げ、レンジ上限突破 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4005.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,15.0,0,0,15.0,42,42,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,2607,不二製油,プライム,4612.0,2.76,2.85,1.45,11.04,0.96,145.2,4579.0,4698.0,4558.0,4698.0,4698.0,4425.0,3760.0,3945.47,3674.54,3674.54,12,除外,70.14,71.3,4.21,71.05,4153.56,3851.61,3716.33,+1.46σ,1.63,陰線→陽線 / 2～5日下落後の陽線,なし,買い,底固め,1,0.0,4394.2,5047.61,2.0,直近2～5日まで下落、%K反転、%D方向改善、2～5日下落後の陽線、出来高増加を伴う反転、直近安値切り上げ、出来高減少後の増加、RSI安値切り上げ / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/2607.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,12.0,0,0,12.0,69,69,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,4443,Ｓａｎｓａｎ,プライム,2231.0,0.5,12.0,5.94,14.45,0.5,98.06,2226.0,2233.0,2184.0,2233.0,2233.0,1876.0,1744.0,1879.45,1773.39,1773.39,11,除外,99.44,66.25,20.92,71.72,1949.24,1666.92,1542.12,+2.31σ,1.01,強気包み足 / 長い下ヒゲ（ハンマー）,なし,買い,底固め,1,0.0,1876.0,2941.0,2.0,%K反転、%D方向改善、陽の包み足、長い下ヒゲ反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4443.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,11.0,0,0,11.0,82,82,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,4784,ＧＭＯインターネット,プライム,603.0,5.42,3.25,5.98,10.71,1.54,30.42,587.0,613.0,566.0,613.0,613.0,531.0,495.0,525.45,501.41,501.41,11,除外,87.8,58.03,3.0,61.69,544.68,527.25,682.5,+2.22σ,2.25,強気包み足,なし,買い,底固め,1,0.0,531.0,747.0,2.0,%K反転、%D方向改善、陽の包み足、出来高増加を伴う反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4784.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,11.0,0,0,11.0,82,82,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,8541,愛媛銀行,プライム,3260.0,3.49,-1.81,6.36,15.43,1.15,135.13,3270.0,3280.0,3125.0,3280.0,3320.0,3080.0,2540.0,2717.14,2512.34,2512.34,9,除外,81.84,81.79,11.75,69.63,2824.24,2297.08,1847.18,+1.65σ,0.55,陰線→陽線 / 強気包み足,なし,買い,底固め,1,0.0,3057.31,3665.39,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/8541.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,9.0,0,0,9.0,95,95,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,4587,ペプチドリーム,プライム,1114.5,1.18,8.68,8.05,13.04,0.73,43.7,1114.0,1124.5,1092.5,1124.5,1124.5,983.8,906.4,938.19,885.68,885.68,9,除外,93.42,75.13,0.47,69.48,985.98,1031.6,1315.62,+2.36σ,1.01,強気包み足,なし,買い,底固め,1,0.0,983.8,1375.9,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（25日線上方乖離、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4587.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,9.0,0,0,9.0,95,95,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,9506,東北電力,プライム,1330.5,1.41,1.88,6.1,10.39,1.1,29.02,1319.5,1330.5,1298.5,1330.5,1330.5,1249.0,1133.5,1170.26,1118.52,1118.52,9,除外,100.0,88.5,4.45,80.98,1205.28,1096.39,1128.16,+2.10σ,1.1,強気包み足,なし,買い,底固め,1,0.0,1249.0,1493.5,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/9506.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,9.0,0,0,9.0,95,95,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,9508,九州電力,プライム,1963.5,2.19,2.69,4.86,7.43,1.1,50.09,1947.5,1968.0,1913.0,1968.0,1968.0,1851.5,1761.5,1792.54,1744.64,1744.64,9,除外,96.8,65.36,15.23,69.66,1827.74,1730.91,1731.44,+2.57σ,0.89,強気包み足,なし,買い,底固め,1,0.0,1851.5,2187.5,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ、レンジ上限突破 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/9508.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,9.0,0,0,9.0,95,95,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,3539,ＪＭホールディングス,プライム,1483.0,0.68,1.51,3.49,6.81,0.71,30.85,1488.0,1492.0,1470.0,1492.0,1492.0,1422.0,1322.0,1363.1,1319.89,1319.89,8,除外,90.62,82.38,22.0,75.02,1388.48,1302.6,1494.54,+1.78σ,0.4,陰線→陽線 / 長い下ヒゲ（ハンマー）,なし,買い,底固め,1,0.0,1422.0,1605.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）、直近安値切り上げ、BB幅収縮、RSI安値切り上げ / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（高RSI）,https://finance.yahoo.co.jp/quote/3539.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,8.0,0,0,8.0,125,125,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
2026-08-21,7280,ミツバ,プライム,1346.0,0.82,3.22,7.17,11.36,0.92,39.12,1336.0,1354.0,1318.0,1354.0,1354.0,1252.0,1123.0,1161.2,1101.76,1101.76,6,除外,95.12,85.67,8.01,72.86,1208.68,1190.89,1173.3,+2.11σ,1.15,強気包み足,なし,買い,底固め,1,0.0,1252.0,1534.0,2.0,%D方向改善、陽の包み足、直近下落なし（B以下に制限）、直近安値切り上げ、RSI安値切り上げ、レンジ上限突破 / 信用需給: 信用データがデータなし、または売残0で信用倍率を算出不能,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/7280.T,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,6.0,0,0,6.0,140,140,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能
